#OG_name	protein_names
OG_129	protein|evm.model.Ap11.1321 protein|evm.model.Ap8.1390 protein|evm.model.Ap2.1107 protein|evm.model.Ap14.984 protein|evm.model.Ap5.1065 protein|evm.model.Ap12.820 protein|evm.model.Ap5.291 NV2t002956001.1 NV2t002956002.1 Ahyacinthus13247-RA
OG_130	protein|evm.model.Ap11.1868 protein|evm.model.Ap2.156 protein|evm.model.Ap4.3646 protein|evm.model.Ap4.3613 protein|evm.model.Ap4.3274 Ahyacinthus07357-RA protein|evm.model.Ap6.1102 protein|evm.model.Ap2.340 protein|evm.model.Ap7.1271 protein|evm.model.Ap12.695 protein|evm.model.Ap12.696 protein|evm.model.Ap6.2498 protein|evm.model.Ap6.2497 protein|evm.model.Ap4.6732 protein|evm.model.Ap5.1500 protein|evm.model.Ap4.3612 Ahyacinthus24807-RA Ahyacinthus24808-RA Ahyacinthus21711-RA Ahyacinthus25932-RA Ahyacinthus23485-RA Ahyacinthus26365-RA protein|evm.model.Ap11.1869 protein|evm.model.Ap2.157 protein|evm.model.Ap13.2783 Ahyacinthus24922-RA Ahyacinthus03292-RA Ahyacinthus09618-RA protein|evm.model.Ap4.3101 protein|evm.model.Ap1.3331 protein|evm.model.Ap10.730 protein|evm.model.Ap1.3065 protein|evm.model.Ap4.3899 Ahyacinthus25299-RA Ahyacinthus14673-RA protein|evm.model.Ap4.3080 NV2t008129001.1 protein|evm.model.Ap14.631 protein|evm.model.Ap1.3066 protein|evm.model.Ap4.4482 Ahyacinthus25311-RA Ahyacinthus01635-RA Ahyacinthus22022-RA
OG_131	protein|evm.model.Ap11.1709 protein|evm.model.Ap11.1711 Ahyacinthus23293-RA protein|evm.model.Ap11.1710 protein|evm.model.Ap13.2867 NV2t011271001.1 Ahyacinthus23294-RA Ahyacinthus20902-RA protein|evm.model.Ap11.1717 Ahyacinthus23298-RA
OG_132	protein|evm.model.Ap11.510 protein|evm.model.Ap11.553 protein|evm.model.Ap11.541 protein|evm.model.Ap4.386 NV2t011278001.1 NV2t011280001.1 NV2t011280002.1 NV2t011280003.1 NV2t011280004.1 NV2t011280005.1 Ahyacinthus14803-RA Ahyacinthus14804-RA Ahyacinthus14805-RA Ahyacinthus23288-RA
OG_133	protein|evm.model.Ap11.1252 protein|evm.model.Ap11.1251 protein|evm.model.Ap11.1259 protein|evm.model.Ap11.1091 protein|evm.model.Ap11.1090 protein|evm.model.Ap11.1089 protein|evm.model.Ap11.1262 protein|evm.model.Ap11.1261 protein|evm.model.Ap9.2190 protein|evm.model.Ap9.2191 NV2t010359001.1 Ahyacinthus23760-RA Ahyacinthus26679-RA protein|evm.model.Ap11.1249
OG_134	protein|evm.model.Ap11.436 protein|evm.model.Ap11.440 protein|evm.model.Ap11.467 protein|evm.model.Ap11.472 protein|evm.model.Ap11.473 protein|evm.model.Ap11.460 protein|evm.model.Ap11.463 protein|evm.model.Ap5.2183 protein|evm.model.Ap11.464 protein|evm.model.Ap11.465 protein|evm.model.Ap11.469 Ahyacinthus20298-RA protein|evm.model.Ap11.471 protein|evm.model.Ap11.470 protein|evm.model.Ap11.466
OG_135	protein|evm.model.Ap11.91 protein|evm.model.Ap11.92 NV2t010734001.1 NV2t010737001.1 Ahyacinthus23168-RA protein|evm.model.Ap1.3766
OG_136	protein|evm.model.Ap11.233 Ahyacinthus23364-RA Ahyacinthus23365-RA Ahyacinthus23366-RA Ahyacinthus23369-RA Ahyacinthus23368-RA Ahyacinthus23370-RA
OG_137	protein|evm.model.Ap11.816 protein|evm.model.Ap13.2919 protein|evm.model.Ap5.1232 protein|evm.model.Ap4.2200 protein|evm.model.Ap13.2021 Ahyacinthus09328-RA Ahyacinthus05961-RA Ahyacinthus24745-RA Ahyacinthus18125-RA Ahyacinthus23839-RA Ahyacinthus14778-RA Ahyacinthus05929-RA
OG_138	protein|evm.model.Ap11.24 protein|evm.model.Ap12.1558 protein|evm.model.Ap12.1559 protein|evm.model.Ap12.1561 protein|evm.model.Ap12.1560 NV2t000262001.1
OG_139	protein|evm.model.Ap11.724 protein|evm.model.Ap11.846 protein|evm.model.Ap12.1611 protein|evm.model.Ap7.1789 protein|evm.model.Ap1.475 protein|evm.model.Ap4.254 Ahyacinthus18177-RA Ahyacinthus00782-RA Ahyacinthus22345-RA protein|evm.model.Ap8.981 protein|evm.model.Ap9.1121 protein|evm.model.Ap4.3884 protein|evm.model.Ap5.1574 protein|evm.model.Ap4.4923 protein|evm.model.Ap10.728 protein|evm.model.Ap1.3494 protein|evm.model.Ap4.1762 protein|evm.model.Ap4.210 protein|evm.model.Ap4.2317 protein|evm.model.Ap7.651 protein|evm.model.Ap4.1761 Ahyacinthus18176-RA protein|evm.model.Ap11.722 Ahyacinthus00780-RA Ahyacinthus24819-RA Ahyacinthus20775-RA Ahyacinthus25225-RA protein|evm.model.Ap11.723 protein|evm.model.Ap4.255 Ahyacinthus24821-RA Ahyacinthus00781-RA Ahyacinthus22346-RA
OG_140	protein|evm.model.Ap11.683 NV2t019883001.1 Ahyacinthus24511-RA Ahyacinthus14012-RA Ahyacinthus14019-RA Ahyacinthus14013-RA
OG_141	protein|evm.model.Ap11.1389 protein|evm.model.Ap11.1392 protein|evm.model.Ap11.1393 protein|evm.model.Ap11.1395 protein|evm.model.Ap10.1006 protein|evm.model.Ap6.2615 protein|evm.model.Ap6.2617 protein|evm.model.Ap6.2616 Ahyacinthus04644-RA NV2t010708001.1 NV2t012418001.1 Ahyacinthus23679-RA protein|evm.model.Ap11.482
OG_142	protein|evm.model.Ap11.348 Ahyacinthus23897-RA Ahyacinthus23909-RA Ahyacinthus03139-RA Ahyacinthus23984-RA Ahyacinthus23985-RA Ahyacinthus07492-RA
OG_143	protein|evm.model.Ap11.1840 Ahyacinthus23268-RA protein|evm.model.Ap11.1853 protein|evm.model.Ap11.1855 protein|evm.model.Ap11.1837 protein|evm.model.Ap11.1841 protein|evm.model.Ap11.1295 Ahyacinthus23272-RA protein|evm.model.Ap11.1838 Ahyacinthus23271-RA Ahyacinthus23269-RA NV2t006998001.1 NV2t006998002.1
OG_144	protein|evm.model.Ap11.914 protein|evm.model.Ap11.915 protein|evm.model.Ap10.239 protein|evm.model.Ap3.659 protein|evm.model.Ap12.2089 protein|evm.model.Ap8.1974 protein|evm.model.Ap13.16 protein|evm.model.Ap2.4034 protein|evm.model.Ap1.767 protein|evm.model.Ap4.1833 Ahyacinthus03163-RA protein|evm.model.Ap12.2002 protein|evm.model.Ap6.79 protein|evm.model.Ap2.619 protein|evm.model.Ap5.2301 protein|evm.model.Ap12.2028 protein|evm.model.Ap12.1098 protein|evm.model.Ap4.5524 protein|evm.model.Ap7.1755 protein|evm.model.Ap1.955 protein|evm.model.Ap2.1322 protein|evm.model.Ap14.1322 protein|evm.model.Ap6.809 protein|evm.model.Ap1.777 protein|evm.model.Ap1.1962 protein|evm.model.Ap1.1804 protein|evm.model.Ap5.2433 protein|evm.model.Ap1.1806 protein|evm.model.Ap5.2431 protein|evm.model.Ap8.19 protein|evm.model.Ap3.2276 NV2t009368001.1 NV2t024836001.1 protein|evm.model.Ap2.1082 protein|evm.model.Ap5.2504 protein|evm.model.Ap3.482 protein|evm.model.Ap8.721 Ahyacinthus10433-RA Ahyacinthus06995-RA Ahyacinthus09532-RA protein|evm.model.Ap8.812 protein|evm.model.Ap11.957 protein|evm.model.Ap2.1307 protein|evm.model.Ap8.1579 protein|evm.model.Ap7.540 protein|evm.model.Ap13.2212 protein|evm.model.Ap1.956 protein|evm.model.Ap2.2326 protein|evm.model.Ap5.2302 protein|evm.model.Ap4.1103 Ahyacinthus00555-RA Ahyacinthus26015-RA protein|evm.model.Ap9.441 protein|evm.model.Ap8.249 protein|evm.model.Ap3.1068 protein|evm.model.Ap7.679 protein|evm.model.Ap7.1202 protein|evm.model.Ap2.632 protein|evm.model.Ap9.2386 protein|evm.model.Ap9.2385 protein|evm.model.Ap3.973 protein|evm.model.Ap8.2487 protein|evm.model.Ap7.680 protein|evm.model.Ap12.821 protein|evm.model.Ap10.2019 protein|evm.model.Ap7.682 protein|evm.model.Ap7.681 protein|evm.model.Ap9.442 protein|evm.model.Ap2.3368 protein|evm.model.Ap12.1032 protein|evm.model.Ap11.582 protein|evm.model.Ap13.1890 protein|evm.model.Ap8.2485 protein|evm.model.Ap3.1991 protein|evm.model.Ap12.439 protein|evm.model.Ap4.1089 protein|evm.model.Ap4.6916 protein|evm.model.Ap7.1206 protein|evm.model.Ap1.1805 protein|evm.model.Ap5.2432 NV2t025887001.1 NV2t009406002.1 NV2t016726003.1 Ahyacinthus15602-RA protein|evm.model.Ap14.1991 protein|evm.model.Ap3.2275 Ahyacinthus24551-RA Ahyacinthus03332-RA protein|evm.model.Ap4.1273 protein|evm.model.Ap1.2416 protein|evm.model.Ap1.2415 protein|evm.model.Ap8.1041 protein|evm.model.Ap8.1042 protein|evm.model.Ap4.3327 protein|evm.model.Ap1.2447 protein|evm.model.Ap8.1444 protein|evm.model.Ap1.2224 protein|evm.model.Ap8.1443 protein|evm.model.Ap11.849 protein|evm.model.Ap1.2448 protein|evm.model.Ap11.852 protein|evm.model.Ap11.851 protein|evm.model.Ap11.850 protein|evm.model.Ap7.730 protein|evm.model.Ap7.1391 protein|evm.model.Ap7.731 protein|evm.model.Ap14.1082 protein|evm.model.Ap9.730 protein|evm.model.Ap13.1659 protein|evm.model.Ap1.984 protein|evm.model.Ap11.1871 protein|evm.model.Ap4.5134 protein|evm.model.Ap2.812 protein|evm.model.Ap4.6786 NV2t010151001.1 NV2t018750001.1 NV2t007622001.1 NV2t018040001.1 Ahyacinthus00655-RA protein|evm.model.Ap2.2350 protein|evm.model.Ap2.1129 protein|evm.model.Ap9.469 protein|evm.model.Ap2.1130 protein|evm.model.Ap8.738 protein|evm.model.Ap8.739 protein|evm.model.Ap4.1005 protein|evm.model.Ap7.1672 protein|evm.model.Ap13.1061 protein|evm.model.Ap9.1384 protein|evm.model.Ap2.1633 protein|evm.model.Ap4.5762 protein|evm.model.Ap6.1201 protein|evm.model.Ap6.1200 protein|evm.model.Ap14.844 protein|evm.model.Ap5.959 protein|evm.model.Ap5.960 protein|evm.model.Ap6.1841 protein|evm.model.Ap2.2237 protein|evm.model.Ap1.2258 protein|evm.model.Ap1.2253 protein|evm.model.Ap1.3592
OG_145	protein|evm.model.Ap11.1271 protein|evm.model.Ap11.1275 protein|evm.model.Ap11.1276 protein|evm.model.Ap11.1273 protein|evm.model.Ap11.1258 protein|evm.model.Ap11.1246 NV2t019688001.1
OG_146	protein|evm.model.Ap11.710 protein|evm.model.Ap8.1860 protein|evm.model.Ap9.292 protein|evm.model.Ap4.3703 protein|evm.model.Ap4.6511 protein|evm.model.Ap14.1338 protein|evm.model.Ap1.2639 Ahyacinthus07152-RA
OG_147	protein|evm.model.Ap11.631 protein|evm.model.Ap11.630 protein|evm.model.Ap11.634 protein|evm.model.Ap3.1441 protein|evm.model.Ap3.1814 protein|evm.model.Ap12.646 protein|evm.model.Ap12.645 protein|evm.model.Ap8.2433 protein|evm.model.Ap1.2431 protein|evm.model.Ap1.2436 protein|evm.model.Ap1.2425 protein|evm.model.Ap1.2424 protein|evm.model.Ap1.2589 protein|evm.model.Ap1.2410 protein|evm.model.Ap3.1574 protein|evm.model.Ap3.1812 protein|evm.model.Ap12.730 protein|evm.model.Ap1.2437 protein|evm.model.Ap1.2438 protein|evm.model.Ap11.1701 protein|evm.model.Ap3.1788 protein|evm.model.Ap3.1781 protein|evm.model.Ap8.422 protein|evm.model.Ap3.1566 protein|evm.model.Ap1.3380 protein|evm.model.Ap3.1770 protein|evm.model.Ap11.632 protein|evm.model.Ap1.2404 protein|evm.model.Ap3.1774 protein|evm.model.Ap3.1573 protein|evm.model.Ap3.1559 protein|evm.model.Ap1.2430 protein|evm.model.Ap11.637 protein|evm.model.Ap3.1816 protein|evm.model.Ap3.1813 protein|evm.model.Ap1.2435 protein|evm.model.Ap1.2426 protein|evm.model.Ap1.2420 protein|evm.model.Ap3.1688 protein|evm.model.Ap12.698 protein|evm.model.Ap3.1780 protein|evm.model.Ap7.2504 protein|evm.model.Ap8.734 protein|evm.model.Ap7.2493 protein|evm.model.Ap1.2406 protein|evm.model.Ap3.1773 protein|evm.model.Ap11.623 protein|evm.model.Ap11.627 protein|evm.model.Ap3.1572 protein|evm.model.Ap1.2412 NV2t022293002.1 NV2t022293003.1 NV2t022293001.1 protein|evm.model.Ap11.626 protein|evm.model.Ap11.639 protein|evm.model.Ap11.638 protein|evm.model.Ap3.1571 protein|evm.model.Ap3.1560 protein|evm.model.Ap1.2403 protein|evm.model.Ap3.1787 protein|evm.model.Ap3.1790 protein|evm.model.Ap1.2419 protein|evm.model.Ap1.2409 protein|evm.model.Ap1.2405 NV2t004655001.1 protein|evm.model.Ap11.625 protein|evm.model.Ap3.1575 protein|evm.model.Ap11.999 protein|evm.model.Ap11.628 protein|evm.model.Ap11.629 protein|evm.model.Ap3.1804 protein|evm.model.Ap3.1577 NV2t020050001.1 protein|evm.model.Ap3.1670 protein|evm.model.Ap12.731 NV2t001350001.1 protein|evm.model.Ap12.2563 protein|evm.model.Ap3.1562 protein|evm.model.Ap1.2407 NV2t007674001.1 NV2t019393001.1 protein|evm.model.Ap3.1576 protein|evm.model.Ap1.2402 NV2t012363001.1 Ahyacinthus10174-RA Ahyacinthus11332-RA protein|evm.model.Ap8.421 NV2t011665001.1 Ahyacinthus05612-RA protein|evm.model.Ap12.719 NV2t023382001.1 protein|evm.model.Ap8.423 protein|evm.model.Ap11.624 protein|evm.model.Ap11.1700 protein|evm.model.Ap11.640 protein|evm.model.Ap11.641 protein|evm.model.Ap3.1775 protein|evm.model.Ap3.1693 protein|evm.model.Ap3.1785 protein|evm.model.Ap3.1771 protein|evm.model.Ap3.1564 protein|evm.model.Ap3.1739 protein|evm.model.Ap3.1690 protein|evm.model.Ap3.1740 protein|evm.model.Ap12.700 protein|evm.model.Ap12.2564 protein|evm.model.Ap12.2565 protein|evm.model.Ap12.2566 protein|evm.model.Ap12.699 protein|evm.model.Ap8.425 protein|evm.model.Ap9.39 protein|evm.model.Ap7.2500 protein|evm.model.Ap2.513 protein|evm.model.Ap1.2433 protein|evm.model.Ap1.2434 protein|evm.model.Ap1.3381 Ahyacinthus02804-RA
OG_148	protein|evm.model.Ap11.259 protein|evm.model.Ap11.254 protein|evm.model.Ap14.979 protein|evm.model.Ap14.1605 protein|evm.model.Ap3.1926 protein|evm.model.Ap3.1596 protein|evm.model.Ap3.1866 protein|evm.model.Ap3.1594 protein|evm.model.Ap3.1396 protein|evm.model.Ap12.1834 protein|evm.model.Ap12.35 protein|evm.model.Ap12.580 protein|evm.model.Ap12.1978 protein|evm.model.Ap5.612 protein|evm.model.Ap8.2679 NV2t009307003.1 NV2t009307019.1 protein|evm.model.Ap3.1529 protein|evm.model.Ap12.1984 protein|evm.model.Ap14.985 protein|evm.model.Ap11.654 protein|evm.model.Ap3.1509 protein|evm.model.Ap3.1511 protein|evm.model.Ap3.1510 protein|evm.model.Ap11.607 protein|evm.model.Ap12.1987 protein|evm.model.Ap11.1668 protein|evm.model.Ap3.888 protein|evm.model.Ap12.1967 protein|evm.model.Ap11.1455 protein|evm.model.Ap11.1457 protein|evm.model.Ap11.1451 protein|evm.model.Ap11.1504_evm.model.Ap11.1506 protein|evm.model.Ap11.1665 NV2t014311001.1 protein|evm.model.Ap12.579 protein|evm.model.Ap3.1884 protein|evm.model.Ap3.1869 protein|evm.model.Ap3.1864 protein|evm.model.Ap3.1536 protein|evm.model.Ap3.1826 protein|evm.model.Ap11.698 protein|evm.model.Ap11.593_evm.model.Ap11.597 protein|evm.model.Ap11.1671 protein|evm.model.Ap11.480 NV2t024542001.1 NV2t025141001.1 protein|evm.model.Ap3.1508 protein|evm.model.Ap3.1528 protein|evm.model.Ap3.1527 protein|evm.model.Ap11.699 protein|evm.model.Ap3.1533 protein|evm.model.Ap11.1664 protein|evm.model.Ap1.1992 protein|evm.model.Ap1.1530 protein|evm.model.Ap1.1597 protein|evm.model.Ap14.980 protein|evm.model.Ap12.1835 protein|evm.model.Ap12.1427 NV2t016955001.1 NV2t019651001.1 NV2t019652001.1 Ahyacinthus13624-RA Ahyacinthus13626-RA protein|evm.model.Ap11.1666 protein|evm.model.Ap3.1593 protein|evm.model.Ap12.1989 protein|evm.model.Ap12.1982 protein|evm.model.Ap12.1968 Ahyacinthus13628-RA protein|evm.model.Ap3.1592 protein|evm.model.Ap12.1977 protein|evm.model.Ap12.1985 protein|evm.model.Ap14.982 protein|evm.model.Ap11.675 protein|evm.model.Ap11.1669 protein|evm.model.Ap11.204 protein|evm.model.Ap11.1453 protein|evm.model.Ap12.1986 protein|evm.model.Ap12.1988 protein|evm.model.Ap12.591 protein|evm.model.Ap13.1825 protein|evm.model.Ap13.1826 protein|evm.model.Ap4.7109
OG_149	protein|evm.model.Ap11.1480 protein|evm.model.Ap12.2077 protein|evm.model.Ap6.1935 protein|evm.model.Ap1.595 protein|evm.model.Ap4.4578 protein|evm.model.Ap4.2203 NV2t009250001.1 NV2t009250002.1 NV2t009250003.1 Ahyacinthus02309-RA protein|evm.model.Ap11.1481 protein|evm.model.Ap4.2614 protein|evm.model.Ap7.1508 protein|evm.model.Ap4.2435 protein|evm.model.Ap9.1348 protein|evm.model.Ap6.1901 protein|evm.model.Ap4.3447 protein|evm.model.Ap13.1525 Ahyacinthus21615-RA protein|evm.model.Ap13.1103 protein|evm.model.Ap4.3286 protein|evm.model.Ap1.3565 protein|evm.model.Ap11.1387 protein|evm.model.Ap1.157 protein|evm.model.Ap2.2121 protein|evm.model.Ap4.499 NV2t006410001.1 Ahyacinthus14087-RA protein|evm.model.Ap10.1327 protein|evm.model.Ap4.5541 protein|evm.model.Ap14.1706 protein|evm.model.Ap12.324 protein|evm.model.Ap12.323 protein|evm.model.Ap4.3918 protein|evm.model.Ap14.1077 protein|evm.model.Ap14.1076 protein|evm.model.Ap11.408 protein|evm.model.Ap12.519 protein|evm.model.Ap8.497 protein|evm.model.Ap9.2519 protein|evm.model.Ap6.841 protein|evm.model.Ap3.1197 protein|evm.model.Ap7.2690 protein|evm.model.Ap9.2508 protein|evm.model.Ap6.1002 protein|evm.model.Ap9.2724 protein|evm.model.Ap8.275 protein|evm.model.Ap13.2367 protein|evm.model.Ap12.602 protein|evm.model.Ap13.2373 protein|evm.model.Ap12.825 protein|evm.model.Ap9.2569 protein|evm.model.Ap7.2074 protein|evm.model.Ap13.2081 protein|evm.model.Ap4.3769 protein|evm.model.Ap8.971 protein|evm.model.Ap6.1110 protein|evm.model.Ap2.2271 protein|evm.model.Ap4.1668 Ahyacinthus06276-RA Ahyacinthus24694-RA protein|evm.model.Ap5.2746 protein|evm.model.Ap5.1866 protein|evm.model.Ap13.2372 Ahyacinthus18205-RA protein|evm.model.Ap5.635 protein|evm.model.Ap4.554 protein|evm.model.Ap2.3980 NV2t006321001.1 Ahyacinthus23615-RA Ahyacinthus04824-RA Ahyacinthus01051-RA Ahyacinthus23986-RA protein|evm.model.Ap7.2265 protein|evm.model.Ap14.1096 Ahyacinthus18222-RA Ahyacinthus09517-RA Ahyacinthus06244-RA Ahyacinthus21516-RA Ahyacinthus14004-RA protein|evm.model.Ap7.1375 protein|evm.model.Ap4.1758 protein|evm.model.Ap4.7314 protein|evm.model.Ap11.366 protein|evm.model.Ap3.875 protein|evm.model.Ap3.876 protein|evm.model.Ap3.2290 protein|evm.model.Ap12.1421 protein|evm.model.Ap7.1177 protein|evm.model.Ap3.1273 protein|evm.model.Ap7.1547 protein|evm.model.Ap6.3163 protein|evm.model.Ap8.1522 protein|evm.model.Ap12.2160 protein|evm.model.Ap1.3267 protein|evm.model.Ap14.417 Ahyacinthus20216-RA Ahyacinthus16722-RA Ahyacinthus26185-RA Ahyacinthus24532-RA protein|evm.model.Ap13.2791 protein|evm.model.Ap3.1059 protein|evm.model.Ap3.349 protein|evm.model.Ap8.1123 protein|evm.model.Ap8.624 protein|evm.model.Ap6.58 protein|evm.model.Ap6.66 protein|evm.model.Ap13.464 protein|evm.model.Ap2.984 protein|evm.model.Ap1.580 protein|evm.model.Ap1.3943 protein|evm.model.Ap4.6878 protein|evm.model.Ap4.6878.1.5f15e538 protein|evm.model.Ap4.6878.1.5f15e538.1.5f1692b0 NV2t004603001.1 NV2t004603002.1 NV2t004603003.1 NV2t004603004.1 NV2t004603005.1 NV2t004603006.1 NV2t004603007.1 NV2t012088001.1 NV2t012950001.1 Ahyacinthus16205-RA Ahyacinthus16742-RA Ahyacinthus05806-RA Ahyacinthus15609-RA Ahyacinthus15656-RA Ahyacinthus27084-RA Ahyacinthus24540-RA Ahyacinthus05380-RA Ahyacinthus05539-RA Ahyacinthus03496-RA
OG_150	protein|evm.model.Ap11.922 protein|evm.model.Ap11.922.1.5f15dc9c protein|evm.model.Ap10.1895 protein|evm.model.Ap8.2509 protein|evm.model.Ap7.489 protein|evm.model.Ap7.512 protein|evm.model.Ap7.1287 protein|evm.model.Ap7.1917 protein|evm.model.Ap2.3727 Ahyacinthus22044-RA protein|evm.model.Ap14.1638 protein|evm.model.Ap14.1644 protein|evm.model.Ap8.1222 protein|evm.model.Ap7.1281 protein|evm.model.Ap6.1612 protein|evm.model.Ap7.1918 protein|evm.model.Ap11.1035 protein|evm.model.Ap9.1532 protein|evm.model.Ap14.429 protein|evm.model.Ap14.429.1.5f15dc3c protein|evm.model.Ap7.1780 protein|evm.model.Ap8.549 protein|evm.model.Ap1.833 protein|evm.model.Ap2.3869 protein|evm.model.Ap7.2123 protein|evm.model.Ap7.486 protein|evm.model.Ap7.400 protein|evm.model.Ap7.2135 protein|evm.model.Ap8.1228 protein|evm.model.Ap8.538 protein|evm.model.Ap14.179 protein|evm.model.Ap11.1033 protein|evm.model.Ap10.1908 protein|evm.model.Ap8.1211 Ahyacinthus26828-RA protein|evm.model.Ap8.502 protein|evm.model.Ap9.1549 protein|evm.model.Ap9.1549.1.5f15e7b0 NV2t013518001.1 protein|evm.model.Ap11.642 protein|evm.model.Ap2.3867 protein|evm.model.Ap11.342 protein|evm.model.Ap8.380 NV2t002867001.1 Ahyacinthus17327-RA Ahyacinthus14422-RA protein|evm.model.Ap4.6165.1.5f15e3c1 protein|evm.model.Ap4.6165.2.5f15e3c1 protein|evm.model.Ap4.6165 protein|evm.model.Ap7.145 NV2t010573001.1 NV2t010573002.1 NV2t002869001.1 NV2t002870001.1 protein|evm.model.Ap5.1718_evm.model.Ap5.1714.1.5f168d0d protein|evm.model.Ap5.1718_evm.model.Ap5.1714 NV2t025229001.1 Ahyacinthus26849-RA Ahyacinthus09746-RA Ahyacinthus03895-RA protein|evm.model.Ap10.352 protein|evm.model.Ap8.551 protein|evm.model.Ap14.1640 protein|evm.model.Ap14.142 protein|evm.model.Ap12.1733 protein|evm.model.Ap5.37 protein|evm.model.Ap9.1542 protein|evm.model.Ap9.2532 protein|evm.model.Ap13.1878 protein|evm.model.Ap1.3102 protein|evm.model.Ap4.6342 NV2t017751001.1 Ahyacinthus20013-RA
OG_151	protein|evm.model.Ap11.1248 Ahyacinthus08396-RA protein|evm.model.Ap11.1256 protein|evm.model.Ap11.1255 protein|evm.model.Ap10.449 protein|evm.model.Ap11.1247
OG_152	protein|evm.model.Ap11.1798 protein|evm.model.Ap3.118 NV2t010815001.1 NV2t011799001.1
OG_153	protein|evm.model.Ap11.84 protein|evm.model.Ap14.1165 protein|evm.model.Ap7.1462 protein|evm.model.Ap2.1620 Ahyacinthus25876-RA Ahyacinthus23827-RA protein|evm.model.Ap4.3301 protein|evm.model.Ap3.1305 Ahyacinthus21509-RA Ahyacinthus19060-RA Ahyacinthus26021-RA protein|evm.model.Ap2.3646 Ahyacinthus23673-RA protein|evm.model.Ap6.1606 protein|evm.model.Ap12.1488 Ahyacinthus04260-RA protein|evm.model.Ap8.2058 Ahyacinthus20394-RA Ahyacinthus25638-RA Ahyacinthus16933-RA Ahyacinthus23748-RA Ahyacinthus21938-RA Ahyacinthus00521-RA Ahyacinthus18244-RA protein|evm.model.Ap4.4183 protein|evm.model.Ap4.4711 Ahyacinthus16818-RA protein|evm.model.Ap9.1586 protein|evm.model.Ap14.1439 protein|evm.model.Ap2.728 protein|evm.model.Ap1.4062 protein|evm.model.Ap4.1913 protein|evm.model.Ap8.1163 Ahyacinthus25300-RA protein|evm.model.Ap4.1607 protein|evm.model.Ap9.2211 Ahyacinthus24913-RA NV2t023721001.1 NV2t004820001.1 NV2t001535001.1 NV2t003718002.1 NV2t019698001.1 protein|evm.model.Ap4.2464 Ahyacinthus21691-RA
OG_154	protein|evm.model.Ap11.1055 protein|evm.model.Ap14.360 protein|evm.model.Ap14.602 protein|evm.model.Ap14.596 protein|evm.model.Ap2.62 protein|evm.model.Ap2.159 protein|evm.model.Ap2.381 protein|evm.model.Ap1.742 Ahyacinthus17254-RA Ahyacinthus17223-RA Ahyacinthus17216-RA Ahyacinthus17222-RA NV2t002053001.1 NV2t002054001.1 NV2t002054002.1 NV2t002054003.1 Ahyacinthus17253-RA protein|evm.model.Ap14.282
