Coords	Name	MIRNA	nvec_1_S25_L001_R1_001_trim_condensed	nvec_2_S26_L001_R1_001_trim_condensed	nvec_3_S34_L001_R1_001_trim_condensed	nvec_4_S35_L001_R1_001_trim_condensed
chr9:8134830-8135264	Cluster_1878	N	9001	1081	6	3
chr9:8135664-8136098	Cluster_1879	N	107	242	27	11
chr9:8136499-8136931	Cluster_1880	N	111	917	13	6
chr9:8137332-8137764	Cluster_1881	N	8975	251	31	13
chr9:8138163-8138597	Cluster_1882	N	105	259	29	11
chr9:8138996-8139429	Cluster_1883	N	132	15	7	17
chr9:8139810-8140244	Cluster_1884	N	118	214	30	12
chr9:8140642-8141076	Cluster_1885	N	9000	1069	6	4
chr9:8141476-8141910	Cluster_1886	N	91	116	30	8
chr9:8142309-8142743	Cluster_1887	N	144	928	11	4
chr9:8143143-8143577	Cluster_1888	N	159	43	27	10
chr9:8143976-8144410	Cluster_1889	N	85	74	30	10
chr9:8144809-8145243	Cluster_1890	N	142	924	13	4
chr9:8145641-8146076	Cluster_1891	N	150	63	30	11
chr9:8146475-8146909	Cluster_1892	N	8960	981	7	3
chr9:8147309-8147743	Cluster_1893	N	8981	999	3	5
chr9:8148143-8148577	Cluster_1894	N	8983	1001	4	5
chr9:8148977-8149411	Cluster_1895	N	109	237	28	12
chr9:8149808-8150242	Cluster_1896	N	9030	237	8	13
chr9:8150641-8151075	Cluster_1897	N	9032	211	9	12
chr9:8151475-8151908	Cluster_1898	N	111	6	7	181
chr9:8152153-8152584	Cluster_1899	N	59	3	10	165
chr9:8152982-8153417	Cluster_1900	N	2	30207	8	163
chr9:8153666-8154097	Cluster_1901	N	8	0	499	3
chr9:8154336-8154772	Cluster_1902	N	26	5694	8	174
chr9:8155725-8156269	Cluster_1903	N	20283	22268	1305	800
chr9:8156394-8156824	Cluster_1904	N	5	14	221	1
chr9:8159728-8160158	Cluster_1905	N	5	10	229	2
chr9:8160561-8160992	Cluster_1906	N	91	73	8	6
chr9:8162233-8162663	Cluster_1907	N	2	0	224	1
chr9:8163067-8163497	Cluster_1908	N	4	1	230	1
chr9:8163900-8164330	Cluster_1909	N	4	8	227	1
chr9:8165576-8166007	Cluster_1910	N	96	71	6	6
chr9:8167252-8167682	Cluster_1911	N	2	0	224	2
chr9:8168928-8169390	Cluster_1912	N	180	322	0	18
chr9:8170083-8170552	Cluster_1913	N	6832	8234	931	368
chr9:8170816-8171247	Cluster_1914	N	1	53	0	0
chr9:8171249-8171719	Cluster_1915	N	8847	2868	235	430
chr9:8178366-8178782	Cluster_1916	N	0	0	0	57
chr9:8200991-8201405	Cluster_1917	N	0	0	28	5
chr9:8266316-8266725	Cluster_1918	N	35	0	1	0
chr9:8386291-8386708	Cluster_1919	N	50	10	0	0
chr9:8533595-8534010	Cluster_1920	N	0	0	45	3
chr9:8581957-8582371	Cluster_1921	N	0	1	0	40
chr9:8959263-8959680	Cluster_1922	N	20	15	7	13
chr9:9004980-9005397	Cluster_1923	N	7	155	18	15
chr9:9210100-9210519	Cluster_1924	N	204	48	1	10
chr9:9294863-9295281	Cluster_1925	N	4	7	39	1
chr9:9298236-9298662	Cluster_1926	N	1	5	50	7
chr9:9397557-9397972	Cluster_1927	N	0	36	0	0
chr9:9408702-9409118	Cluster_1928	N	16	565	11	0
chr9:9506796-9507211	Cluster_1929	N	23	10	9	6
chr9:9534715-9535129	Cluster_1930	N	0	0	60	2
chr9:9636285-9636700	Cluster_1931	N	0	0	0	325
chr9:9915779-9916192	Cluster_1932	N	5	24	1	0
chr9:10072976-10073393	Cluster_1933	N	160	313	44	92
chr9:10272115-10272752	Cluster_1934	N	2518	1187	2203	739
chr9:10320244-10320660	Cluster_1935	N	7	48	22	0
chr9:10404240-10404652	Cluster_1936	N	0	0	0	34
chr9:10534774-10535193	Cluster_1937	N	8	17	43	18
chr9:10659720-10660136	Cluster_1938	N	33	41	11	59
chr9:10704137-10704552	Cluster_1939	N	0	9	46	22
chr9:10959740-10960155	Cluster_1940	N	0	2	7	38
chr9:10984157-10984572	Cluster_1941	N	3	3	5	27
chr9:11134340-11134757	Cluster_1942	N	24	60	39	23
chr9:11164685-11165937	Cluster_1943	N	3492	2884	1447	1470
chr9:11166372-11167624	Cluster_1944	N	3510	2892	1454	1471
chr9:11168058-11169311	Cluster_1945	N	3511	2898	1447	1487
chr9:11169746-11170998	Cluster_1946	N	3497	2895	1425	1479
chr9:11171433-11172685	Cluster_1947	N	3498	2906	1463	1475
chr9:11173120-11174372	Cluster_1948	N	3482	2900	1460	1478
chr9:11174807-11176059	Cluster_1949	N	3478	2904	1478	1481
chr9:11176494-11177746	Cluster_1950	N	3521	2885	1471	1474
chr9:11178181-11179433	Cluster_1951	N	3520	2870	1418	1479
chr9:11179868-11181120	Cluster_1952	N	3512	2881	1446	1496
chr9:11181555-11182807	Cluster_1953	N	3525	2883	1463	1491
chr9:11183242-11184091	Cluster_1954	N	1169	774	397	320
chr9:11207379-11208205	Cluster_1955	N	2247	2066	1018	1157
chr9:11208642-11209907	Cluster_1956	N	3507	2858	1449	1480
chr9:11210344-11211609	Cluster_1957	N	3502	2875	1451	1482
chr9:11212046-11213311	Cluster_1958	N	3504	2872	1468	1484
chr9:11213748-11214597	Cluster_1959	N	1185	768	397	317
chr9:11219749-11220575	Cluster_1960	N	2247	2068	1023	1154
chr9:11221012-11222218	Cluster_1961	N	1341	889	450	355
chr9:11259714-11260116	Cluster_1962	N	14	9	9	0
chr9:11331799-11332215	Cluster_1963	N	43	11	18	3
chr9:11487956-11488373	Cluster_1964	N	21	8	0	32
chr9:11519334-11519750	Cluster_1965	N	21	6	1	6
chr9:11525073-11525488	Cluster_1966	N	0	0	0	130
chr9:11805006-11805441	Cluster_1967	N	211	152	19	20
chr9:11811650-11812060	Cluster_1968	N	2	1	29	8
chr9:11849240-11849654	Cluster_1969	N	0	1	0	32
chr9:11979674-11980093	Cluster_1970	N	85	2003	69	1
chr9:11994698-11995114	Cluster_1971	N	11	44	15	28
chr9:11999093-11999509	Cluster_1972	N	28	7	3	5
chr9:12020537-12020952	Cluster_1973	N	57	0	0	0
chr9:12202863-12203278	Cluster_1974	N	13	75	6	4
chr9:12241612-12242027	Cluster_1975	N	12	75	6	2
chr9:12362059-12362475	Cluster_1976	N	13	5	2	16
chr9:12429839-12430438	Cluster_1977	N	44	26	194	113
chr9:12435262-12435861	Cluster_1978	N	49	15	198	111
chr9:12473291-12473707	Cluster_1979	N	32	0	7	2
chr9:12476167-12476575	Cluster_1980	N	0	0	0	30
chr9:12999140-12999619	Cluster_1981	N	47	137	31	97
chr9:13011961-13012376	Cluster_1982	N	0	0	9	66
chr9:13032460-13032874	Cluster_1983	N	6	8	6	27
chr9:13054395-13054809	Cluster_1984	N	13	15	10	0
chr9:13170475-13170890	Cluster_1985	N	6	1	37	272
chr9:13185133-13185550	Cluster_1986	N	50	6	41	3
chr9:13415542-13415956	Cluster_1987	N	2	0	8	26
chr9:13539553-13539971	Cluster_1988	N	82	139	45	21
chr9:13771222-13771637	Cluster_1989	N	8	73	31	14
chr9:14165169-14165586	Cluster_1990	N	4	53	1	5
chr9:14208289-14208721	Cluster_1991	N	36	48	0	16
chr9:14210265-14210681	Cluster_1992	N	6	1	0	33
chr9:14214920-14215320	Cluster_1993	N	14	7	0	18
chr9:14258285-14258699	Cluster_1994	N	0	48	0	3
chr9:14494274-14494690	Cluster_1995	N	0	0	0	35
chr9:14524720-14525139	Cluster_1996	N	5	4	20	3
chr9:14673667-14674082	Cluster_1997	N	17	4	0	10
chr9:14811546-14811962	Cluster_1998	N	4	15	131	18
chr9:14815575-14815990	Cluster_1999	N	0	47	2	0
chr9:15075539-15076052	Cluster_2000	N	261	65	54	166
chr9:15091881-15092296	Cluster_2001	N	0	0	0	224
chr9:15152696-15153113	Cluster_2002	N	1	39	7	7
chr10:185117-185540	Cluster_2003	N	8	0	16	15
chr10:212707-213124	Cluster_2004	N	24	16	22	91
chr10:344569-344984	Cluster_2005	N	2	4	13	19
chr10:586749-587165	Cluster_2006	N	1	41	5	1
chr10:668929-671553	Cluster_2007	N	2089	1951	2500	3343
chr10:671590-675399	Cluster_2008	N	61247	34592	40800	32961
chr10:676050-678674	Cluster_2009	N	2231	2064	3037	3660
chr10:678720-682503	Cluster_2010	N	10398	5528	8559	5942
chr10:683162-684235	Cluster_2011	N	9161	2873	5514	8772
chr10:750326-750741	Cluster_2012	N	0	0	1	98
chr10:769157-769630	Cluster_2013	N	1	871	13	1
chr10:884085-884500	Cluster_2014	N	26	14	6	0
chr10:968219-968637	Cluster_2015	N	31	8	26	5
chr10:977834-978248	Cluster_2016	N	3	0	2	61
chr10:1171618-1172035	Cluster_2017	N	40	0	0	3
chr10:1258270-1258686	Cluster_2018	N	4	3	4	32
chr10:1312617-1313098	Cluster_2019	N	49	37	113	62
chr10:1409657-1410072	Cluster_2020	N	7	5	1	24
chr10:1486863-1487301	Cluster_2021	N	40	39	6	11
chr10:1491938-1492408	Cluster_2022	N	942	390	283	407
chr10:1551644-1552172	Cluster_2023	N	74	17	0	0
chr10:1625449-1625867	Cluster_2024	N	38	36	60	273
chr10:1664529-1664946	Cluster_2025	N	1849	138	278	22
chr10:1698894-1699309	Cluster_2026	N	6	2	12	15
chr10:1843248-1843664	Cluster_2027	N	15	5	92	15
chr10:2087309-2087726	Cluster_2028	N	9	1	6	41
chr10:2366494-2366923	Cluster_2029	N	26	37	51	2
chr10:2366967-2367505	Cluster_2030	N	102	81	106	9
chr10:2370285-2371836	Cluster_2031	N	396	621	705	74
chr10:3000001-3000419	Cluster_2032	N	2	22	3	139
chr10:3184882-3185303	Cluster_2033	N	27	21	2	12
chr10:3221206-3221621	Cluster_2034	N	4	24	19	2
chr10:3401959-3402372	Cluster_2035	N	23	5	0	0
chr10:3616054-3616827	Cluster_2036	N	41	117	122	50
chr10:3641563-3641983	Cluster_2037	N	6	27	26	2
chr10:3684263-3684734	Cluster_2038	N	2271	0	9	185
chr10:3690641-3691113	Cluster_2039	N	1244	1225	176	108
chr10:3841619-3842034	Cluster_2040	N	1	0	9	47
chr10:3955057-3955473	Cluster_2041	N	52	36	13	2
chr10:4093474-4093891	Cluster_2042	N	24	33	13	1
chr10:4158791-4159206	Cluster_2043	N	190	16	4	1
chr10:4178996-4179411	Cluster_2044	N	3	22	3	2
chr10:4275547-4275962	Cluster_2045	N	1	0	2	97
chr10:4345815-4346230	Cluster_2046	N	0	0	0	63
chr10:4495899-4496313	Cluster_2047	N	0	0	0	56
chr10:4640553-4640969	Cluster_2048	N	40	53	2	11
chr10:4711935-4712352	Cluster_2049	N	9	45	3	25
chr10:4727333-4727749	Cluster_2050	N	5	33	3	0
chr10:4879700-4880118	Cluster_2051	N	1	4	299	17
chr10:4933930-4934348	Cluster_2052	N	19	9	6	25
chr10:4939835-4940255	Cluster_2053	N	13	18	35	33
chr10:5005666-5006100	Cluster_2054	N	79	52	9	5
chr10:5011664-5012080	Cluster_2055	N	7	29	2	11
chr10:5034681-5035098	Cluster_2056	N	195	17	25	14
chr10:5212974-5213391	Cluster_2057	N	117	54	23	179
chr10:5302124-5302541	Cluster_2058	N	1	80	9	4
chr10:5457696-5458117	Cluster_2059	N	140	23	58	6
chr10:5672586-5673006	Cluster_2060	N	46	25	30	92
chr10:5780547-5780962	Cluster_2061	N	16	14	2	1
chr10:5834477-5835181	Cluster_2062	N	11	132	1	5
chr10:5886227-5886646	Cluster_2063	N	90	15	4	6
chr10:5992907-5993323	Cluster_2064	N	9	7	13	6
chr10:6250164-6250579	Cluster_2065	N	19	0	9	6
chr10:6370455-6370871	Cluster_2066	N	5	18	18	5
chr10:6454525-6454941	Cluster_2067	N	1	1	1	43
chr10:6472223-6472638	Cluster_2068	N	1	0	36	11
chr10:6504458-6504874	Cluster_2069	N	44	4	22	3
chr10:6537780-6538195	Cluster_2070	N	1	26	3	0
chr10:6801971-6802386	Cluster_2071	N	1	0	24	14
chr10:6845975-6846390	Cluster_2072	N	5	30	0	5
chr10:6948839-6949252	Cluster_2073	N	0	0	5	29
chr10:6958498-6958913	Cluster_2074	N	18	5	10	8
chr10:6973002-6973418	Cluster_2075	N	2	21	21	3
chr10:6988875-6989292	Cluster_2076	N	4	8	1	19
chr10:7173346-7173759	Cluster_2077	N	0	0	3	27
chr10:7265160-7265579	Cluster_2078	N	13	34	31	122
chr10:7273059-7273472	Cluster_2079	N	3	26	0	0
chr10:7286842-7287259	Cluster_2080	N	6	1	7	84
chr10:7303235-7303713	Cluster_2081	N	124	42	5	17
chr10:7375459-7376008	Cluster_2082	N	62	69	97	66
chr10:7377132-7377563	Cluster_2083	N	25	19	20	25
chr10:7429687-7430104	Cluster_2084	N	23	28	35	109
chr10:7463347-7463763	Cluster_2085	N	1	3	22	25
chr10:7552087-7552505	Cluster_2086	N	330	67	0	11
chr10:7568770-7569184	Cluster_2087	N	1	1	1	32
chr10:7583387-7583801	Cluster_2088	N	1	0	0	29
chr10:7733821-7734237	Cluster_2089	N	0	2	29	1
chr10:7772950-7773365	Cluster_2090	N	0	0	0	130
chr10:7931280-7931696	Cluster_2091	N	23	25	0	5
chr10:8038373-8038811	Cluster_2092	N	39	1	102	19
chr10:8040970-8041408	Cluster_2093	N	21	11	54	43
chr10:8179627-8180047	Cluster_2094	N	13	6	23	11
chr10:8249804-8250218	Cluster_2095	N	0	1	0	33
chr10:8306672-8307088	Cluster_2096	N	9	11	4	50
chr10:8396318-8396733	Cluster_2097	N	0	0	0	72
chr10:8559235-8559704	Cluster_2098	N	506	240	20	0
chr10:8574875-8575291	Cluster_2099	N	11	43	16	9
chr10:8662350-8662768	Cluster_2100	N	63	2	2	0
chr10:8689609-8690024	Cluster_2101	N	0	0	0	539
chr10:8776039-8776455	Cluster_2102	N	2	4	0	35
chr10:8803533-8803946	Cluster_2103	N	5	12	0	14
chr10:8886870-8887288	Cluster_2104	N	117	124	412	452
chr10:9022406-9022824	Cluster_2105	N	3	5	47	90
chr10:9046573-9046989	Cluster_2106	N	0	0	0	54
chr10:9438351-9438765	Cluster_2107	N	1	0	0	83
chr10:9457126-9457541	Cluster_2108	N	28	0	0	6
chr10:9522844-9523790	Cluster_2109	N	86	27	69	91
chr10:9601222-9601635	Cluster_2110	N	1	3	0	25
chr10:9638013-9638510	Cluster_2111	N	73	44	152	115
chr10:9638623-9639127	Cluster_2112	N	105	45	160	141
chr10:9639243-9639747	Cluster_2113	N	110	55	163	135
chr10:9639854-9640358	Cluster_2114	N	120	57	159	143
chr10:9800605-9801020	Cluster_2115	N	0	1	0	91
chr10:10257249-10257682	Cluster_2116	N	60	0	14	9
chr10:10259916-10260347	Cluster_2117	N	27	17	68	34
chr10:10261291-10261828	Cluster_2118	N	237	119	203	100
chr10:10492676-10493092	Cluster_2119	N	0	50	1	0
chr10:10535157-10535635	Cluster_2120	N	1893	680	100	385
chr10:10566107-10566523	Cluster_2121	N	0	76	0	4
chr10:10884682-10885100	Cluster_2122	N	5	45	0	0
chr10:10909439-10909855	Cluster_2123	N	7	58	11	0
chr10:11298431-11298847	Cluster_2124	N	373	25	19	3
chr10:11448186-11448600	Cluster_2125	N	0	0	119	2
chr10:11535372-11535835	Cluster_2126	N	228	62	8	7
chr10:11561863-11562279	Cluster_2127	N	12	2	6	42
chr10:11593706-11594120	Cluster_2128	N	0	1	0	32
chr10:11610826-11611240	Cluster_2129	N	2	1	2	24
chr10:11661349-11661774	Cluster_2130	N	31	12	23	28
chr10:12096771-12097187	Cluster_2131	N	5	38	1	4
chr10:12099305-12099723	Cluster_2132	N	7	6	34	27
chr10:12216415-12216874	Cluster_2133	N	46	12	48	15
chr10:12218736-12219152	Cluster_2134	N	23	12	18	13
chr10:12219413-12219892	Cluster_2135	N	38	26	31	35
chr10:12225212-12225631	Cluster_2136	N	6	17	23	0
chr10:12405410-12405830	Cluster_2137	N	8	12	2	86
chr10:12408634-12409179	Cluster_2138	N	324	108	2	1
chr10:12415165-12415851	Cluster_2139	N	174	4	4	133
chr10:12416158-12416880	Cluster_2140	N	631	787	13	16
chr10:12417472-12417893	Cluster_2141	N	215	2	0	0
chr10:12418033-12418449	Cluster_2142	N	169	0	7	1
chr10:12419193-12420042	Cluster_2143	N	508	14	18	6
chr10:12420348-12421198	Cluster_2144	N	513	18	16	11
chr10:12421217-12421923	Cluster_2145	N	345	16	20	6
chr10:12422845-12423278	Cluster_2146	N	265	398	22	4
chr10:12425417-12425833	Cluster_2147	N	178	11	5	1
chr10:12427296-12428002	Cluster_2148	N	514	20	21	2
chr10:12428020-12428436	Cluster_2149	N	169	1	0	5
chr10:12428597-12429886	Cluster_2150	N	1823	1557	22	99
chr10:12430195-12430611	Cluster_2151	N	179	15	16	4
chr10:12438812-12439244	Cluster_2152	N	64	176	2	2
chr10:12476985-12477399	Cluster_2153	N	4	2	4	26
chr10:12686526-12686945	Cluster_2154	N	8	31	11	2
chr10:12813226-12813642	Cluster_2155	N	9	2	0	50
chr10:12902113-12902528	Cluster_2156	N	20	48	16	6
chr10:12971737-12972151	Cluster_2157	N	1	1	2	37
chr10:12974233-12974648	Cluster_2158	N	0	2	1	328
chr10:13242598-13243013	Cluster_2159	N	0	0	0	85
chr10:13294597-13295014	Cluster_2160	N	7	2	41	6
chr10:13368208-13368680	Cluster_2161	N	4	347	2	209
chr10:13474219-13474635	Cluster_2162	N	164	11	18	3
chr10:13510941-13511355	Cluster_2163	N	0	0	0	34
chr10:13599868-13600282	Cluster_2164	N	0	1	10	38
chr10:13753462-13753879	Cluster_2165	N	27	10	4	6
chr10:13818765-13819180	Cluster_2166	N	1	29	1	26
chr10:13872192-13872606	Cluster_2167	N	0	0	0	51
chr10:14122978-14123392	Cluster_2168	N	6	26	1	0
chr10:14194595-14195009	Cluster_2169	N	0	0	0	46
chr10:14220940-14221354	Cluster_2170	N	1	29	0	0
chr10:14290683-14291100	Cluster_2171	N	2	35	0	1
chr10:14293538-14293953	Cluster_2172	N	5	5	8	59
chr10:14301146-14301561	Cluster_2173	N	4	5	8	59
chr10:14386161-14386573	Cluster_2174	N	18	1	11	15
chr10:14584075-14584489	Cluster_2175	N	0	2	0	40
chr10:14584534-14584952	Cluster_2176	N	21	32	0	4
chr10:14731012-14731428	Cluster_2177	N	3	45	6	0
chr11:143387-143803	Cluster_2178	N	25	18	1	132
chr11:296870-297285	Cluster_2179	N	44	17	4	2
chr11:384720-385136	Cluster_2180	N	19	2	30	7
chr11:684270-684687	Cluster_2181	N	114	2649	7	1
chr11:946340-946757	Cluster_2182	N	22	6	2	2
chr11:949125-949539	Cluster_2183	N	28	2	2	0
chr11:1212942-1213359	Cluster_2184	N	0	0	0	145
chr11:1307597-1308014	Cluster_2185	N	30	5	2	5
chr11:1671213-1671838	Cluster_2186	N	552	358	687	234
chr11:1766028-1766442	Cluster_2187	N	0	0	94	19
chr11:1778776-1779191	Cluster_2188	N	29	5	0	0
chr11:1987324-1987738	Cluster_2189	N	0	1	0	42
chr11:2023528-2023967	Cluster_2190	N	160	78	114	95
chr11:2024481-2025198	Cluster_2191	N	571	263	419	381
chr11:2025325-2026148	Cluster_2192	N	193	82	139	178
chr11:2068726-2069153	Cluster_2193	N	60	12	17	29
chr11:2070246-2070759	Cluster_2194	N	60	20	17	22
chr11:2138770-2139185	Cluster_2195	N	5	0	3	24
chr11:2150035-2150451	Cluster_2196	N	43	95	35	53
chr11:2255085-2255501	Cluster_2197	N	3	1	15	27
chr11:2310302-2310717	Cluster_2198	N	26	4	3	21
chr11:2345379-2345795	Cluster_2199	N	20	15	15	34
chr11:2360059-2360475	Cluster_2200	N	21	14	15	35
chr11:2398972-2399405	Cluster_2201	N	35	9	6	18
chr11:2405362-2405797	Cluster_2202	N	17	23	29	9
chr11:2405848-2406310	Cluster_2203	N	27	30	50	45
chr11:2427514-2427929	Cluster_2204	N	2	2	5	65
chr11:2442528-2442985	Cluster_2205	N	72	31	50	33
chr11:2443343-2443792	Cluster_2206	N	36	26	17	5
chr11:2630771-2631345	Cluster_2207	N	6	17	139	55
chr11:2631762-2632349	Cluster_2208	N	25	57	172	76
chr11:2632371-2632847	Cluster_2209	N	35	94	53	27
chr11:2651538-2651957	Cluster_2210	N	0	3	12	26
chr11:2834359-2834833	Cluster_2211	N	1614	691	107	318
chr11:2880393-2880825	Cluster_2212	N	5	0	8	52
chr11:2881001-2882148	Cluster_2213	N	172	18	52	1213
chr11:2887065-2887498	Cluster_2214	N	6	3	6	55
chr11:3060459-3060873	Cluster_2215	N	0	0	0	54
chr11:3251665-3252081	Cluster_2216	N	60	258	12	3
chr11:3314829-3315390	Cluster_2217	N	63	31	37	49
chr11:3402176-3402593	Cluster_2218	N	31	7	7	2
chr11:3535112-3535530	Cluster_2219	N	9	7	22	23
chr11:3788129-3788544	Cluster_2220	N	1	0	0	42
chr11:3811459-3811876	Cluster_2221	N	46	53	39	53
chr11:3966198-3966613	Cluster_2222	N	0	0	0	32
chr11:4039454-4039871	Cluster_2223	N	0	7	45	6
chr11:4072541-4072956	Cluster_2224	N	13	11	5	35
chr11:4205009-4205424	Cluster_2225	N	0	2	0	35
chr11:4380305-4380722	Cluster_2226	N	29	21	197	46
chr11:4382686-4383102	Cluster_2227	N	6	53	1	1
chr11:4416950-4417361	Cluster_2228	N	1	8	16	5
chr11:4475235-4475650	Cluster_2229	N	8	11	10	36
chr11:4486699-4487115	Cluster_2230	N	21	9	3	0
chr11:4547043-4547596	Cluster_2231	N	3909	1600	189	2185
chr11:4578996-4579414	Cluster_2232	N	0	0	0	93
chr11:4892089-4892502	Cluster_2233	N	16	13	0	10
chr11:4904200-4904615	Cluster_2234	N	1	1	5	32
chr11:5190974-5191555	Cluster_2235	N	137	69	69	165
chr11:5358947-5359362	Cluster_2236	N	0	34	5	0
chr11:5364264-5364679	Cluster_2237	N	9	34	6	11
chr11:5365126-5365542	Cluster_2238	N	3	29	0	0
chr11:5481731-5482146	Cluster_2239	N	1	1	1	122
chr11:5539729-5540165	Cluster_2240	N	9986	1	498	153
chr11:5608465-5608897	Cluster_2241	N	38	12	2	1
chr11:5664368-5664784	Cluster_2242	N	31	102	4	0
chr11:5727420-5727835	Cluster_2243	N	29	4	0	17
chr11:5728012-5728426	Cluster_2244	N	15	7	0	12
chr11:5755004-5755419	Cluster_2245	N	23	3	2	14
chr11:5851773-5852191	Cluster_2246	N	66	2	0	1
chr11:5954936-5955351	Cluster_2247	N	0	1	0	139
chr11:5971166-5971581	Cluster_2248	N	0	0	13	42
chr11:6006308-6006722	Cluster_2249	N	12	25	5	0
chr11:6030989-6031407	Cluster_2250	N	32	20	7	139
chr11:6080150-6080681	Cluster_2251	N	58	461	509	752
chr11:6084058-6084488	Cluster_2252	N	12	31	84	2
chr11:6085720-6086143	Cluster_2253	N	3	2	69	1
chr11:6087669-6088098	Cluster_2254	N	14	12	85	3
chr11:6089173-6089601	Cluster_2255	N	0	15	255	19
chr11:6091207-6091948	Cluster_2256	N	14	33	148	3
chr11:6095222-6095651	Cluster_2257	N	6	13	83	2
chr11:6098399-6099248	Cluster_2258	N	18	13	140	2
chr11:6102605-6103034	Cluster_2259	N	11	11	83	6
chr11:6108111-6108540	Cluster_2260	N	14	12	80	4
chr11:6111838-6112267	Cluster_2261	N	11	14	92	3
chr11:6115544-6115973	Cluster_2262	N	12	16	86	5
chr11:6116209-6116632	Cluster_2263	N	6	10	77	1
chr11:6143544-6143959	Cluster_2264	N	2	46	7	2
chr11:6225452-6225867	Cluster_2265	N	0	0	0	28
chr11:6491995-6492410	Cluster_2266	N	0	0	0	71
chr11:6629450-6629976	Cluster_2267	N	1311	615	381	619
chr11:6664344-6664788	Cluster_2268	N	15	5	57	26
chr11:6666360-6666838	Cluster_2269	N	32	19	19	33
chr11:7221975-7222390	Cluster_2270	N	0	0	1168	1
chr11:7240534-7240957	Cluster_2271	N	83	8	2	3
chr11:7366420-7366853	Cluster_2272	N	17	10	102	26
chr11:7476637-7477052	Cluster_2273	N	19	21	0	0
chr11:7957562-7957978	Cluster_2274	N	26	12	0	0
chr11:8009650-8010066	Cluster_2275	N	0	0	0	35
chr11:8166426-8166841	Cluster_2276	N	2	46	7	2
chr11:8193558-8193971	Cluster_2277	N	3	5	23	1
chr11:8285913-8286329	Cluster_2278	N	109	19	316	36
chr11:8288568-8288999	Cluster_2279	N	28	9	5	14
chr11:8345699-8346116	Cluster_2280	N	3	20	11	1
chr11:8379515-8379929	Cluster_2281	N	0	0	0	78
chr11:8389082-8389513	Cluster_2282	N	88	42	34	0
chr11:8447001-8447419	Cluster_2283	N	36	5	0	3
chr11:8499728-8501560	Cluster_2284	N	2067	1332	164	1
chr11:8501834-8502964	Cluster_2285	N	523	51	40	54
chr11:8507635-8508582	Cluster_2286	N	1591	481	303	545
chr11:8633367-8633796	Cluster_2287	N	59	37	1	0
chr11:8680862-8681278	Cluster_2288	N	3	17	18	23
chr11:8746264-8746683	Cluster_2289	N	571	67	325	47
chr11:8846983-8847399	Cluster_2290	N	59	107	12	32
chr11:8856946-8857361	Cluster_2291	N	10	102	3	0
chr11:8964577-8964994	Cluster_2292	N	41	17	7	115
chr11:9002367-9002784	Cluster_2293	N	0	0	53	0
chr11:9014679-9015096	Cluster_2294	N	5	8	305	32
chr11:9122782-9123198	Cluster_2295	N	46	17	0	11
chr11:9499909-9500327	Cluster_2296	N	66	258	22	3
chr11:9539945-9540361	Cluster_2297	N	57	12	0	0
chr11:9688530-9688945	Cluster_2298	N	15	16	2	0
chr11:9749071-9749487	Cluster_2299	N	0	5	1	168
chr11:9757494-9757909	Cluster_2300	N	0	0	0	102
chr11:9907878-9908349	Cluster_2301	N	217	147	53	34
chr11:9908573-9908988	Cluster_2302	N	23	1	6	1
chr11:9914471-9914948	Cluster_2303	N	149	54	20	32
chr11:9919548-9920007	Cluster_2304	N	34	23	17	22
chr11:9957323-9957739	Cluster_2305	N	0	0	0	911
chr11:10248951-10249367	Cluster_2306	N	0	1	0	34
chr11:10301402-10301829	Cluster_2307	N	28	5	12	14
chr11:10396493-10396907	Cluster_2308	N	0	0	13	36
chr11:10789274-10789688	Cluster_2309	N	0	0	118	0
chr11:10893229-10893648	Cluster_2310	N	97	457	52	80
chr11:11451390-11451806	Cluster_2311	N	13	41	1	5
chr11:11583832-11584249	Cluster_2312	N	15	96	0	0
chr11:11633152-11633570	Cluster_2313	N	2	29	0	1
chr11:11747928-11748344	Cluster_2314	N	51	6	8	1
chr11:11854335-11854753	Cluster_2315	N	13	126	0	1
chr11:12107088-12107506	Cluster_2316	N	72	18	12	2
chr11:12218116-12218530	Cluster_2317	N	1	2	37	0
chr11:12234666-12235083	Cluster_2318	N	15	5	23	2
chr11:12370490-12370963	Cluster_2319	N	694	243	83	1318
chr11:12499776-12500193	Cluster_2320	N	0	0	167	3
chr11:12521299-12521711	Cluster_2321	N	11	8	10	3
chr11:12522862-12523333	Cluster_2322	N	70	36	33	44
chr11:12530973-12531402	Cluster_2323	N	18	21	8	9
chr11:12557416-12557836	Cluster_2324	N	76	65	3	5
chr11:12562060-12562476	Cluster_2325	N	20	19	6	0
chr11:12631432-12631848	Cluster_2326	N	20	55	11	0
chr11:12761715-12762132	Cluster_2327	N	3	32	3	0
chr11:12799339-12799756	Cluster_2328	N	0	1	1	418
chr11:12818868-12819285	Cluster_2329	N	30	3	2	5
chr11:12885083-12885556	Cluster_2330	N	5394	3572	547	678
chr11:12980386-12981079	Cluster_2331	N	6839	5733	5402	10749
chr11:13030297-13030819	Cluster_2332	N	0	0	8	113
chr11:13073604-13074020	Cluster_2333	N	0	0	4	57
chr11:13165154-13165570	Cluster_2334	N	3	60	0	0
chr11:13446773-13447192	Cluster_2335	N	0	0	0	192
chr11:13465528-13465947	Cluster_2336	N	0	2	0	193
