"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"264","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap10.1626","Molecular Functions","sp|P0CT34|TF21_SCHPO",1.42e-86,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"265","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap11.1069","Molecular Functions","sp|P0CT36|TF23_SCHPO",1.53e-72,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"266","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap11.1281","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",1.93e-41,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0015074"
"267","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap11.1372","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",2.57e-70,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A8UZV6|A0A1A8UZV6_NOTFU",0,"Uncharacterized protein (Fragment) OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"268","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap2.2950","Molecular Functions","sp|P0CT34|TF21_SCHPO",7.22e-85,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"269","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap4.1613","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",2.5e-84,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZKL5|A0A1A7ZKL5_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"270","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap4.2973","Molecular Functions","sp|P0CT36|TF23_SCHPO",2.07e-55,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"271","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap4.4956","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",1.12e-91,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4REU9|A0A2B4REU9_STYPI",0,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",0,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"272","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap4.6515","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",9.76e-15,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZYR7|A0A1A7ZYR7_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=RTL1 PE=4 SV=1","gb|KXJ28186.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197",""
"273","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap7.1260","Molecular Functions","sp|P0CT36|TF23_SCHPO",3.57e-42,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A2B4SKT1|A0A2B4SKT1_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|KXJ07214.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0015074"
"274","GO:0003887","DNA-directed DNA polymerase activity",331,13,4.8,0.00119,"evm.model.Ap7.529","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",4.98e-109,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1Y1KUJ8|A0A1Y1KUJ8_PHOPY",0,"Uncharacterized protein (Fragment) OS=Photinus pyralis PE=4 SV=1","gb|KFM59232.1|",0,"Retrovirus-related Pol polyprotein from transposon 412, partial [Stegodyphus mimosarum]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"275","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit bi...",43,4,0.62,0.00344,"evm.model.Ap1.2707","Molecular Functions","sp|Q5DU56|NLRC3_MOUSE",2.84e-44,"Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=1 SV=2","tr|A0A2B4SWL9|A0A2B4SWL9_STYPI",0,"Protein NLRC3 OS=Stylophora pistillata GN=Nlrc3 PE=4 SV=1","ref|XP_020603975.1|",0,"protein NLRC3-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0005524; GO:0036312; GO:0007249; GO:1900016; GO:0050680; GO:0048147; GO:0043124; GO:0050728; GO:0045824; GO:0032687; GO:0032688; GO:0032691; GO:0032695; GO:0032715; GO:0032088; GO:1901223; GO:1900226; GO:0014067; GO:0032720; GO:0031396; GO:0032496; GO:0042110",""
"276","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit bi...",43,4,0.62,0.00344,"evm.model.Ap1.2755","Molecular Functions","sp|Q7RTR2|NLRC3_HUMAN",1.59e-40,"NLR family CARD domain-containing protein 3 OS=Homo sapiens GN=NLRC3 PE=1 SV=2","tr|A0A2B4SMU7|A0A2B4SMU7_STYPI",0,"Protein NLRC3 OS=Stylophora pistillata GN=Nlrc3 PE=4 SV=1","ref|XP_020603975.1|",0,"protein NLRC3-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0005524; GO:0036312; GO:0007249; GO:1900016; GO:0050680; GO:0048147; GO:0043124; GO:0050728; GO:0045824; GO:0032687; GO:0032688; GO:0032715; GO:0032088; GO:1901223; GO:1900226; GO:0014067; GO:0032720; GO:0042110",""
"277","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit bi...",43,4,0.62,0.00344,"evm.model.Ap10.788","Molecular Functions","sp|Q5DU56|NLRC3_MOUSE",1.45e-57,"Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=1 SV=2","tr|A0A2B4RIV2|A0A2B4RIV2_STYPI",0,"Protein NLRC3 OS=Stylophora pistillata GN=Nlrc3 PE=4 SV=1","ref|XP_020607139.1|",0,"protein NLRC3-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0005524; GO:0036312; GO:0007249; GO:1900016; GO:0050680; GO:0048147; GO:0043124; GO:0050728; GO:0045824; GO:0032687; GO:0032688; GO:0032691; GO:0032695; GO:0032715; GO:0032088; GO:1901223; GO:1900226; GO:0014067; GO:0032720; GO:0031396; GO:0032496; GO:0042110",""
"278","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit bi...",43,4,0.62,0.00344,"evm.model.Ap8.1347","Molecular Functions","sp|Q7RTR2|NLRC3_HUMAN",2.89e-41,"NLR family CARD domain-containing protein 3 OS=Homo sapiens GN=NLRC3 PE=1 SV=2","tr|A0A2B4RQ60|A0A2B4RQ60_STYPI",0,"Protein NLRC3 OS=Stylophora pistillata GN=NLRC3 PE=4 SV=1","ref|XP_020605257.1|",0,"LOW QUALITY PROTEIN: protein NLRC5-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0005524; GO:0036312; GO:0007249; GO:1900016; GO:0050680; GO:0048147; GO:0043124; GO:0050728; GO:0045824; GO:0032687; GO:0032688; GO:0032715; GO:0032088; GO:1901223; GO:1900226; GO:0014067; GO:0032720; GO:0042110",""
"279","GO:1904399","heparan sulfate binding",24,3,0.35,0.00489,"evm.model.Ap13.2383","Molecular Functions","sp|Q9UGM3|DMBT1_HUMAN",3.53e-53,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S8Z0|A0A2B4S8Z0_STYPI",0,"Deleted in malignant brain tumors 1 protein OS=Stylophora pistillata GN=DMBT1 PE=4 SV=1","ref|XP_020604226.1|",0,"scavenger receptor cysteine-rich domain superfamily protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016021; GO:0005044"
"280","GO:1904399","heparan sulfate binding",24,3,0.35,0.00489,"evm.model.Ap13.2385","Molecular Functions","sp|Q9UGM3|DMBT1_HUMAN",4.38e-91,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S8Z0|A0A2B4S8Z0_STYPI",0,"Deleted in malignant brain tumors 1 protein OS=Stylophora pistillata GN=DMBT1 PE=4 SV=1","ref|XP_020604226.1|",0,"scavenger receptor cysteine-rich domain superfamily protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016021; GO:0005044"
"281","GO:1904399","heparan sulfate binding",24,3,0.35,0.00489,"evm.model.Ap9.32","Molecular Functions","sp|Q9UGM3|DMBT1_HUMAN",7.85e-65,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S1J0|A0A2B4S1J0_STYPI",1.38e-110,"Scavenger receptor cysteine-rich type 1 protein M130 OS=Stylophora pistillata GN=CD163 PE=4 SV=1","ref|XP_020631120.1|",0,"deleted in malignant brain tumors 1 protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016020; GO:0005524; GO:0004672; GO:0005044"
"282","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap1.4105","Molecular Functions","sp|P0CT34|TF21_SCHPO",1.93e-62,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1S3HHB2|A0A1S3HHB2_LINUN",0,"uncharacterized protein K02A2.6-like OS=Lingula unguis GN=LOC106155276 PE=4 SV=1","ref|XP_020904393.1|",0,"uncharacterized protein LOC110242721 [Exaiptasia pallida]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0015074"
"283","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap10.1122","Molecular Functions","sp|P0CT36|TF23_SCHPO",1.01e-56,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A1A8DQM9|A0A1A8DQM9_9TELE",0,"Uncharacterized protein OS=Nothobranchius kadleci GN=BX640584.1 PE=4 SV=1","ref|XP_015765560.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Acropora digitifera]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0008270; GO:0015074"
"284","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap10.1626","Molecular Functions","sp|P0CT34|TF21_SCHPO",1.42e-86,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"285","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap11.1069","Molecular Functions","sp|P0CT36|TF23_SCHPO",1.53e-72,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"286","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap11.1281","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",1.93e-41,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0015074"
"287","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap11.1372","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",2.57e-70,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A8UZV6|A0A1A8UZV6_NOTFU",0,"Uncharacterized protein (Fragment) OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"288","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap13.750","Molecular Functions","sp|P10394|POL4_DROME",6.13e-06,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4RU83|A0A2B4RU83_STYPI",3.41e-38,"Retrovirus-related Pol polyprotein OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX20110.1|",5.29e-38,"Retrovirus-related Pol polyprotein [Stylophora pistillata]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003676; GO:0008270"
"289","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap14.567","Molecular Functions","sp|P16423|POLR_DROME",1.63e-17,"Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Drosophila melanogaster GN=pol PE=3 SV=1","tr|A0A2B4R8E3|A0A2B4R8E3_STYPI",8.79e-162,"Craniofacial development protein 2 OS=Stylophora pistillata GN=CFDP2 PE=4 SV=1","ref|XP_012675614.1|",6.36e-167,"PREDICTED: uncharacterized protein LOC105893702 [Clupea harengus]","GO:0004190; GO:0004519; GO:0046872; GO:0003676; GO:0003964",""
"290","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap2.1016","Molecular Functions","sp|P10394|POL4_DROME",3.95e-27,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4SN01|A0A2B4SN01_STYPI",2.06e-73,"RNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX31271.1|",3.19e-73,"RNA-directed DNA polymerase from mobile element jockey [Stylophora pistillata]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003964"
"291","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap2.1222","Molecular Functions","sp|Q09575|YRD6_CAEEL",8.79e-51,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4REU9|A0A2B4REU9_STYPI",4.75e-168,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",3.41e-168,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"292","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap2.2950","Molecular Functions","sp|P0CT34|TF21_SCHPO",7.22e-85,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"293","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.1613","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",2.5e-84,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZKL5|A0A1A7ZKL5_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"294","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.2973","Molecular Functions","sp|P0CT36|TF23_SCHPO",2.07e-55,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"295","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.3337","Molecular Functions","sp|P16423|POLR_DROME",2.08e-21,"Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Drosophila melanogaster GN=pol PE=3 SV=1","tr|Q76IP1|Q76IP1_CIOIN",7.32e-39,"Reverse transcriptase OS=Ciona intestinalis GN=rt PE=4 SV=1","dbj|BAC82589.1|",1.13e-38,"reverse transcriptase [Ciona intestinalis]","GO:0004190; GO:0004519; GO:0046872; GO:0003676; GO:0003964","GO:0003676; GO:0003964"
"296","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.4956","Molecular Functions","sp|Q7LHG5|YI31B_YEAST",1.12e-91,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4REU9|A0A2B4REU9_STYPI",0,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",0,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"297","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.4988","Molecular Functions","sp|P10394|POL4_DROME",8.83e-08,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4R7M8|A0A2B4R7M8_STYPI",9.9e-28,"Transposon Ty3-G Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-G PE=4 SV=1","gb|KXJ07200.1|",2.03e-48,"Retrovirus-related Pol polyprotein from transposon 412 [Exaiptasia pallida]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003676; GO:0008270"
"298","GO:0004190","aspartic-type endopeptidase activity",726,20,10.53,0.005,"evm.model.Ap4.6376","Molecular Functions","sp|Q09575|YRD6_CAEEL",5.62e-40,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A1A8F4M4|A0A1A8F4M4_9TELE",6.17e-160,"Uncharacterized protein OS=Nothobranchius korthausae GN=Nfu_g_1_012348 PE=4 SV=1","ref|XP_011421530.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Crassostrea gigas]","GO:0003676; GO:0008270; GO:0015074","GO:0004190; GO:0003676; GO:0015074"
