"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"1075","Cluster_595","3prime_UTR::Ap4:29375358-29376358(-)",154,-21.85,"2 21","406 427",19,"68.42%","78.95%","evm.model.Ap4.4020"
"1076","Cluster_595","3prime_UTR::Ap4:29498861-29499861(+)",177,-25.47,"2 22","639 661",20,"80.00%","85.00%","evm.model.Ap4.4044"
"1077","Cluster_595","3prime_UTR::Ap4:2978554-2979554(-)",154,-21.09,"2 21","556 581",22,"63.64%","81.82%","evm.model.Ap4.311"
"1078","Cluster_595","3prime_UTR::Ap4:30479824-30480824(+)",170,-20.61,"2 19","25 47",17,"82.35%","88.24%","evm.model.Ap4.4244"
"1079","Cluster_595","3prime_UTR::Ap4:30599522-30600522(-)",155,-22.61,"2 22","700 721",20,"65.00%","80.00%","evm.model.Ap4.4269"
"1080","Cluster_595","3prime_UTR::Ap4:30699956-30700441(+)",165,-24.23,"2 20","54 80",22,"77.27%","81.82%","evm.model.Ap4.4284"
"1081","Cluster_595","3prime_UTR::Ap4:30893474-30894474(-)",155,-25.91,"2 18","313 337",18,"77.78%","83.33%","evm.model.Ap4.4308"
"1082","Cluster_595","3prime_UTR::Ap4:31001477-31002477(+)",145,-20.19,"2 10","482 504",8,"100.00%","100.00%","evm.model.Ap4.4329"
"1083","Cluster_595","3prime_UTR::Ap4:31353826-31354826(-)",165,-23.97,"2 20","805 830",21,"80.95%","80.95%","evm.model.Ap4.4393"
"1084","Cluster_595","3prime_UTR::Ap4:31989252-31990252(-)",155,-22.78,"2 22","700 721",20,"70.00%","75.00%","evm.model.Ap4.4529"
"1085","Cluster_595","3prime_UTR::Ap4:33493055-33494055(+)",160,-21.8,"2 18","945 968",17,"82.35%","82.35%","evm.model.Ap4.4773"
"1086","Cluster_595","3prime_UTR::Ap4:34473298-34474298(-)",164,-25.39,"2 22","857 880",21,"66.67%","85.71%","evm.model.Ap4.4956"
"1087","Cluster_595","3prime_UTR::Ap4:34718340-34718601(+)",156,-23.6,"2 22","202 225",21,"61.90%","80.95%","evm.model.Ap4.4985"
"1091","Cluster_595","3prime_UTR::Ap4:40825850-40826850(+)",156,-21.6,"2 22","762 785",21,"61.90%","80.95%","evm.model.Ap4.5610"
"1092","Cluster_595","3prime_UTR::Ap4:41491251-41492251(-)",155,-23.33,"2 22","667 688",20,"70.00%","75.00%","evm.model.Ap4.5672"
"1093","Cluster_595","3prime_UTR::Ap4:42725930-42726930(+)",177,-26.46,"2 22","668 690",20,"75.00%","90.00%","evm.model.Ap4.5792"
"1094","Cluster_595","3prime_UTR::Ap4:44756423-44757336(-)",161,-22.49,"2 22","669 692",22,"72.73%","86.36%","evm.model.Ap4.6017"
"1098","Cluster_595","3prime_UTR::Ap4:45140988-45141192(+)",162,-22.81,"2 22","174 196",21,"76.19%","80.95%","evm.model.Ap4.6080"
"1103","Cluster_595","3prime_UTR::Ap4:49838137-49839137(-)",156,-20.35,"2 18","678 701",17,"76.47%","82.35%","evm.model.Ap4.6522"
"1104","Cluster_595","3prime_UTR::Ap4:51987302-51988302(+)",162,-28,"2 22","861 881",20,"75.00%","80.00%","evm.model.Ap4.6760"
"1105","Cluster_595","3prime_UTR::Ap4:54563172-54564172(+)",143,-21.13,"2 22","23 49",24,"58.33%","70.83%","evm.model.Ap4.6980"
"1106","Cluster_595","3prime_UTR::Ap4:56939899-56940899(-)",173,-23.85,"2 22","681 703",20,"80.00%","80.00%","evm.model.Ap4.7213"
"1107","Cluster_595","3prime_UTR::Ap4:7711854-7712854(-)",144,-20.86,"2 14","350 373",13,"76.92%","84.62%","evm.model.Ap4.733"
"1108","Cluster_595","3prime_UTR::Ap4:7931173-7932173(+)",143,-23.06,"2 21","141 164",20,"60.00%","70.00%","evm.model.Ap4.748"
"1109","Cluster_595","3prime_UTR::Ap4:8006130-8007130(-)",152,-21.71,"2 22","829 856",25,"64.00%","68.00%","evm.model.Ap4.756"
"1110","Cluster_595","3prime_UTR::Ap4:9776313-9777313(+)",168,-26.25,"2 22","729 752",21,"76.19%","80.95%","evm.model.Ap4.931"
"1111","Cluster_595","3prime_UTR::Ap5:10863562-10863708(-)",159,-20.42,"2 19","14 36",18,"83.33%","83.33%","evm.model.Ap5.1031"
"1112","Cluster_595","3prime_UTR::Ap5:11757863-11758863(-)",161,-25.13,"2 20","387 412",21,"71.43%","85.71%","evm.model.Ap5.1122"
"1113","Cluster_595","3prime_UTR::Ap5:12375916-12376916(-)",148,-20.56,"2 22","657 680",21,"61.90%","71.43%","evm.model.Ap5.1153"
"1114","Cluster_595","3prime_UTR::Ap5:14998438-14999438(-)",158,-20.9,"2 21","617 641",21,"76.19%","76.19%","evm.model.Ap5.1374"
"1115","Cluster_595","3prime_UTR::Ap5:15336445-15337445(+)",144,-20.19,"2 14","351 376",15,"73.33%","80.00%","evm.model.Ap5.1425"
"1116","Cluster_595","3prime_UTR::Ap5:16274267-16275267(+)",156,-22,"2 13","222 244",11,"90.91%","100.00%","evm.model.Ap5.1531"
"1117","Cluster_595","3prime_UTR::Ap5:16595820-16596820(+)",169,-20.83,"2 22","928 950",20,"70.00%","85.00%","evm.model.Ap5.1565"
"1118","Cluster_595","3prime_UTR::Ap5:16629303-16630303(-)",169,-20.83,"2 22","667 689",20,"70.00%","85.00%","evm.model.Ap5.1569"
"1119","Cluster_595","3prime_UTR::Ap5:16647809-16648809(-)",169,-20.83,"2 22","671 693",20,"70.00%","85.00%","evm.model.Ap5.1571"
"1120","Cluster_595","3prime_UTR::Ap5:19796024-19797024(-)",157,-21.9,"2 20","95 120",21,"76.19%","76.19%","evm.model.Ap5.1855"
"1121","Cluster_595","3prime_UTR::Ap5:2016685-2017685(+)",167,-22.08,"2 22","299 320",20,"75.00%","85.00%","evm.model.Ap5.173"
"1122","Cluster_595","3prime_UTR::Ap5:21367155-21368155(-)",163,-25.33,"2 22","77 98",20,"70.00%","85.00%","evm.model.Ap5.2017"
"1123","Cluster_595","3prime_UTR::Ap5:24576308-24577308(+)",144,-20.45,"2 20","124 149",22,"63.64%","72.73%","evm.model.Ap5.2353"
"1124","Cluster_595","3prime_UTR::Ap5:2495976-2496976(+)",142,-20.51,"2 11","234 256",9,"88.89%","88.89%","evm.model.Ap5.231"
"1125","Cluster_595","3prime_UTR::Ap5:25244350-25245350(+)",154,-24.56,"2 22","52 75",22,"68.18%","77.27%","evm.model.Ap5.2421"
"1126","Cluster_595","3prime_UTR::Ap5:29307940-29308452(-)",162,-20.01,"2 15","393 415",13,"92.31%","92.31%","evm.model.Ap5.2881"
"1131","Cluster_595","3prime_UTR::Ap5:29921120-29922120(-)",156,-24.03,"2 22","423 446",21,"61.90%","80.95%","evm.model.Ap5.2938"
"1132","Cluster_595","3prime_UTR::Ap5:3570713-3571713(-)",147,-21.27,"2 20","132 154",18,"66.67%","66.67%","evm.model.Ap5.337"
"1133","Cluster_595","3prime_UTR::Ap5:4177117-4178117(+)",157,-20.27,"2 21","426 450",22,"72.73%","77.27%","evm.model.Ap5.381"
"1134","Cluster_595","3prime_UTR::Ap5:5084754-5085754(+)",146,-21.87,"2 19","440 462",17,"58.82%","76.47%","evm.model.Ap5.467"
"1184","Cluster_595","3prime_UTR::Ap5:6497302-6498302(+)",161,-24.92,"2 22","757 777",20,"80.00%","80.00%","evm.model.Ap5.611"
"1185","Cluster_595","3prime_UTR::Ap5:7844125-7845125(-)",152,-23.67,"2 19","651 672",17,"64.71%","88.24%","evm.model.Ap5.763"
"1186","Cluster_595","3prime_UTR::Ap5:7844125-7845125(-)",165,-21.71,"2 18","683 705",16,"81.25%","87.50%","evm.model.Ap5.763"
"1187","Cluster_595","3prime_UTR::Ap5:8985349-8986349(+)",147,-20.12,"2 22","395 419",22,"59.09%","77.27%","evm.model.Ap5.861"
"1188","Cluster_595","3prime_UTR::Ap6:10877647-10878647(-)",165,-22.75,"2 22","281 303",20,"70.00%","80.00%","evm.model.Ap6.1127"
"1189","Cluster_595","3prime_UTR::Ap6:12416416-12417416(+)",155,-20.13,"2 22","138 159",20,"65.00%","80.00%","evm.model.Ap6.1264"
"1190","Cluster_595","3prime_UTR::Ap6:1330571-1331571(-)",165,-24.08,"2 22","798 820",20,"70.00%","80.00%","evm.model.Ap6.152"
"1191","Cluster_595","3prime_UTR::Ap6:1486017-1487017(-)",163,-20.5,"2 22","603 624",20,"70.00%","85.00%","evm.model.Ap6.169"
"1192","Cluster_595","3prime_UTR::Ap6:15449222-15450222(-)",162,-24.48,"2 19","553 573",17,"88.24%","88.24%","evm.model.Ap6.1570"
"1193","Cluster_595","3prime_UTR::Ap6:17318251-17319251(+)",146,-22.12,"2 21","972 996",21,"66.67%","71.43%","evm.model.Ap6.1728"
"1194","Cluster_595","3prime_UTR::Ap6:17396010-17397010(+)",148,-20.15,"2 22","223 246",21,"57.14%","76.19%","evm.model.Ap6.1739"
"1195","Cluster_595","3prime_UTR::Ap6:18173885-18174885(-)",149,-22.66,"2 21","421 447",23,"69.57%","73.91%","evm.model.Ap6.1806"
"1196","Cluster_595","3prime_UTR::Ap6:18979469-18980469(+)",159,-20.3,"2 22","966 987",20,"70.00%","80.00%","evm.model.Ap6.1902"
"1197","Cluster_595","3prime_UTR::Ap6:20324691-20325691(+)",166,-31.23,"2 22","670 693",22,"77.27%","81.82%","evm.model.Ap6.2052"
"1198","Cluster_595","3prime_UTR::Ap6:22831628-22832628(-)",172,-23.61,"2 22","9 32",21,"76.19%","85.71%","evm.model.Ap6.2335"
"1199","Cluster_595","3prime_UTR::Ap6:22895218-22896218(+)",148,-24.1,"2 22","577 601",22,"54.55%","77.27%","evm.model.Ap6.2340"
"1200","Cluster_595","3prime_UTR::Ap6:23458868-23459868(+)",167,-26.65,"2 22","251 276",23,"73.91%","82.61%","evm.model.Ap6.2378"
"1201","Cluster_595","3prime_UTR::Ap6:26710815-26711815(-)",154,-21.49,"2 17","698 719",15,"80.00%","86.67%","evm.model.Ap6.2666"
"1202","Cluster_595","3prime_UTR::Ap6:27136512-27137512(+)",163,-20.71,"2 22","112 138",24,"70.83%","79.17%","evm.model.Ap6.2702"
"1203","Cluster_595","3prime_UTR::Ap6:27510295-27511295(-)",146,-20.17,"2 11","22 44",9,"88.89%","100.00%","evm.model.Ap6.2735"
"1204","Cluster_595","3prime_UTR::Ap6:2857328-2858328(-)",160,-23.48,"2 18","251 275",18,"77.78%","83.33%","evm.model.Ap6.321"
"1205","Cluster_595","3prime_UTR::Ap6:320372-321372(+)",160,-23.85,"2 22","407 430",21,"66.67%","80.95%","evm.model.Ap6.39"
"1206","Cluster_595","3prime_UTR::Ap6:33214774-33215774(+)",160,-23.4,"2 22","741 766",23,"69.57%","73.91%","evm.model.Ap6.3206"
"1207","Cluster_595","3prime_UTR::Ap6:33580987-33581987(-)",149,-20.75,"2 19","547 572",20,"65.00%","75.00%","evm.model.Ap6.3244"
"1208","Cluster_595","3prime_UTR::Ap6:366517-367514(-)",150,-22.09,"2 22","680 704",23,"65.22%","73.91%","evm.model.Ap6.49"
"1212","Cluster_595","3prime_UTR::Ap6:4005027-4006027(+)",152,-20.54,"2 21","102 122",19,"73.68%","78.95%","evm.model.Ap6.445"
"1213","Cluster_595","3prime_UTR::Ap6:5299997-5300997(-)",156,-22.35,"2 21","210 235",23,"73.91%","78.26%","evm.model.Ap6.555"
"1214","Cluster_595","3prime_UTR::Ap6:6512551-6513551(-)",163,-24.66,"2 22","106 127",20,"70.00%","85.00%","evm.model.Ap6.658"
"1215","Cluster_595","3prime_UTR::Ap6:6512551-6513551(-)",163,-24.66,"2 22","268 289",20,"70.00%","85.00%","evm.model.Ap6.658"
"1216","Cluster_595","3prime_UTR::Ap6:8574519-8575519(-)",161,-25.4,"2 22","155 175",20,"75.00%","85.00%","evm.model.Ap6.896"
"1217","Cluster_595","3prime_UTR::Ap6:8954503-8955503(-)",154,-21.49,"2 17","742 763",15,"80.00%","86.67%","evm.model.Ap6.938"
"1218","Cluster_595","3prime_UTR::Ap6:9406674-9407674(-)",173,-23.85,"2 22","435 457",20,"80.00%","80.00%","evm.model.Ap6.989"
"1219","Cluster_595","3prime_UTR::Ap6:9802394-9803394(+)",152,-21.36,"2 22","298 322",22,"68.18%","68.18%","evm.model.Ap6.1026"
"1220","Cluster_595","3prime_UTR::Ap7:11077968-11078968(-)",149,-20.51,"2 19","844 869",20,"60.00%","80.00%","evm.model.Ap7.999"
"1221","Cluster_595","3prime_UTR::Ap7:11465025-11466025(+)",151,-20.46,"2 22","162 186",22,"68.18%","72.73%","evm.model.Ap7.1039"
"1222","Cluster_595","3prime_UTR::Ap7:12722636-12723636(-)",154,-21.74,"2 15","544 566",13,"76.92%","92.31%","evm.model.Ap7.1152"
"1223","Cluster_595","3prime_UTR::Ap7:13114366-13115366(-)",154,-21.49,"2 17","449 470",15,"80.00%","86.67%","evm.model.Ap7.1189"
"1224","Cluster_595","3prime_UTR::Ap7:13558786-13559786(-)",162,-21.2,"2 22","436 456",20,"75.00%","80.00%","evm.model.Ap7.1244"
"1225","Cluster_595","3prime_UTR::Ap7:13850882-13851882(-)",169,-20.53,"2 22","368 390",20,"70.00%","85.00%","evm.model.Ap7.1276"
"1226","Cluster_595","3prime_UTR::Ap7:14447719-14448719(-)",163,-23.76,"2 22","18 39",20,"75.00%","80.00%","evm.model.Ap7.1323"
"1230","Cluster_595","3prime_UTR::Ap7:14635082-14636082(+)",159,-20.42,"2 19","616 638",18,"83.33%","83.33%","evm.model.Ap7.1343"
"1231","Cluster_595","3prime_UTR::Ap7:16077491-16078491(-)",160,-23.31,"2 19","813 834",17,"76.47%","88.24%","evm.model.Ap7.1511"
"1232","Cluster_595","3prime_UTR::Ap7:17823273-17824273(-)",148,-22.19,"2 22","832 855",21,"61.90%","71.43%","evm.model.Ap7.1646"
"1233","Cluster_595","3prime_UTR::Ap7:18484028-18485028(+)",161,-25.13,"2 20","934 959",21,"71.43%","85.71%","evm.model.Ap7.1728"
"1234","Cluster_595","3prime_UTR::Ap7:18741943-18742943(-)",161,-24.65,"2 22","735 757",20,"70.00%","75.00%","evm.model.Ap7.1744"
"1235","Cluster_595","3prime_UTR::Ap7:19414007-19415007(-)",162,-28.31,"2 16","589 612",15,"86.67%","93.33%","evm.model.Ap7.1804"
"1251","Cluster_595","3prime_UTR::Ap7:22260215-22261215(+)",147,-22.99,"2 22","619 643",22,"54.55%","81.82%","evm.model.Ap7.2107"
"1252","Cluster_595","3prime_UTR::Ap7:23603839-23604839(+)",162,-23.17,"2 15","280 302",13,"84.62%","100.00%","evm.model.Ap7.2244"
"1253","Cluster_595","3prime_UTR::Ap7:26431528-26432528(-)",152,-21.52,"2 22","114 139",23,"65.22%","69.57%","evm.model.Ap7.2511"
"1254","Cluster_595","3prime_UTR::Ap7:27969588-27970588(+)",156,-20.35,"2 18","165 188",17,"76.47%","82.35%","evm.model.Ap7.2654"
"1255","Cluster_595","3prime_UTR::Ap7:2907399-2908399(-)",160,-20.6,"2 18","690 713",17,"76.47%","88.24%","evm.model.Ap7.225"
"1256","Cluster_595","3prime_UTR::Ap7:29452127-29453127(-)",149,-20.73,"2 19","717 741",19,"68.42%","73.68%","evm.model.Ap7.2793"
"1257","Cluster_595","3prime_UTR::Ap7:30423512-30424512(+)",148,-20.32,"2 22","416 441",23,"60.87%","69.57%","evm.model.Ap7.2879"
"1258","Cluster_595","3prime_UTR::Ap7:3172427-3173427(+)",172,-26.08,"2 21","417 439",19,"73.68%","89.47%","evm.model.Ap7.244"
"1259","Cluster_595","3prime_UTR::Ap7:3692407-3693407(-)",154,-24,"2 21","971 996",22,"63.64%","81.82%","evm.model.Ap7.301"
"1260","Cluster_595","3prime_UTR::Ap7:6093992-6094992(+)",149,-21.21,"2 22","66 85",20,"65.00%","75.00%","evm.model.Ap7.499"
"1261","Cluster_595","3prime_UTR::Ap7:62493-63493(-)",163,-23.57,"2 20","817 839",18,"72.22%","83.33%","evm.model.Ap7.6"
"1262","Cluster_595","3prime_UTR::Ap7:833713-834713(-)",151,-23.12,"2 22","118 139",20,"65.00%","75.00%","evm.model.Ap7.89"
"1263","Cluster_595","3prime_UTR::Ap7:9406108-9407108(+)",164,-24.24,"2 22","12 35",21,"71.43%","80.95%","evm.model.Ap7.848"
"1264","Cluster_595","3prime_UTR::Ap8:10222092-10223092(-)",161,-22.96,"2 22","642 662",20,"80.00%","80.00%","evm.model.Ap8.935"
"1266","Cluster_595","3prime_UTR::Ap8:1274084-1275084(+)",152,-20.07,"2 14","845 868",13,"84.62%","92.31%","evm.model.Ap8.135"
"1267","Cluster_595","3prime_UTR::Ap8:13949425-13950425(-)",162,-21.67,"2 21","882 903",19,"73.68%","84.21%","evm.model.Ap8.1253"
"1268","Cluster_595","3prime_UTR::Ap8:14579152-14580152(-)",156,-20.55,"2 22","340 359",20,"75.00%","80.00%","evm.model.Ap8.1307"
"1269","Cluster_595","3prime_UTR::Ap8:14750756-14751756(-)",149,-20.19,"2 22","452 471",20,"65.00%","75.00%","evm.model.Ap8.1317"
"1270","Cluster_595","3prime_UTR::Ap8:14830390-14831390(-)",148,-20.73,"2 20","868 888",18,"66.67%","77.78%","evm.model.Ap8.1326"
"1271","Cluster_595","3prime_UTR::Ap8:16117208-16118208(-)",146,-23.44,"2 11","526 548",9,"88.89%","100.00%","evm.model.Ap8.1438"
"1272","Cluster_595","3prime_UTR::Ap8:16262754-16263238(+)",181,-27.08,"2 22","41 63",20,"80.00%","90.00%","evm.model.Ap8.1449"
"1276","Cluster_595","3prime_UTR::Ap8:16533071-16534071(+)",160,-22.07,"2 20","806 829",20,"75.00%","85.00%","evm.model.Ap8.1466"
"1277","Cluster_595","3prime_UTR::Ap8:19515457-19516457(-)",148,-22.47,"2 22","232 255",21,"61.90%","71.43%","evm.model.Ap8.1756"
"1278","Cluster_595","3prime_UTR::Ap8:21418263-21419263(-)",160,-20.98,"2 19","259 280",17,"82.35%","82.35%","evm.model.Ap8.1940"
"1279","Cluster_595","3prime_UTR::Ap8:22049411-22050411(-)",167,-21.89,"2 22","335 356",20,"80.00%","80.00%","evm.model.Ap8.1986"
"1280","Cluster_595","3prime_UTR::Ap8:22375391-22376251(+)",160,-21.34,"2 22","673 697",22,"72.73%","72.73%","evm.model.Ap8.2027"
"1284","Cluster_595","3prime_UTR::Ap8:26152203-26153203(-)",168,-28.68,"2 21","629 651",19,"78.95%","78.95%","evm.model.Ap8.2400"
"1285","Cluster_595","3prime_UTR::Ap8:28865755-28866755(-)",156,-20.35,"2 18","212 235",17,"76.47%","82.35%","evm.model.Ap8.2633"
"1286","Cluster_595","3prime_UTR::Ap8:29279422-29280422(+)",158,-21.42,"2 22","631 651",20,"70.00%","80.00%","evm.model.Ap8.2678"
"1290","Cluster_595","3prime_UTR::Ap8:29900337-29901337(+)",151,-21.17,"2 22","933 951",20,"70.00%","80.00%","evm.model.Ap8.2766"
"1291","Cluster_595","3prime_UTR::Ap8:30465004-30466004(+)",160,-21.93,"2 22","55 78",21,"66.67%","80.95%","evm.model.Ap8.2837"
"1292","Cluster_595","3prime_UTR::Ap8:3353638-3354638(-)",164,-22.78,"2 22","879 903",22,"72.73%","77.27%","evm.model.Ap8.325"
"1293","Cluster_595","3prime_UTR::Ap8:4426342-4427342(-)",163,-25.95,"2 22","644 665",20,"75.00%","80.00%","evm.model.Ap8.424"
"1294","Cluster_595","3prime_UTR::Ap8:4481370-4482370(+)",159,-24.48,"2 22","67 88",20,"70.00%","80.00%","evm.model.Ap8.430"
"1295","Cluster_595","3prime_UTR::Ap8:5325803-5326803(+)",163,-22.74,"2 20","367 389",18,"72.22%","83.33%","evm.model.Ap8.489"
"1296","Cluster_595","3prime_UTR::Ap8:7570303-7571303(+)",154,-22.49,"2 22","399 425",24,"66.67%","79.17%","evm.model.Ap8.696"
"1297","Cluster_595","3prime_UTR::Ap8:888119-889119(+)",154,-20.22,"2 15","5 27",13,"84.62%","84.62%","evm.model.Ap8.79"
"1298","Cluster_595","3prime_UTR::Ap8:9964991-9965991(-)",156,-20.35,"2 18","524 547",17,"76.47%","82.35%","evm.model.Ap8.916"
"1299","Cluster_595","3prime_UTR::Ap9:1001043-1002043(+)",168,-24.34,"2 22","179 203",22,"77.27%","77.27%","evm.model.Ap9.111"
"1300","Cluster_595","3prime_UTR::Ap9:10776508-10777508(-)",155,-21.7,"2 22","49 76",25,"68.00%","72.00%","evm.model.Ap9.1006"
"1301","Cluster_595","3prime_UTR::Ap9:10898775-10899775(+)",164,-25.39,"2 22","945 968",21,"66.67%","85.71%","evm.model.Ap9.1019"
"1302","Cluster_595","3prime_UTR::Ap9:12514623-12515623(+)",140,-20.25,"2 9","649 671",7,"100.00%","100.00%","evm.model.Ap9.1166"
"1303","Cluster_595","3prime_UTR::Ap9:14210660-14211660(-)",146,-21.87,"2 19","762 784",17,"58.82%","76.47%","evm.model.Ap9.1314"
"1304","Cluster_595","3prime_UTR::Ap9:15997869-15998869(+)",160,-24.39,"2 22","518 541",21,"61.90%","85.71%","evm.model.Ap9.1486"
"1305","Cluster_595","3prime_UTR::Ap9:16938917-16939917(-)",173,-22.21,"2 22","461 483",20,"75.00%","85.00%","evm.model.Ap9.1561"
"1310","Cluster_595","3prime_UTR::Ap9:1965819-1966819(+)",164,-21.54,"2 22","855 878",21,"76.19%","76.19%","evm.model.Ap9.197"
"1311","Cluster_595","3prime_UTR::Ap9:19662569-19663569(-)",141,-20.55,"2 11","371 394",10,"90.00%","90.00%","evm.model.Ap9.1789"
"1312","Cluster_595","3prime_UTR::Ap9:20027308-20028308(-)",152,-21.54,"2 17","1 16",15,"66.67%","86.67%","evm.model.Ap9.1826"
"1314","Cluster_595","3prime_UTR::Ap9:22674111-22675111(-)",163,-25.34,"2 22","399 424",23,"65.22%","86.96%","evm.model.Ap9.2088"
"1315","Cluster_595","3prime_UTR::Ap9:24066043-24067043(+)",147,-20.28,"2 22","732 759",25,"56.00%","76.00%","evm.model.Ap9.2221"
"1316","Cluster_595","3prime_UTR::Ap9:26165336-26166107(-)",173,-23.85,"2 22","647 669",20,"80.00%","80.00%","evm.model.Ap9.2421"
"1317","Cluster_595","3prime_UTR::Ap9:26453171-26454171(-)",160,-20.11,"2 22","342 365",21,"66.67%","80.95%","evm.model.Ap9.2452"
"1318","Cluster_595","3prime_UTR::Ap9:28009229-28010229(+)",163,-26.56,"2 22","600 621",20,"75.00%","80.00%","evm.model.Ap9.2600"
"1319","Cluster_595","3prime_UTR::Ap9:28053711-28054711(+)",157,-22.03,"2 22","233 255",22,"68.18%","81.82%","evm.model.Ap9.2606"
"1320","Cluster_595","3prime_UTR::Ap9:28236710-28237710(-)",151,-21.7,"2 22","936 954",20,"70.00%","80.00%","evm.model.Ap9.2624"
"1321","Cluster_595","3prime_UTR::Ap9:4006915-4007915(-)",157,-22.86,"2 19","867 891",19,"68.42%","84.21%","evm.model.Ap9.368"
"1322","Cluster_595","3prime_UTR::Ap9:5415328-5416328(-)",148,-20.42,"2 22","203 226",21,"61.90%","71.43%","evm.model.Ap9.495"
"1323","Cluster_595","3prime_UTR::Ap9:7476367-7477367(+)",153,-20.67,"2 18","973 995",16,"75.00%","75.00%","evm.model.Ap9.700"
"1324","Cluster_595","3prime_UTR::Ap9:8369894-8370894(-)",152,-20.94,"2 21","225 247",19,"63.16%","73.68%","evm.model.Ap9.781"
"1325","Cluster_595","3prime_UTR::Ap9:9410483-9411483(-)",148,-20.64,"2 20","467 487",18,"66.67%","77.78%","evm.model.Ap9.858"
"1326","Cluster_595","3prime_UTR::Ap9:963494-964494(+)",161,-22.28,"2 22","716 736",20,"75.00%","85.00%","evm.model.Ap9.106"
"1327","Cluster_597","3prime_UTR::Ap10:11721397-11722397(+)",161,-20.2,"2 18","122 141",16,"81.25%","81.25%","evm.model.Ap10.1129"
"1328","Cluster_597","3prime_UTR::Ap10:11816955-11817955(-)",177,-24.63,"2 18","604 623",16,"93.75%","93.75%","evm.model.Ap10.1139"
"1329","Cluster_597","3prime_UTR::Ap12:16231844-16232725(+)",167,-23.27,"2 19","221 240",18,"88.89%","88.89%","evm.model.Ap12.1543"
"1330","Cluster_597","3prime_UTR::Ap14:14882931-14883931(+)",159,-20.55,"2 16","809 828",14,"85.71%","85.71%","evm.model.Ap14.1390"
"1331","Cluster_597","3prime_UTR::Ap14:8923389-8924389(+)",156,-20.11,"2 18","76 97",18,"77.78%","77.78%","evm.model.Ap14.837"
"1332","Cluster_597","3prime_UTR::Ap1:35358602-35359602(+)",170,-24.76,"2 19","489 508",17,"82.35%","88.24%","evm.model.Ap1.3435"
"1333","Cluster_597","3prime_UTR::Ap2:10585195-10585689(+)",159,-21.21,"2 19","379 398",18,"83.33%","83.33%","evm.model.Ap2.1049"
"1334","Cluster_597","3prime_UTR::Ap2:419141-420141(-)",161,-20.2,"2 18","878 897",16,"81.25%","81.25%","evm.model.Ap2.41"
"1335","Cluster_597","3prime_UTR::Ap2:8508410-8509410(-)",161,-20.2,"2 18","699 718",16,"81.25%","81.25%","evm.model.Ap2.823"
"1336","Cluster_597","3prime_UTR::Ap3:14780888-14781888(-)",167,-20.23,"2 16","929 948",14,"92.86%","92.86%","evm.model.Ap3.1300"
"1337","Cluster_597","3prime_UTR::Ap4:16021224-16022151(+)",154,-20.5,"2 18","33 50",16,"81.25%","81.25%","evm.model.Ap4.1551"
"1341","Cluster_597","3prime_UTR::Ap4:28379496-28380496(-)",168,-20.26,"2 18","243 263",17,"88.24%","88.24%","evm.model.Ap4.3799"
"1342","Cluster_597","3prime_UTR::Ap4:46091961-46092961(+)",168,-21.63,"2 19","552 570",17,"88.24%","88.24%","evm.model.Ap4.6190"
"1343","Cluster_597","3prime_UTR::Ap4:50793257-50794257(-)",162,-20.7,"2 19","30 47",17,"88.24%","88.24%","evm.model.Ap4.6613"
"1344","Cluster_597","3prime_UTR::Ap5:24600339-24601339(-)",173,-20.89,"2 19","362 382",18,"88.89%","88.89%","evm.model.Ap5.2356"
"1345","Cluster_597","3prime_UTR::Ap5:3178914-3179914(+)",152,-20.31,"2 19","55 73",17,"76.47%","76.47%","evm.model.Ap5.294"
"1346","Cluster_597","3prime_UTR::Ap6:8961435-8962435(+)",168,-25.46,"2 18","442 463",18,"83.33%","88.89%","evm.model.Ap6.939"
"1347","Cluster_597","3prime_UTR::Ap7:24236831-24237708(-)",159,-20.28,"2 17","413 434",17,"82.35%","82.35%","evm.model.Ap7.2315"
"1351","Cluster_597","3prime_UTR::Ap8:10878951-10879951(-)",161,-20.2,"2 18","938 957",16,"81.25%","81.25%","evm.model.Ap8.979"
"1352","Cluster_597","3prime_UTR::Ap8:11461202-11462202(+)",169,-20.13,"2 18","861 880",16,"87.50%","87.50%","evm.model.Ap8.1033"
"1353","Cluster_597","3prime_UTR::Ap8:14733403-14734403(-)",157,-20.42,"2 19","450 470",18,"77.78%","77.78%","evm.model.Ap8.1316"
"1354","Cluster_597","3prime_UTR::Ap9:25536393-25537393(-)",161,-20.32,"2 19","965 986",19,"78.95%","78.95%","evm.model.Ap9.2361"
"1355","Cluster_597","3prime_UTR::Ap9:9473382-9474382(-)",162,-22.13,"2 15","478 497",13,"92.31%","92.31%","evm.model.Ap9.864"
