Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap7:28967638-28968088	Cluster_1953	N	0	3	8887
Ap7:28968592-28969036	Cluster_1954	N	0	0	259
Ap7:28970740-28971167	Cluster_1955	N	28	11	1
Ap7:29009406-29009823	Cluster_1956	N	0	11	54
Ap7:29139636-29140051	Cluster_1957	N	0	1	31
Ap7:29669976-29670396	Cluster_1958	N	57	27	34
Ap7:29709962-29710379	Cluster_1959	N	31	17	18
Ap7:29743142-29743556	Cluster_1960	N	0	6	33
Ap7:29833029-29833459	Cluster_1961	N	136	6	8
Ap7:29836993-29837432	Cluster_1962	N	55	8	6
Ap7:29842377-29842798	Cluster_1963	N	38	6	7
Ap7:29843234-29843667	Cluster_1964	N	60	8	5
Ap7:29959021-29959434	Cluster_1965	N	0	0	34
Ap7:30033069-30033667	Cluster_1966	N	246	41	25
Ap7:30050893-30051309	Cluster_1967	N	6	12	7
Ap7:30065569-30065986	Cluster_1968	N	28	440	302
Ap7:30079921-30080396	Cluster_1969	N	63	8	8
Ap7:30086897-30087312	Cluster_1970	N	3	28	51
Ap7:30217279-30217688	Cluster_1971	N	0	0	19
Ap7:30335450-30335872	Cluster_1972	N	20	16	2
Ap7:30488156-30488572	Cluster_1973	N	3	44	65
Ap7:30495354-30495761	Cluster_1974	N	0	5	17
Ap7:30531840-30532274	Cluster_1975	N	123	26	34
Ap7:30535077-30535512	Cluster_1976	N	125	25	40
Ap7:30552642-30553071	Cluster_1977	N	93	0	0
Ap7:30556159-30556592	Cluster_1978	N	126	19	33
Ap7:30557116-30557587	Cluster_1979	N	744	0	1
Ap7:30672857-30673271	Cluster_1980	N	4	13	13
Ap7:30679093-30679504	Cluster_1981	N	0	6	21
Ap7:30839838-30840265	Cluster_1982	N	31	14	4
Ap7:30845938-30846370	Cluster_1983	N	35	17	7
Ap7:30986053-30986470	Cluster_1984	N	14	9	12
Ap6:1639-2052	Cluster_1985	N	4	9	8
Ap6:379401-379817	Cluster_1986	N	11	28	34
Ap6:437813-438282	Cluster_1987	N	285	455	297
Ap6:496497-496914	Cluster_1988	N	4	18	11
Ap6:509069-509498	Cluster_1989	N	17	59	12
Ap6:644410-644823	Cluster_1990	N	0	0	49
Ap6:1079084-1079495	Cluster_1991	N	2	1	26
Ap6:1216234-1216651	Cluster_1992	N	4	1	29
Ap6:1570310-1570727	Cluster_1993	N	125	754	645
Ap6:1593489-1593909	Cluster_1994	N	39	14	7
Ap6:1665828-1666245	Cluster_1995	N	8	76	63
Ap6:1789998-1790478	Cluster_1996	N	1260	163	127
Ap6:1819988-1820471	Cluster_1997	N	366	0	0
Ap6:1855832-1856242	Cluster_1998	N	1	12	8
Ap6:1867922-1868404	Cluster_1999	N	613	74	114
Ap6:1869139-1869620	Cluster_2000	N	274	82	19
Ap6:1972721-1973137	Cluster_2001	N	5	21	25
Ap6:2014183-2014598	Cluster_2002	N	4	58	192
Ap6:2053713-2057135	Cluster_2003	N	1683	1979	1731
Ap6:2057724-2058645	Cluster_2004	N	134	43	36
Ap6:2058995-2059457	Cluster_2005	N	57	39	26
Ap6:2060219-2063117	Cluster_2006	N	1541	1557	1094
Ap6:2063912-2064344	Cluster_2007	N	16	32	26
Ap6:2124575-2125102	Cluster_2008	N	935	245	429
Ap6:2332088-2332500	Cluster_2009	N	0	21	3
Ap6:2332948-2333364	Cluster_2010	N	16	2	3
Ap6:2803790-2804207	Cluster_2011	N	6	17	12
Ap6:2818107-2818538	Cluster_2012	N	59	18	14
Ap6:2857751-2858168	Cluster_2013	N	0	1	85
Ap6:2998824-2999237	Cluster_2014	N	1	18	11
Ap6:3163376-3163787	Cluster_2015	N	2	9	23
Ap6:3664438-3664855	Cluster_2016	N	42	45	14
Ap6:3773605-3774021	Cluster_2017	N	3	70	38
Ap6:3811702-3812113	Cluster_2018	N	2	19	5
Ap6:3812519-3812934	Cluster_2019	N	0	42	8
Ap6:3883888-3884302	Cluster_2020	N	16	136	182
Ap6:3899969-3900384	Cluster_2021	N	1	6	23
Ap6:4048118-4048534	Cluster_2022	N	3	1	121
Ap6:4093575-4093993	Cluster_2023	N	2	20	48
Ap6:4232116-4232531	Cluster_2024	N	0	18	44
Ap6:4290807-4291231	Cluster_2025	N	22	1	0
Ap6:4430067-4430483	Cluster_2026	N	32	37	23
Ap6:4493465-4493876	Cluster_2027	N	1	15	10
Ap6:4547827-4548244	Cluster_2028	N	8	29	26
Ap6:4584330-4584746	Cluster_2029	N	11	13	12
Ap6:4750240-4750655	Cluster_2030	N	0	17	34
Ap6:4799198-4799608	Cluster_2031	N	0	3	16
Ap6:4802441-4802856	Cluster_2032	N	8	5	37
Ap6:4892197-4892614	Cluster_2033	N	2	7	16
Ap6:4895621-4896034	Cluster_2034	N	0	9	47
Ap6:4968286-4968702	Cluster_2035	N	44	97	76
Ap6:5123142-5123553	Cluster_2036	N	4	14	60
Ap6:5273661-5274076	Cluster_2037	N	31	303	977
Ap6:5275930-5276344	Cluster_2038	N	0	5	15
Ap6:5462105-5462516	Cluster_2039	N	1	20	5
Ap6:5474321-5474737	Cluster_2040	N	10	104	66
Ap6:5596955-5597368	Cluster_2041	N	0	14	12
Ap6:5983410-5983826	Cluster_2042	N	4	9	7
Ap6:6272403-6272818	Cluster_2043	N	5	12	4
Ap6:6335178-6335649	Cluster_2044	N	70	102	41
Ap6:6370727-6371142	Cluster_2045	N	8	13	1
Ap6:6530648-6531067	Cluster_2046	N	7	48	45
Ap6:6651354-6651766	Cluster_2047	N	1	13	8
Ap6:6824430-6824844	Cluster_2048	N	14	1	6
Ap6:7059004-7059422	Cluster_2049	N	0	4	109
Ap6:7333576-7333992	Cluster_2050	N	11	7	9
Ap6:7431607-7432027	Cluster_2051	N	41	51	133
Ap6:7773760-7774175	Cluster_2052	N	0	0	47
Ap6:7860377-7860791	Cluster_2053	N	1	14	13
Ap6:7989239-7989655	Cluster_2054	N	0	9	24
Ap6:8307262-8307677	Cluster_2055	N	2	14	31
Ap6:8527677-8528095	Cluster_2056	N	20	0	8
Ap6:8647016-8647453	Cluster_2057	N	68	1	4
Ap6:8758857-8759274	Cluster_2058	N	7	59	44
Ap6:8985369-8985785	Cluster_2059	N	10	9	0
Ap6:9005403-9005819	Cluster_2060	N	14	24	14
Ap6:9210901-9211320	Cluster_2061	N	525	1794	1374
Ap6:9212381-9212797	Cluster_2062	N	79	334	183
Ap6:9220675-9221310	Cluster_2063	N	441	146	518
Ap6:9322337-9322748	Cluster_2064	N	0	4	16
Ap6:9997049-9997460	Cluster_2065	N	0	0	22
Ap6:10100918-10101329	Cluster_2066	N	0	4	24
Ap6:10389830-10390244	Cluster_2067	N	3	14	48
Ap6:10554019-10555818	Cluster_2068	N	5791	1416	3318
Ap6:10567413-10567827	Cluster_2069	N	0	0	69
Ap6:10703626-10704041	Cluster_2070	N	2	7	28
Ap6:10743784-10744202	Cluster_2071	N	27	39	23
Ap6:10879033-10879449	Cluster_2072	N	4	45	202
Ap6:10919320-10919746	Cluster_2073	N	15	56	48
Ap6:10958119-10958537	Cluster_2074	N	22	38	50
Ap6:11214441-11214864	Cluster_2075	N	59	20	7
Ap6:11527264-11527680	Cluster_2076	N	3	5	71
Ap6:11744695-11745108	Cluster_2077	N	0	6	16
Ap6:11846072-11846490	Cluster_2078	N	129	287	290
Ap6:11980875-11981291	Cluster_2079	N	11	16	11
Ap6:11985782-11986197	Cluster_2080	N	13	68	92
Ap6:12127517-12127930	Cluster_2081	N	0	0	22
Ap6:12310252-12310727	Cluster_2082	N	266	603	556
Ap6:12332506-12332923	Cluster_2083	N	28	286	188
Ap6:12532393-12532810	Cluster_2084	N	27	23	27
Ap6:12538369-12538782	Cluster_2085	N	2	10	16
Ap6:12574815-12575377	Cluster_2086	N	157	12	12
Ap6:12781485-12781901	Cluster_2087	N	3	29	21
Ap6:12784005-12784462	Cluster_2088	N	65	11	14
Ap6:12840845-12841284	Cluster_2089	N	50	6	14
Ap6:12903753-12904194	Cluster_2090	N	59	19	18
Ap6:13044562-13044978	Cluster_2091	N	1	17	8
Ap6:13093412-13093831	Cluster_2092	N	17	10	7
Ap6:13224432-13224849	Cluster_2093	N	149	802	505
Ap6:13245042-13245505	Cluster_2094	N	0	47	20
Ap6:13262810-13263225	Cluster_2095	N	0	0	51
Ap6:13309110-13309526	Cluster_2096	N	9	87	50
Ap6:13651944-13652358	Cluster_2097	N	3	4	13
Ap6:13853571-13853981	Cluster_2098	N	0	6	13
Ap6:13856883-13857297	Cluster_2099	N	0	2	33
Ap6:13901687-13902104	Cluster_2100	N	0	1	371
Ap6:13909991-13910410	Cluster_2101	N	203	616	650
Ap6:13982657-13983069	Cluster_2102	N	0	11	22
Ap6:14056940-14057351	Cluster_2103	N	1	2	18
Ap6:14076775-14077191	Cluster_2104	N	0	0	61
Ap6:14154830-14155241	Cluster_2105	N	0	0	40
Ap6:14169834-14170251	Cluster_2106	N	2	7	87
Ap6:14295808-14296225	Cluster_2107	N	16	98	56
Ap6:14411529-14411943	Cluster_2108	N	0	10	10
Ap6:14530214-14530627	Cluster_2109	N	0	44	2
Ap6:14550183-14550594	Cluster_2110	N	0	11	21
Ap6:14874324-14874737	Cluster_2111	N	0	45	58
Ap6:14926050-14926466	Cluster_2112	N	4	12	12
Ap6:15044647-15045059	Cluster_2113	N	0	1	24
Ap6:15339743-15340157	Cluster_2114	N	0	1	23
Ap6:15609506-15609926	Cluster_2115	N	2	30	79
Ap6:15684365-15684783	Cluster_2116	N	5	9	27
Ap6:15841672-15842092	Cluster_2117	N	27	108	70
Ap6:15901530-15901947	Cluster_2118	N	6	7	9
Ap6:15906745-15907154	Cluster_2119	N	22	6	1
Ap6:16089983-16090400	Cluster_2120	N	15	33	27
Ap6:16164918-16165334	Cluster_2121	N	1	5	53
Ap6:16194498-16194915	Cluster_2122	N	13	119	151
Ap6:16580495-16580912	Cluster_2123	N	2	26	22
Ap6:16718645-16719071	Cluster_2124	N	25	5	4
Ap6:17174115-17174527	Cluster_2125	N	0	14	6
Ap6:17506037-17506472	Cluster_2126	N	32	7	6
Ap6:17559157-17559605	Cluster_2127	N	39	12	2
Ap6:17569164-17569595	Cluster_2128	N	35	2	2
Ap6:17571765-17572221	Cluster_2129	N	40	8	5
Ap6:17573932-17574349	Cluster_2130	N	31	1	8
Ap6:17774502-17774925	Cluster_2131	N	33	6	10
Ap6:17776404-17776950	Cluster_2132	N	123	18	5
Ap6:17778492-17778915	Cluster_2133	N	53	2	4
Ap6:17779527-17779954	Cluster_2134	N	99	11	15
Ap6:17929771-17930226	Cluster_2135	N	0	51	61
Ap6:18208334-18208749	Cluster_2136	N	0	8	18
Ap6:18242960-18243375	Cluster_2137	N	198	202	757
Ap6:18328593-18329009	Cluster_2138	N	0	17	6
Ap6:18762933-18763349	Cluster_2139	N	10	43	54
Ap6:18978744-18979154	Cluster_2140	N	0	7	16
Ap6:18979743-18980157	Cluster_2141	N	0	1	31
Ap6:19103320-19103733	Cluster_2142	N	3	18	6
Ap6:19140907-19141322	Cluster_2143	N	0	4	28
Ap6:19237990-19238412	Cluster_2144	N	7	43	33
Ap6:19314401-19314821	Cluster_2145	N	122	1861	1297
Ap6:19317396-19317815	Cluster_2146	N	9	43	46
Ap6:19395963-19396374	Cluster_2147	N	0	23	0
Ap6:19539653-19540068	Cluster_2148	N	0	14	7
Ap6:19568335-19568793	Cluster_2149	N	81	5	9
Ap6:19748288-19748701	Cluster_2150	N	1	6	23
Ap6:19795896-19796311	Cluster_2151	N	2	16	7
Ap6:19818411-19818824	Cluster_2152	N	5	5	9
Ap6:19830489-19830903	Cluster_2153	N	0	5	15
Ap6:19920180-19920596	Cluster_2154	N	3	59	56
Ap6:19969480-19969893	Cluster_2155	N	0	8	12
Ap6:19990773-19991190	Cluster_2156	N	11	11	21
Ap6:20084864-20085280	Cluster_2157	N	0	1	76
Ap6:20095155-20095569	Cluster_2158	N	1	5	17
Ap6:20187877-20188304	Cluster_2159	N	86	13	9
Ap6:20201780-20202183	Cluster_2160	N	20	0	0
Ap6:20279287-20279699	Cluster_2161	N	0	0	26
Ap6:20397993-20398412	Cluster_2162	N	6	16	66
Ap6:20432117-20432532	Cluster_2163	N	0	5	32
Ap6:20454874-20455292	Cluster_2164	N	109	209	190
Ap6:20608831-20609248	Cluster_2165	N	22	3	0
Ap6:20769169-20769588	Cluster_2166	N	64	173	119
Ap6:21186421-21186837	Cluster_2167	N	3	34	39
Ap6:21291138-21291558	Cluster_2168	N	25	2	6
Ap6:21383297-21383714	Cluster_2169	N	8	12	2
Ap6:21440024-21440435	Cluster_2170	N	0	18	12
Ap6:21564573-21564986	Cluster_2171	N	0	0	40
Ap6:21868632-21869048	Cluster_2172	N	2	9	22
Ap6:22074754-22075177	Cluster_2173	N	23	7	2
Ap6:22076327-22076750	Cluster_2174	N	35	8	3
Ap6:22080396-22080811	Cluster_2175	N	16	0	3
Ap6:22353587-22354002	Cluster_2176	N	1	13	28
Ap6:22394222-22394635	Cluster_2177	N	0	28	4
Ap6:22428450-22428866	Cluster_2178	N	2	57	44
Ap6:22555237-22555652	Cluster_2179	N	7	10	12
Ap6:22634899-22635317	Cluster_2180	N	67	7	2
Ap6:22738938-22739370	Cluster_2181	N	32	0	5
Ap6:22743961-22744382	Cluster_2182	N	5	11	13
Ap6:22758590-22759019	Cluster_2183	N	20	0	0
Ap6:22849151-22849579	Cluster_2184	N	32	17	13
Ap6:23034107-23034526	Cluster_2185	N	24	3	10
Ap6:23171285-23171701	Cluster_2186	N	3	9	24
Ap6:23262472-23262886	Cluster_2187	N	8	4	9
Ap6:23305135-23305598	Cluster_2188	N	189	15	16
Ap6:23307561-23307985	Cluster_2189	N	31	7	1
Ap6:23408228-23408786	Cluster_2190	N	11736	5180	3339
Ap6:23457461-23457891	Cluster_2191	N	57	1	7
Ap6:23549907-23550324	Cluster_2192	N	14	48	42
Ap6:23591763-23592182	Cluster_2193	N	23	2	1
Ap6:23592655-23593184	Cluster_2194	N	148	28	16
Ap6:23637649-23638060	Cluster_2195	N	0	0	32
Ap6:23672647-23673064	Cluster_2196	N	12	37	22
Ap6:23703374-23703790	Cluster_2197	N	4	24	18
Ap6:23799080-23799495	Cluster_2198	N	0	3	22
Ap6:23963630-23964047	Cluster_2199	N	5	13	32
Ap6:24089740-24090153	Cluster_2200	N	0	4	17
Ap6:24198357-24198772	Cluster_2201	N	1	12	6
Ap6:24242218-24242629	Cluster_2202	N	0	10	15
Ap6:24315408-24315826	Cluster_2203	N	7	5	37
Ap6:24406712-24407128	Cluster_2204	N	27	44	38
Ap6:24634481-24634895	Cluster_2205	N	3	57	259
Ap6:24638644-24639062	Cluster_2206	N	12	93	53
Ap6:24645240-24645657	Cluster_2207	N	29	107	101
Ap6:24700020-24700515	Cluster_2208	N	1092	469	280
Ap6:24780669-24781087	Cluster_2209	N	18	11	8
Ap6:24816652-24817075	Cluster_2210	N	43	0	12
Ap6:24817111-24817533	Cluster_2211	N	32	10	7
Ap6:24984808-24985226	Cluster_2212	N	1100	687	645
Ap6:25102500-25102912	Cluster_2213	N	1	13	26
Ap6:25151761-25152176	Cluster_2214	N	3	6	21
Ap6:25348561-25348979	Cluster_2215	N	79	267	244
Ap6:25384424-25384859	Cluster_2216	N	103	12	8
Ap6:25590052-25590465	Cluster_2217	N	0	5	24
Ap6:25830953-25831365	Cluster_2218	N	0	3	37
Ap6:25964713-25965136	Cluster_2219	N	53	7	15
Ap6:25965691-25966190	Cluster_2220	N	208	47	13
Ap6:25976447-25976916	Cluster_2221	N	127	12	7
Ap6:25977854-25978293	Cluster_2222	N	80	17	7
Ap6:25992777-25993213	Cluster_2223	N	36	2	4
Ap6:26024777-26025187	Cluster_2224	N	0	0	19
Ap6:26183102-26183515	Cluster_2225	N	0	24	4
Ap6:26185749-26186166	Cluster_2226	N	1	24	6
Ap6:26280109-26280525	Cluster_2227	N	4	13	11
Ap6:26290573-26290989	Cluster_2228	N	25	62	49
Ap6:26668337-26668749	Cluster_2229	N	0	5	14
Ap6:26722294-26722709	Cluster_2230	N	4	25	11
Ap6:26773955-26774371	Cluster_2231	N	1	29	22
Ap6:26824094-26824510	Cluster_2232	N	4	5	18
Ap6:26850836-26851254	Cluster_2233	N	43	69	48
Ap6:26880858-26881273	Cluster_2234	N	1	23	11
Ap6:27011010-27011424	Cluster_2235	N	0	0	39
Ap6:27098483-27098901	Cluster_2236	N	16	26	24
Ap6:27215422-27215838	Cluster_2237	N	2	91	45
Ap6:27354343-27354776	Cluster_2238	N	41	9	7
Ap6:27356003-27356428	Cluster_2239	N	75	5	8
Ap6:27357413-27357838	Cluster_2240	N	80	6	7
Ap6:27389501-27389916	Cluster_2241	N	0	6	29
Ap6:27613981-27614448	Cluster_2242	N	393	54	18
Ap6:27621117-27621557	Cluster_2243	N	375	60	44
Ap6:27745061-27745473	Cluster_2244	N	0	8	31
Ap6:27900060-27900481	Cluster_2245	N	5	20	18
Ap6:28069981-28070393	Cluster_2246	N	7	4	350
Ap6:28174884-28175299	Cluster_2247	N	2	37	23
Ap6:28177278-28177691	Cluster_2248	N	0	40	41
Ap6:28190787-28191203	Cluster_2249	N	14	16	47
Ap6:29051395-29051811	Cluster_2250	N	0	6	31
Ap6:29058571-29058993	Cluster_2251	N	22	90	89
Ap6:29070068-29070483	Cluster_2252	N	0	13	29
Ap6:29304299-29304720	Cluster_2253	N	19	138	135
Ap6:29312794-29313209	Cluster_2254	N	4	7	8
Ap6:29373149-29373562	Cluster_2255	N	0	9	12
Ap6:29652527-29653018	Cluster_2256	N	52	14	45
Ap6:29810065-29810487	Cluster_2257	N	26	69	71
Ap6:29917162-29917582	Cluster_2258	N	12	14	12
Ap6:30065786-30066207	Cluster_2259	N	131	248	233
Ap6:30319144-30319556	Cluster_2260	N	0	6	16
Ap6:30417728-30418143	Cluster_2261	N	0	4	21
Ap6:30662471-30662886	Cluster_2262	N	0	4	24
Ap6:30681772-30682195	Cluster_2263	N	23	0	8
Ap6:30688625-30689043	Cluster_2264	N	7	11	6
Ap6:30747063-30747490	Cluster_2265	N	19	1	3
Ap6:30816436-30817197	Cluster_2266	N	341	60	43
Ap6:30895705-30896126	Cluster_2267	N	20	2	1
Ap6:31096624-31097035	Cluster_2268	N	0	1	23
Ap6:31144825-31145228	Cluster_2269	N	41	22	8
Ap6:31168230-31168640	Cluster_2270	N	1	0	21
Ap6:31235841-31236254	Cluster_2271	N	0	8	13
Ap6:31440405-31440809	Cluster_2272	N	0	9	22
Ap6:31667278-31667695	Cluster_2273	N	3	21	21
Ap6:31668524-31668937	Cluster_2274	N	0	0	20
Ap6:31739282-31739698	Cluster_2275	N	10	145	167
Ap6:31822404-31822821	Cluster_2276	N	2	43	28
Ap6:32015223-32015641	Cluster_2277	N	37	66	69
Ap6:32032496-32033035	Cluster_2278	N	201	41	21
Ap6:32037120-32037546	Cluster_2279	N	80	10	5
Ap6:32225899-32226314	Cluster_2280	N	0	19	21
Ap6:32248697-32249167	Cluster_2281	N	25	29	23
Ap6:32407163-32407580	Cluster_2282	N	22	165	155
Ap6:32410705-32411120	Cluster_2283	N	1	16	8
Ap6:32434024-32434436	Cluster_2284	N	1	9	19
Ap6:32476041-32476459	Cluster_2285	N	0	17	15
Ap6:32512826-32513241	Cluster_2286	N	0	7	76
Ap6:32573147-32573577	Cluster_2287	N	32	19	9
Ap6:32719508-32719922	Cluster_2288	N	0	4	29
Ap6:32971373-32971799	Cluster_2289	N	338	824	163
Ap6:33061205-33061622	Cluster_2290	N	25	8	10
Ap6:33209733-33210145	Cluster_2291	N	0	25	5
Ap6:33447062-33447476	Cluster_2292	N	0	0	23
Ap6:33567854-33568329	Cluster_2293	N	93	10	2
Ap6:33588879-33589301	Cluster_2294	N	95	8	18
Ap6:33611164-33611580	Cluster_2295	N	0	10	47
Ap6:33640356-33640780	Cluster_2296	N	24	28	11
Ap6:33660202-33660613	Cluster_2297	N	1	20	0
Ap6:33796729-33797144	Cluster_2298	N	6	20	24
Ap6:33820434-33820850	Cluster_2299	N	2	25	8
Ap13:198218-198636	Cluster_2300	N	9	16	26
Ap13:425627-426039	Cluster_2301	N	0	1	40
Ap13:427544-427956	Cluster_2302	N	1	0	34
Ap13:530534-530951	Cluster_2303	N	31	0	3
Ap13:532055-532494	Cluster_2304	N	110	10	15
Ap13:539371-539810	Cluster_2305	N	93	10	4
Ap13:729684-730100	Cluster_2306	N	15	18	42
Ap13:782770-783185	Cluster_2307	N	0	4	39
Ap13:890620-891034	Cluster_2308	N	0	12	8
Ap13:940109-940521	Cluster_2309	N	0	23	2
Ap13:989519-989936	Cluster_2310	N	19	8	17
Ap13:1036479-1036895	Cluster_2311	N	13	9	5
Ap13:1128182-1128599	Cluster_2312	N	15	123	155
Ap13:1241956-1242376	Cluster_2313	N	154	568	416
Ap13:1256901-1258150	Cluster_2314	N	449	112	116
Ap13:1277065-1277479	Cluster_2315	N	0	14	18
Ap13:1654878-1655290	Cluster_2316	N	0	0	43
Ap13:2217773-2218189	Cluster_2317	N	5	33	24
Ap13:2323650-2324065	Cluster_2318	N	8	12	2
Ap13:2671447-2671861	Cluster_2319	N	1	12	10
Ap13:2723447-2723849	Cluster_2320	N	15	1	3
Ap13:2726649-2727066	Cluster_2321	N	12	20	18
Ap13:3019057-3019472	Cluster_2322	N	7	23	5
Ap13:3371807-3372226	Cluster_2323	N	111	66	40
Ap13:3447808-3448219	Cluster_2324	N	1	7	12
Ap13:3639396-3639808	Cluster_2325	N	0	0	26
Ap13:3697183-3697600	Cluster_2326	N	72	35	10
Ap13:3729314-3729775	Cluster_2327	N	1149	1197	1821
Ap13:3861570-3861982	Cluster_2328	N	0	17	17
Ap13:3961242-3961658	Cluster_2329	N	8	23	17
Ap13:4070694-4071109	Cluster_2330	N	0	1	54
Ap13:4110317-4110732	Cluster_2331	N	1	0	42
Ap13:4171762-4172179	Cluster_2332	N	21	11	26
Ap13:4299414-4299829	Cluster_2333	N	4	1	25
Ap13:4400855-4401269	Cluster_2334	N	0	7	30
Ap13:4453639-4454166	Cluster_2335	N	39	13	15
Ap13:4488681-4489099	Cluster_2336	N	14	42	124
Ap13:4573760-4574287	Cluster_2337	N	112	9	12
Ap13:4788001-4788417	Cluster_2338	N	0	1	52
Ap13:4950593-4951009	Cluster_2339	N	4	7	13
Ap13:5010774-5011194	Cluster_2340	N	64	10	13
Ap13:5086186-5086604	Cluster_2341	N	27	3	9
Ap13:5135749-5136167	Cluster_2342	N	27	65	60
Ap13:5141724-5142141	Cluster_2343	N	77	9	6
Ap13:5186737-5187151	Cluster_2344	N	1	1	34
Ap13:5481675-5482091	Cluster_2345	N	7	9	9
Ap13:5482446-5482862	Cluster_2346	N	0	8	102
Ap13:5511412-5512013	Cluster_2347	N	5968	6042	4336
Ap13:5646538-5646955	Cluster_2348	N	6	58	37
Ap13:5733470-5733883	Cluster_2349	N	0	1	28
Ap13:5764453-5764869	Cluster_2350	N	5	33	124
Ap13:5971160-5971576	Cluster_2351	N	5	50	43
Ap13:6428622-6429037	Cluster_2352	N	0	0	80
Ap13:6568740-6569154	Cluster_2353	N	0	0	61
Ap13:6579037-6579510	Cluster_2354	N	1265	243	410
Ap13:6726798-6727208	Cluster_2355	N	0	6	16
Ap13:7205560-7205974	Cluster_2356	N	15	12	1
Ap13:7237213-7237630	Cluster_2357	N	19	34	31
Ap13:7541252-7541666	Cluster_2358	N	0	19	11
Ap13:7660777-7661192	Cluster_2359	N	0	0	79
Ap13:7843300-7843719	Cluster_2360	N	108	477	402
Ap13:8081166-8081583	Cluster_2361	N	2	14	18
Ap13:8121628-8122046	Cluster_2362	N	0	13	15
Ap13:8181719-8182147	Cluster_2363	N	23	92	42
Ap13:8235888-8236302	Cluster_2364	N	2	5	13
Ap13:8515609-8516025	Cluster_2365	N	71	29	30
Ap13:8687956-8688372	Cluster_2366	N	0	153	5
Ap13:9030812-9031229	Cluster_2367	N	11	68	12
Ap13:9130831-9131246	Cluster_2368	N	2	26	0
Ap13:9151216-9151632	Cluster_2369	N	27	16	16
Ap13:9343593-9344009	Cluster_2370	N	0	0	22
Ap13:9468526-9468942	Cluster_2371	N	9	23	35
Ap13:10037590-10038049	Cluster_2372	N	126	44	99
Ap13:10115408-10115825	Cluster_2373	N	281	211	173
Ap13:10150658-10151076	Cluster_2374	N	18	140	77
Ap13:10364455-10364871	Cluster_2375	N	47	4	8
Ap13:10476268-10476685	Cluster_2376	N	279	211	173
Ap13:10619921-10620337	Cluster_2377	N	12	9	1
Ap13:10728225-10728642	Cluster_2378	N	27	29	18
Ap13:10734594-10735011	Cluster_2379	N	28	27	19
Ap13:10857665-10858081	Cluster_2380	N	15	48	47
Ap13:11075117-11075608	Cluster_2381	N	0	13	112
Ap13:11275735-11276155	Cluster_2382	N	40	120	118
Ap13:11521944-11522362	Cluster_2383	N	6	33	26
Ap13:11570317-11570733	Cluster_2384	N	0	21	52
Ap13:12281473-12281888	Cluster_2385	N	21	8	1
Ap13:12913521-12913937	Cluster_2386	N	30	19	11
Ap13:13033463-13033879	Cluster_2387	N	0	24	142
Ap13:13196062-13196479	Cluster_2388	N	1	43	165
Ap13:13249477-13249894	Cluster_2389	N	16	0	34
Ap13:13458000-13458402	Cluster_2390	N	0	17	2
Ap13:13677261-13677673	Cluster_2391	N	0	16	11
Ap13:13788119-13788536	Cluster_2392	N	20	122	15
Ap13:13902157-13902570	Cluster_2393	N	0	8	21
Ap13:13936394-13936807	Cluster_2394	N	7	6	13
Ap13:14020696-14021107	Cluster_2395	N	0	0	22
Ap13:14273096-14273515	Cluster_2396	N	22	19	26
Ap13:14350775-14351191	Cluster_2397	N	1	21	13
Ap13:14367073-14367486	Cluster_2398	N	5	0	25
Ap13:14522873-14523289	Cluster_2399	N	8	6	10
Ap13:14550690-14551103	Cluster_2400	N	0	4	33
Ap13:14756856-14757271	Cluster_2401	N	0	2	25
Ap13:14781694-14782107	Cluster_2402	N	0	10	28
Ap13:14880683-14881098	Cluster_2403	N	15	24	15
Ap13:15322416-15322830	Cluster_2404	N	1	84	3
Ap13:15325225-15325641	Cluster_2405	N	13	0	44
Ap13:15513092-15513504	Cluster_2406	N	1	2	16
Ap13:15554169-15554582	Cluster_2407	N	0	1	20
Ap13:15607370-15607790	Cluster_2408	N	44	67	89
Ap13:15665897-15666314	Cluster_2409	N	0	92	29
Ap13:16251327-16251742	Cluster_2410	N	2	0	43
Ap13:16408944-16409366	Cluster_2411	N	43	0	1
Ap13:17321279-17321696	Cluster_2412	N	1	0	75
Ap13:17475191-17475605	Cluster_2413	N	0	2	22
Ap13:17623068-17623482	Cluster_2414	N	0	20	63
Ap13:17624739-17625155	Cluster_2415	N	10	3	15
Ap13:17825624-17826038	Cluster_2416	N	0	1	39
Ap13:17950868-17951283	Cluster_2417	N	2	12	10
Ap13:18099485-18099900	Cluster_2418	N	25	17	7
Ap13:18203044-18203458	Cluster_2419	N	9	6	32
Ap13:18233891-18234305	Cluster_2420	N	0	7	34
Ap13:18447100-18447513	Cluster_2421	N	13	3	12
Ap13:18467495-18467910	Cluster_2422	N	0	4	175
Ap13:18474934-18475381	Cluster_2423	N	87	43	169
Ap13:18489460-18489907	Cluster_2424	N	87	37	184
Ap13:18642989-18643405	Cluster_2425	N	13	115	112
Ap13:18685326-18685739	Cluster_2426	N	0	0	73
Ap13:18773840-18774253	Cluster_2427	N	0	0	23
Ap13:18865169-18865585	Cluster_2428	N	26	9	1
Ap13:18869354-18869771	Cluster_2429	N	4	31	0
Ap13:18874213-18874628	Cluster_2430	N	7	12	18
Ap13:19366439-19366853	Cluster_2431	N	3	10	8
Ap13:19648930-19649346	Cluster_2432	N	2	15	13
