Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr1:14048527-14048954	Cluster_477	N	2	0	23	1
chr1:14055729-14056146	Cluster_478	N	15	4	0	2
chr1:14057498-14057904	Cluster_479	N	10	1	2	38
chr1:14073933-14074351	Cluster_480	N	218	1	13	0
chr1:14075429-14075843	Cluster_481	N	4	0	3	22
chr1:14095683-14096147	Cluster_482	N	0	1	25	33
chr1:14123295-14123726	Cluster_483	N	0	0	27	3
chr1:14125325-14125751	Cluster_484	N	3	0	14	8
chr1:14127401-14127823	Cluster_485	N	0	1	0	43
chr1:14128073-14128500	Cluster_486	N	4	0	14	6
chr1:14130100-14130531	Cluster_487	N	2	0	26	7
chr1:14142085-14142521	Cluster_488	N	0	47	89	73
chr1:14142862-14143777	Cluster_489	N	2	12	45	76
chr1:14148867-14149294	Cluster_490	N	6	0	9	9
chr1:14179369-14179797	Cluster_491	N	3	41	2	0
chr1:14240285-14240714	Cluster_492	N	0	0	2	26
chr1:14289644-14290070	Cluster_493	N	19	1	0	1
chr1:14306852-14307271	Cluster_494	N	8	3	36	0
chr1:14307526-14307943	Cluster_495	N	5	0	27	0
chr1:14322340-14322767	Cluster_496	N	0	0	26	2
chr1:14329989-14330523	Cluster_497	N	4	2	133	3
chr1:14348139-14348570	Cluster_498	N	29	1	54	9
chr1:14348703-14349328	Cluster_499	N	70	4	37	21
chr1:14351021-14351553	Cluster_500	N	94	4	73	26
chr1:14352254-14352660	Cluster_501	N	36	2	11	7
chr1:14365039-14365469	Cluster_502	N	2	5	20	0
chr1:14382001-14382422	Cluster_503	N	96	158	492	1128
chr1:14390753-14391171	Cluster_504	N	8	0	49	1
chr1:14392103-14392529	Cluster_505	N	20	2	27	8
chr1:14409295-14410010	Cluster_506	N	2	1	117	1
chr1:14459144-14459574	Cluster_507	N	27	0	3	0
chr1:14478451-14478861	Cluster_508	N	3	16	21	6
chr1:14478946-14479357	Cluster_509	N	1	10	23	9
chr1:14481297-14481725	Cluster_510	N	1	14	22	0
chr1:14483144-14483571	Cluster_511	N	0	1	90	7
chr1:14484794-14485491	Cluster_512	N	16	5	97	69
chr1:14486401-14486804	Cluster_513	N	5	3	24	12
chr1:14506405-14506806	Cluster_514	N	19	1	3	19
chr1:14527489-14527916	Cluster_515	N	9	0	12	4
chr1:14528724-14529137	Cluster_516	N	27	4	7	8
chr1:14530516-14530945	Cluster_517	N	296	25	114	10
chr1:14536935-14537352	Cluster_518	N	8	9	0	5
chr1:14548750-14549178	Cluster_519	N	35	6	9	21
chr1:14583626-14584054	Cluster_520	N	44	1	3	0
chr1:14610573-14611004	Cluster_521	N	41	12	19	7
chr1:14611086-14611526	Cluster_522	N	37	3	92	6
chr1:14612884-14613867	Cluster_523	N	97	9	179	7
chr1:14684542-14684957	Cluster_524	N	7	2	7	6
chr1:14716704-14717250	Cluster_525	N	44	34	103	2
chr1:14778472-14778889	Cluster_526	N	0	32	5	0
chr1:14788181-14788583	Cluster_527	N	1	0	53	0
chr1:14809537-14809950	Cluster_528	N	4	9	0	7
chr1:14838131-14838550	Cluster_529	N	1	0	36	0
chr1:14844969-14845395	Cluster_530	N	13	4	0	9
chr1:14919844-14920269	Cluster_531	N	10	0	31	4
chr1:14931990-14932408	Cluster_532	N	0	35	0	2
chr1:14944367-14944943	Cluster_533	N	14	0	33	102
chr1:14960391-14960808	Cluster_534	N	8	33	3	0
chr1:14987704-14988127	Cluster_535	N	0	7	14	0
chr1:15005680-15006109	Cluster_536	N	14	1	9	1
chr1:15033828-15034257	Cluster_537	N	0	0	2	45
chr1:15044747-15045174	Cluster_538	N	0	9	31	0
chr1:15047204-15047633	Cluster_539	N	17	0	6	12
chr1:15058526-15058953	Cluster_540	N	108	2	14	3
chr1:15060029-15060458	Cluster_541	N	31	8	19	14
chr1:15110272-15110948	Cluster_542	N	0	2	42	28
chr1:15111369-15111790	Cluster_543	N	0	9	0	17
chr1:15117742-15118170	Cluster_544	N	0	0	29	1
chr1:15193148-15193694	Cluster_545	N	80	0	0	36
chr1:15200153-15200581	Cluster_546	N	0	11	0	37
chr1:15220356-15220784	Cluster_547	N	1	4	35	3
chr1:15229588-15230019	Cluster_548	N	116	0	0	0
chr1:15295209-15295625	Cluster_549	N	7	0	21	23
chr1:15314732-15315159	Cluster_550	N	0	1	1	126
chr1:15340903-15341319	Cluster_551	N	0	8	26	2
chr1:15386414-15386831	Cluster_552	N	18	5	3	4
chr1:15405525-15406105	Cluster_553	N	0	1	106	1
chr1:15419846-15420265	Cluster_554	N	5	0	10	11
chr1:15426951-15427378	Cluster_555	N	1	0	20	4
chr1:15451605-15452022	Cluster_556	N	0	95	9	14
chr1:15457907-15458358	Cluster_557	N	24	0	5	94
chr1:15458557-15458997	Cluster_558	N	38	7	15	79
chr1:15463446-15463864	Cluster_559	N	25	2	0	0
chr1:15471726-15472150	Cluster_560	N	1	1	33	5
chr1:15506997-15507424	Cluster_561	N	22	5	0	14
chr1:15509775-15510190	Cluster_562	N	5	13	4	8
chr1:15515751-15516187	Cluster_563	N	42	12	50	4
chr1:15543409-15543839	Cluster_564	N	52	0	8	1
chr1:15544799-15545217	Cluster_565	N	9	4	23	11
chr1:15576823-15577238	Cluster_566	N	8	8	14	6
chr1:15635617-15636045	Cluster_567	N	9	9	42	19
chr1:15637018-15637436	Cluster_568	N	1	2	40	19
chr1:15637741-15638168	Cluster_569	N	0	3	29	20
chr1:15639280-15639698	Cluster_570	N	10	0	32	2
chr1:15642550-15642970	Cluster_571	N	25	128	461	19
chr1:15653147-15653574	Cluster_572	N	7	2	0	26
chr1:15745075-15745489	Cluster_573	N	15	0	6	1
chr1:15800021-15800451	Cluster_574	N	7	0	25	2
chr1:15848596-15849014	Cluster_575	N	1	34	0	0
chr1:15867292-15867710	Cluster_576	N	1	0	33	4
chr1:15871346-15871769	Cluster_577	N	8	5	15	1
chr1:15896202-15896620	Cluster_578	N	24	2	13	8
chr1:15907647-15908065	Cluster_579	N	0	2	17	3
chr1:15927992-15928435	Cluster_580	N	5	1	38	21
chr1:15962495-15963011	Cluster_581	N	11	4	58	31
chr1:15963477-15963905	Cluster_582	N	59	1	86	6
chr1:15967883-15968298	Cluster_583	N	0	8	11	4
chr1:15983870-15984287	Cluster_584	N	17	1	26	0
chr1:16010317-16010745	Cluster_585	N	1	4	20	8
chr1:16068378-16068806	Cluster_586	N	0	1	1	68
chr1:16107983-16108412	Cluster_587	N	24	1	25	2
chr1:16109932-16110361	Cluster_588	N	12	10	15	6
chr1:16110596-16111024	Cluster_589	N	14	1	27	40
chr1:16118275-16118703	Cluster_590	N	33	2	0	6
chr1:16136484-16136992	Cluster_591	N	381	100	755	9
chr1:16153072-16153493	Cluster_592	N	25	5	24	8
chr1:16161232-16161637	Cluster_593	N	21	0	1	0
chr1:16168309-16168737	Cluster_594	N	53	0	0	0
chr1:16206615-16207106	Cluster_595	N	19	3	87	10
chr1:16251857-16252286	Cluster_596	N	9	2	35	28
chr1:16256535-16256963	Cluster_597	N	2	3	39	11
chr1:16257174-16257737	Cluster_598	N	1	3	45	23
chr1:16304106-16304522	Cluster_599	N	23	32	11	0
chr1:16410867-16411294	Cluster_600	N	27	1	1	8
chr1:16437560-16437977	Cluster_601	N	1	1	18	6
chr1:16463359-16463811	Cluster_602	N	30	5	3	24
chr1:16473856-16474286	Cluster_603	N	53	7	18	4
chr1:16482357-16482785	Cluster_604	N	0	7	22	0
chr1:16489203-16489633	Cluster_605	N	54	0	7	1
chr1:16499378-16499804	Cluster_606	N	20	0	0	2
chr1:16581119-16581547	Cluster_607	N	27	1	10	7
chr1:16582617-16583384	Cluster_608	N	70	12	15	14
chr1:16586094-16586521	Cluster_609	N	48	2	0	1
chr1:16648728-16649146	Cluster_610	N	1	0	0	64
chr1:16690629-16691045	Cluster_611	N	4	25	12	12
chr1:16741800-16742219	Cluster_612	N	0	1	45	0
chr1:16771170-16771593	Cluster_613	N	0	1	10	26
chr1:16809975-16810397	Cluster_614	N	15	13	3	4
chr1:16816143-16816558	Cluster_615	N	1	21	4	1
chr1:16826535-16826952	Cluster_616	N	1	1	19	0
chr1:16933749-16934175	Cluster_617	N	21	0	6	0
chr1:16951347-16951765	Cluster_618	N	5	5	54	13
chr1:16970866-16971293	Cluster_619	N	20	1	1	0
chr1:17064398-17064826	Cluster_620	N	2	2	35	26
chr1:17108101-17108528	Cluster_621	N	0	0	22	1
chr1:17112982-17113410	Cluster_622	N	11	2	33	8
chr1:17113445-17113873	Cluster_623	N	22	17	2	1
chr1:17142258-17142676	Cluster_624	N	5	14	1	0
chr1:17198695-17199113	Cluster_625	N	4	28	200	90
chr1:17294503-17294938	Cluster_626	N	2	4	289	1
chr1:17319324-17319751	Cluster_627	N	21	0	35	1
chr1:17320860-17321288	Cluster_628	N	24	8	51	13
chr1:17321435-17321864	Cluster_629	N	53	15	59	27
chr1:17359647-17360074	Cluster_630	N	13	0	28	1
chr1:17360595-17361025	Cluster_631	N	0	0	32	0
chr1:17366011-17366441	Cluster_632	N	41	6	7	0
chr1:17367477-17368025	Cluster_633	N	140	5	1	0
chr1:17368534-17368959	Cluster_634	N	50	2	6	1
chr1:17393756-17394170	Cluster_635	N	1	2	4	12
chr1:17394841-17395257	Cluster_636	N	0	27	8	7
chr1:17534462-17534889	Cluster_637	N	0	1	32	1
chr1:17551421-17551847	Cluster_638	N	5	18	6	1
chr1:17602128-17602544	Cluster_639	N	0	42	25	4
chr1:17630834-17631263	Cluster_640	N	29	0	2	83
chr1:17632258-17632685	Cluster_641	N	1	0	1	23
chr1:17633061-17633490	Cluster_642	N	21	0	0	13
chr1:17645920-17646349	Cluster_643	N	1	0	0	42
chr1:17770212-17770642	Cluster_644	N	21	1	45	1
chr1:17774132-17774816	Cluster_645	N	43	8	64	6
chr1:17776080-17776516	Cluster_646	N	84	2	70	0
chr1:17777526-17778062	Cluster_647	N	39	1	32	0
chr1:17789580-17790180	Cluster_648	N	94	5	0	23
chr1:17791500-17791908	Cluster_649	N	29	8	1	12
chr1:17791929-17793337	Cluster_650	N	184	13	48	53
chr1:17793982-17794488	Cluster_651	N	28	1	42	28
chr1:17795081-17795506	Cluster_652	N	23	6	22	12
chr1:17796351-17796779	Cluster_653	N	42	0	30	30
chr1:17797348-17797778	Cluster_654	N	51	0	747	87
chr1:17797794-17798195	Cluster_655	N	8	0	30	10
chr1:17798916-17799405	Cluster_656	N	23	8	48	33
chr1:17801176-17801600	Cluster_657	N	14	0	8	15
chr1:17802072-17802667	Cluster_658	N	35	5	57	34
chr1:17803407-17803836	Cluster_659	N	36	8	49	6
chr1:17804081-17804563	Cluster_660	N	65	8	6	7
chr1:18048747-18049168	Cluster_661	N	1	1	31	0
chr1:18049427-18049844	Cluster_662	N	12	0	21	2
chr1:18050376-18050806	Cluster_663	N	0	0	25	0
chr1:18059655-18060084	Cluster_664	N	34	0	0	1
chr1:18061126-18061549	Cluster_665	N	37	0	2	0
chr1:18071177-18071593	Cluster_666	N	1	0	17	12
chr1:18162033-18162460	Cluster_667	N	39	0	2	2
chr1:18170613-18171041	Cluster_668	N	6	2	11	3
chr1:18174730-18175324	Cluster_669	N	4779	2674	12955	19229
chr1:18176806-18177235	Cluster_670	N	4	1	30	4
chr1:18205020-18205449	Cluster_671	N	6	1	32	4
chr1:18208022-18208450	Cluster_672	N	10	13	10	59
chr1:18235260-18235682	Cluster_673	N	8	2	13	7
chr1:18242852-18243279	Cluster_674	N	1	1	18	2
chr1:18243524-18243951	Cluster_675	N	1	1	15	11
chr1:18314765-18315182	Cluster_676	N	4	14	13	0
chr1:18318669-18319087	Cluster_677	N	2	8	28	0
chr1:18326242-18326657	Cluster_678	N	32	1	2	5
chr1:18339562-18339985	Cluster_679	N	2	1	33	0
chr1:18380132-18380560	Cluster_680	N	23	2	9	20
chr1:18398483-18398897	Cluster_681	N	1	15	11	4
chr1:18408839-18409255	Cluster_682	N	3	11	7	13
chr1:18415580-18415996	Cluster_683	N	2	0	25	1
chr1:18487984-18488402	Cluster_684	N	22	5	18	3
chr1:18511471-18511899	Cluster_685	N	28	3	0	0
chr1:18525508-18526012	Cluster_686	N	8	6	11	45
chr1:18543506-18543935	Cluster_687	N	20	0	14	10
chr1:18564681-18565110	Cluster_688	N	36	2	2	2
chr1:18574034-18574461	Cluster_689	N	28	2	0	7
chr1:18640703-18641135	Cluster_690	N	173	2	7	18
chr1:18750962-18751379	Cluster_691	N	19	4	2	0
chr1:18765099-18765517	Cluster_692	N	0	0	141	8
chr1:18839925-18840343	Cluster_693	N	5	18	37	5
chr1:18852236-18852664	Cluster_694	N	18	1	0	19
chr1:18852984-18853398	Cluster_695	N	17	0	5	2
chr1:18854445-18854874	Cluster_696	N	121	5	3	0
chr1:18861687-18862114	Cluster_697	N	5	0	29	1
chr1:18876421-18876852	Cluster_698	N	27	12	1	32
chr1:18876892-18877326	Cluster_699	N	73	11	45	12
chr1:18942701-18943119	Cluster_700	N	0	34	0	1
chr1:18972528-18972946	Cluster_701	N	104	0	1	0
chr1:18979124-18979962	Cluster_702	N	62	14	1	298
chr1:19024380-19024810	Cluster_703	N	12	1	0	33
chr1:19033427-19033840	Cluster_704	N	0	24	2	0
chr1:19050124-19050615	Cluster_705	N	5	1	152	76
chr1:19050930-19051358	Cluster_706	N	7	6	35	9
chr1:19052809-19053531	Cluster_707	N	14	5	32	104
chr1:19078043-19078634	Cluster_708	N	5	1	1	76
chr1:19083843-19084270	Cluster_709	N	3	0	41	2
chr1:19084864-19085290	Cluster_710	N	7	3	34	20
chr1:19086294-19086722	Cluster_711	N	2	5	38	2
chr1:19087632-19088190	Cluster_712	N	41	3	317	92
chr1:19168060-19168489	Cluster_713	N	61	4	60	16
chr1:19170158-19170612	Cluster_714	N	27	6	47	29
chr1:19215922-19216406	Cluster_715	N	5	10	64	58
chr1:19217642-19218054	Cluster_716	N	3	1	11	11
chr1:19220611-19221038	Cluster_717	N	15	2	11	14
chr1:19259286-19259702	Cluster_718	N	4	18	3	0
chr1:19267772-19268200	Cluster_719	N	39	5	1	804
chr1:19287732-19288518	Cluster_720	N	35	3	24	13
chr1:19405369-19405787	Cluster_721	N	0	0	5	23
chr1:19411489-19411916	Cluster_722	N	4	0	32	1
chr1:19412214-19412795	Cluster_723	N	39	8	174	26
chr1:19413043-19413472	Cluster_724	N	34	1	7	3
chr1:19413599-19414029	Cluster_725	N	7	0	112	2
chr1:19429953-19430382	Cluster_726	N	0	1	48	7
chr1:19447594-19448023	Cluster_727	N	17	4	0	0
chr1:19483658-19484086	Cluster_728	N	1	0	23	0
chr1:19487199-19487627	Cluster_729	N	20	1	1	0
chr1:19496065-19496480	Cluster_730	N	14	40	7	7
chr1:19567529-19567957	Cluster_731	N	30	4	246	4
chr1:19568699-19569682	Cluster_732	N	25	3	62	29
chr1:19570294-19571151	Cluster_733	N	21	11	92	18
chr1:19615063-19615481	Cluster_734	N	25	3	0	2
chr1:19625087-19625516	Cluster_735	N	15	2	0	23
chr1:19671264-19671690	Cluster_736	N	0	1	1	46
chr1:19678970-19679388	Cluster_737	N	14	3	12	4
chr1:19693881-19694381	Cluster_738	N	71	1	63	1
chr1:19703146-19703573	Cluster_739	N	45	1	3	3
chr1:19705325-19705754	Cluster_740	N	49	0	0	0
chr1:19766751-19767271	Cluster_741	N	0	24	0	24
chr1:19800384-19800813	Cluster_742	N	3	2	86	0
chr1:19802364-19802783	Cluster_743	N	3	6	42	2
chr1:19809809-19810226	Cluster_744	N	32	4	5	3
chr1:19836671-19837582	Cluster_745	N	102	21	77	77
chr1:19861164-19861591	Cluster_746	N	2	2	22	5
chr1:19869232-19869665	Cluster_747	N	65	4	1	63
chr1:19884096-19884524	Cluster_748	N	17	0	10	23
chr1:19884771-19885206	Cluster_749	N	33	7	18	46
chr1:19905491-19905920	Cluster_750	N	0	0	82	1
chr1:19907767-19908193	Cluster_751	N	8	2	13	0
chr1:19930171-19930585	Cluster_752	N	4	21	2	2
chr1:19932578-19933005	Cluster_753	N	0	3	26	0
chr1:19934986-19935402	Cluster_754	N	16	0	7	20
chr1:19936099-19936528	Cluster_755	N	44	2	6	5
chr1:19956256-19956685	Cluster_756	N	77	46	462	113
chr1:19957731-19958157	Cluster_757	N	14	2	57	12
chr1:19958290-19960283	Cluster_758	N	238	61	484	167
chr1:19960903-19961945	Cluster_759	N	87	28	147	111
chr1:19962804-19963541	Cluster_760	N	89	0	21	94
chr1:19963720-19964148	Cluster_761	N	10	1	10	9
chr1:19968076-19968663	Cluster_762	N	15	2	51	0
chr1:19970239-19970658	Cluster_763	N	48	1	2	43
chr1:19971446-19971875	Cluster_764	N	3	0	22	18
chr1:19972298-19972797	Cluster_765	N	11	0	19	25
chr1:19973082-19973511	Cluster_766	N	14	9	11	4
chr1:19974619-19975382	Cluster_767	N	148	6	74	30
chr1:19976044-19976482	Cluster_768	N	29	2	24	4
chr1:19978797-19979219	Cluster_769	N	12	3	8	3
chr1:19980085-19980762	Cluster_770	N	49	13	51	26
chr1:19980834-19982117	Cluster_771	N	103	11	100	49
chr1:19984163-19984646	Cluster_772	N	40	67	0	116
chr1:19987859-19988287	Cluster_773	N	12	0	10	19
chr1:19989267-19989813	Cluster_774	N	35	14	33	9
chr1:19990246-19990808	Cluster_775	N	28	8	66	62
chr1:19995528-19995947	Cluster_776	N	19	7	20	5
chr1:19996592-19997021	Cluster_777	N	0	11	1	30
chr1:19999079-19999495	Cluster_778	N	29	1	7	7
chr1:20002118-20002546	Cluster_779	N	27	2	7	11
chr1:20005000-20005428	Cluster_780	N	41	3	16	10
chr1:20006648-20007414	Cluster_781	N	286	2	97	24
chr1:20014410-20014838	Cluster_782	N	14	7	31	10
chr1:20019624-20020049	Cluster_783	N	14	7	33	9
chr1:20024714-20025254	Cluster_784	N	32	28	51	21
chr1:20025257-20026449	Cluster_785	N	116	20	97	75
chr1:20030692-20031120	Cluster_786	N	25	2	35	27
chr1:20031567-20032022	Cluster_787	N	30	2	30	31
chr1:20032109-20032510	Cluster_788	N	7	0	25	9
chr1:20033861-20035107	Cluster_789	N	51	22	166	54
chr1:20039776-20040560	Cluster_790	N	13	2	81	137
chr1:20041203-20042064	Cluster_791	N	78	21	32	151
chr1:20042220-20043469	Cluster_792	N	299	39	104	59
chr1:20044123-20044862	Cluster_793	N	58	21	98	63
chr1:20044934-20045427	Cluster_794	N	78	28	98	65
chr1:20046437-20046845	Cluster_795	N	18	0	11	1
chr1:20047266-20047696	Cluster_796	N	57	0	43	28
chr1:20048079-20048489	Cluster_797	N	27	2	27	15
chr1:20049161-20049590	Cluster_798	N	16	1	25	13
chr1:20051947-20052376	Cluster_799	N	19	0	21	9
chr1:20053001-20053430	Cluster_800	N	11	0	8	17
chr1:20054303-20054729	Cluster_801	N	15	2	28	0
chr1:20055322-20056575	Cluster_802	N	108	15	227	49
chr1:20057049-20057461	Cluster_803	N	15	4	18	17
chr1:20058299-20058800	Cluster_804	N	8	0	68	4
chr1:20059471-20059892	Cluster_805	N	27	0	18	17
chr1:20076523-20076940	Cluster_806	N	15	1	3	3
chr1:20079220-20079682	Cluster_807	N	34	24	1	27
chr1:20082660-20083087	Cluster_808	N	1	4	9	37
chr1:20084856-20085330	Cluster_809	N	93	0	96	62
chr1:20085594-20086023	Cluster_810	N	18	3	33	0
chr1:20213929-20214350	Cluster_811	N	0	2	26	2
chr1:20222988-20223406	Cluster_812	N	29	0	3	1
chr1:20256876-20257294	Cluster_813	N	37	2	0	2
chr1:20268333-20268759	Cluster_814	N	7	0	11	22
chr1:20299542-20300119	Cluster_815	N	44	3	87	10
chr1:20310465-20310893	Cluster_816	N	2	4	26	8
chr1:20312686-20313194	Cluster_817	N	60	10	4	6
chr1:20325455-20325885	Cluster_818	N	2	0	26	16
chr1:20337058-20337485	Cluster_819	N	1	0	1	50
chr1:20346897-20347313	Cluster_820	N	7	13	14	6
chr1:20358556-20358983	Cluster_821	N	25	0	2	0
chr1:20360615-20361043	Cluster_822	N	11	0	11	2
chr1:20361076-20361505	Cluster_823	N	8	0	13	33
chr1:20364692-20365108	Cluster_824	N	9	11	3	0
chr1:20374078-20375150	Cluster_825	N	13	10	46	81
chr1:20382562-20382985	Cluster_826	N	9	4	12	24
chr1:20383129-20383934	Cluster_827	N	251	71	136	191
chr1:20385675-20386391	Cluster_828	N	42	18	11	9
chr1:20387560-20387990	Cluster_829	N	65	1	12	9
chr1:20388427-20388854	Cluster_830	N	27	13	7	9
chr1:20390018-20390445	Cluster_831	N	7	1	56	4
chr1:20390530-20390947	Cluster_832	N	3	0	28	1
chr1:20391241-20391667	Cluster_833	N	5	2	26	4
chr1:20391768-20393114	Cluster_834	N	471	15	873	120
chr1:20393501-20393928	Cluster_835	N	12	8	34	30
chr1:20400159-20400842	Cluster_836	N	18	0	38	25
chr1:20409947-20410371	Cluster_837	N	17	0	4	4
chr1:20411143-20411572	Cluster_838	N	78	11	34	22
chr1:20416975-20417402	Cluster_839	N	1	2	21	0
chr1:20419542-20419967	Cluster_840	N	12	4	10	0
chr1:20420544-20420953	Cluster_841	N	16	0	0	14
chr1:20421117-20421519	Cluster_842	N	7	0	3	42
chr1:20424737-20425164	Cluster_843	N	10	1	20	5
chr1:20426078-20426494	Cluster_844	N	18	0	6	2
chr1:20426557-20426975	Cluster_845	N	20	7	3	0
chr1:20436844-20437564	Cluster_846	N	28	5	69	5
chr1:20437698-20438105	Cluster_847	N	28	0	10	2
chr1:20440541-20441205	Cluster_848	N	213	71	16	21
chr1:20447055-20447611	Cluster_849	N	50	7	65	41
chr1:20448901-20449331	Cluster_850	N	80	8	69	15
chr1:20451162-20451591	Cluster_851	N	18	3	23	17
chr1:20463975-20464394	Cluster_852	N	17	0	4	7
chr1:20464818-20465245	Cluster_853	N	27	0	23	6
chr1:20465507-20466354	Cluster_854	N	57	7	25	13
chr1:20468923-20469351	Cluster_855	N	31	0	4	17
chr1:20472140-20472566	Cluster_856	N	17	0	5	0
chr1:20473655-20474074	Cluster_857	N	20	0	6	8
chr1:20493656-20494259	Cluster_858	N	20	0	39	18
chr1:20495415-20495844	Cluster_859	N	138	3	113	79
chr1:20497360-20497868	Cluster_860	N	14	65	534	432
chr1:20499583-20500007	Cluster_861	N	25	2	2	3
chr1:20500098-20500522	Cluster_862	N	21	0	11	6
chr1:20502635-20503064	Cluster_863	N	30	0	18	20
chr1:20505076-20506019	Cluster_864	N	40	7	42	37
chr1:20506957-20507755	Cluster_865	N	28	6	14	0
chr1:20509294-20509722	Cluster_866	N	14	6	2	6
chr1:20510228-20512366	Cluster_867	N	1027	159	395	816
chr1:20512562-20513164	Cluster_868	N	25	3	58	98
chr1:20515074-20515498	Cluster_869	N	15	10	9	16
chr1:20521840-20522915	Cluster_870	N	48	16	44	35
chr1:20531106-20531532	Cluster_871	N	5	1	50	2
chr1:20537835-20538331	Cluster_872	N	71	2	27	13
chr1:20538653-20539090	Cluster_873	N	22	2	10	26
chr1:20551077-20551504	Cluster_874	N	6	0	9	19
chr1:20556368-20556794	Cluster_875	N	4	0	8	18
chr1:20557077-20557504	Cluster_876	N	12	0	1	16
chr1:20559092-20559518	Cluster_877	N	2	0	0	35
chr1:20560478-20560895	Cluster_878	N	2	1	26	0
chr1:20568281-20568713	Cluster_879	N	5	2	15	25
chr1:20576157-20576589	Cluster_880	N	8	2	15	27
chr1:20576833-20577265	Cluster_881	N	7	3	17	22
chr1:20590022-20590450	Cluster_882	N	1	0	48	5
chr1:20643733-20644159	Cluster_883	N	11	2	15	15
chr1:20652616-20653046	Cluster_884	N	16	2	110	8
chr1:20653748-20654444	Cluster_885	N	129	17	153	9
chr1:20657812-20658468	Cluster_886	N	5	12	63	9
chr1:20659794-20660247	Cluster_887	N	51	4	223	28
chr1:20660387-20661239	Cluster_888	N	52	17	76	14
chr1:20661625-20662050	Cluster_889	N	9	1	22	13
chr1:20662652-20663082	Cluster_890	N	38	6	26	9
chr1:20665894-20666324	Cluster_891	N	31	2	26	12
chr1:20666450-20666890	Cluster_892	N	31	13	54	42
chr1:20668115-20668542	Cluster_893	N	7	2	43	18
chr1:20669323-20670587	Cluster_894	N	120	3	126	125
chr1:20671257-20672431	Cluster_895	N	176	18	179	172
chr1:20672722-20673135	Cluster_896	N	7	1	34	3
chr1:20674959-20675739	Cluster_897	N	48	4	63	4
chr1:20676328-20677017	Cluster_898	N	148	19	160	16
chr1:20677535-20678552	Cluster_899	N	249	20	27	13
chr1:20681261-20682712	Cluster_900	N	69	20	95	99
chr1:20683553-20684277	Cluster_901	N	219	29	124	259
chr1:20684825-20685249	Cluster_902	N	12	8	13	13
chr1:20685404-20685832	Cluster_903	N	8	1	8	22
chr1:20686153-20686909	Cluster_904	N	98	12	178	54
chr1:20687902-20688310	Cluster_905	N	3	0	13	11
chr1:20688409-20689025	Cluster_906	N	21	0	37	31
chr1:20689872-20690959	Cluster_907	N	209	21	217	144
chr1:20691392-20691821	Cluster_908	N	309	70	291	53
chr1:20693048-20693476	Cluster_909	N	6	2	19	19
chr1:20693735-20694335	Cluster_910	N	28	11	32	47
chr1:20694790-20695217	Cluster_911	N	11	0	25	17
chr1:20695658-20696085	Cluster_912	N	5	1	21	7
chr1:20697052-20697513	Cluster_913	N	22	0	20	14
chr1:20698521-20698947	Cluster_914	N	4	4	15	25
chr1:20700170-20700972	Cluster_915	N	18	2	64	22
chr1:20701007-20701436	Cluster_916	N	11	2	44	9
chr1:20701901-20702328	Cluster_917	N	12	1	40	5
chr1:20705114-20705540	Cluster_918	N	15	28	6	10
chr1:20711505-20712952	Cluster_919	N	10	3	374	87
chr1:20714883-20715907	Cluster_920	N	134	57	198	43
chr1:20716060-20716824	Cluster_921	N	28	3	82	13
chr1:20717810-20718241	Cluster_922	N	0	0	27	18
chr1:20718704-20719422	Cluster_923	N	323	22	195	28
chr1:20720119-20722440	Cluster_924	N	53	34	333	110
chr1:20726467-20726896	Cluster_925	N	16	12	40	20
chr1:20727177-20727802	Cluster_926	N	85	14	61	20
chr1:20728383-20728812	Cluster_927	N	27	9	10	10
chr1:20729049-20729816	Cluster_928	N	37	38	204	189
chr1:20732560-20732978	Cluster_929	N	0	0	37	1
chr1:20738491-20738911	Cluster_930	N	0	0	45	8
chr1:20750683-20751114	Cluster_931	N	121	12	233	25
chr1:20751678-20752198	Cluster_932	N	113	30	89	32
chr1:20761863-20762292	Cluster_933	N	16	3	14	0
chr1:20763071-20763492	Cluster_934	N	12	9	13	1
chr1:20769434-20769864	Cluster_935	N	40	4	1	0
chr1:20770308-20770736	Cluster_936	N	47	10	0	2
chr1:20774730-20775162	Cluster_937	N	14	2	84	5
chr1:20775800-20776230	Cluster_938	N	0	1	70	3
chr1:20778789-20779218	Cluster_939	N	31	1	56	1
chr1:20779334-20779762	Cluster_940	N	38	0	46	34
chr1:20780311-20780854	Cluster_941	N	10	0	89	15
chr1:20781271-20781691	Cluster_942	N	11	6	8	3
chr1:20782329-20782752	Cluster_943	N	9	0	24	7
chr1:20783078-20783508	Cluster_944	N	41	15	274	38
chr1:20787983-20788412	Cluster_945	N	36	5	31	1
chr1:20790265-20790791	Cluster_946	N	20	1	99	0
chr1:20791819-20792222	Cluster_947	N	14	3	15	2
chr1:20792771-20793196	Cluster_948	N	20	1	31	5
chr1:20794837-20795544	Cluster_949	N	64	39	93	30
chr1:20795889-20796318	Cluster_950	N	360	49	13	5
chr1:20799958-20800834	Cluster_951	N	29	9	98	39
chr1:20802539-20802968	Cluster_952	N	9	0	11	8
chr1:20807507-20807925	Cluster_953	N	1	35	2	0
chr1:20809184-20809975	Cluster_954	N	1	1	139	47
