"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"2144","Cluster_2678","3prime_UTR::chr5:13678637-13679637(+)",159,-24.72,"2 21","535 557",20,"70.00%","80.00%","NV2t018934002.1"
"2147","Cluster_2678","3prime_UTR::chr5:335839-336839(-)",171,-27.82,"2 21","946 968",20,"75.00%","90.00%","NV2t017362001.1"
"2148","Cluster_2678","3prime_UTR::chr5:4462841-4463626(+)",163,-20.19,"2 21","121 143",20,"75.00%","80.00%","NV2t017833001.1"
"2149","Cluster_2678","3prime_UTR::chr5:4467535-4468278(+)",163,-20.19,"2 21","121 143",20,"75.00%","80.00%","NV2t017834001.1"
"2150","Cluster_2678","3prime_UTR::chr6:5856370-5857370(+)",155,-22.22,"2 21","202 222",20,"80.00%","80.00%","NV2t019891001.1"
"2151","Cluster_2678","3prime_UTR::chr8:14750035-14751035(+)",158,-22.37,"2 21","479 505",24,"70.83%","75.00%","NV2t024207001.1"
"2152","Cluster_2678","3prime_UTR::chr8:14750035-14751035(+)",158,-22.37,"2 21","479 505",24,"70.83%","75.00%","NV2t024208001.1"
"2155","Cluster_2678","3prime_UTR::chr8:6766661-6767661(+)",170,-20.98,"2 20","931 953",19,"78.95%","89.47%","NV2t023346001.1"
"2156","Cluster_2678","3prime_UTR::chr8:9735655-9736655(-)",154,-25.32,"2 21","862 887",23,"69.57%","73.91%","NV2t023672001.1"
"2157","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419001.1"
"2158","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419002.1"
"2159","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419003.1"
"2160","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419004.1"
"2161","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419005.1"
"2162","Cluster_2678","3prime_UTR::chr9:11836351-11837351(-)",168,-22.27,"2 21","241 262",19,"73.68%","84.21%","NV2t025419006.1"
"2193","Cluster_2678","3prime_UTR::chrUn6:14070-15070(-)",155,-20.37,"2 16","667 688",14,"78.57%","85.71%","NV2t025970001.1"
"2194","Cluster_2764","3prime_UTR::chr10:2059275-2060275(-)",170,-21.17,"2 19","105 125",17,"76.47%","94.12%","NV2t002552001.1"
"2195","Cluster_2764","3prime_UTR::chr10:2059275-2060275(-)",170,-21.17,"2 19","48 68",17,"76.47%","94.12%","NV2t002552001.1"
"2196","Cluster_2764","3prime_UTR::chr10:2064419-2065419(-)",170,-21.17,"2 19","532 552",17,"76.47%","94.12%","NV2t002554001.1"
"2197","Cluster_2764","3prime_UTR::chr10:2064419-2065419(-)",174,-22.82,"2 19","475 495",17,"82.35%","94.12%","NV2t002554001.1"
"2198","Cluster_2764","3prime_UTR::chr10:2064504-2065419(-)",170,-21.17,"2 19","532 552",17,"76.47%","94.12%","NV2t002554002.1"
"2199","Cluster_2764","3prime_UTR::chr10:2064504-2065419(-)",174,-22.82,"2 19","475 495",17,"82.35%","94.12%","NV2t002554002.1"
"2200","Cluster_2764","3prime_UTR::chr10:9871491-9872491(-)",158,-23.62,"2 16","655 676",15,"86.67%","86.67%","NV2t003408001.1"
"2201","Cluster_2764","3prime_UTR::chr11:12012143-12013143(-)",154,-21,"2 19","770 790",17,"70.59%","76.47%","NV2t005202001.1"
"2202","Cluster_2764","3prime_UTR::chr11:2919201-2920201(-)",152,-20.2,"2 13","404 424",11,"81.82%","100.00%","NV2t004286001.1"
"2203","Cluster_2764","3prime_UTR::chr11:4935665-4936665(-)",161,-20.88,"2 14","442 462",12,"91.67%","100.00%","NV2t004520001.1"
"2204","Cluster_2764","3prime_UTR::chr11:6760821-6761821(-)",162,-21.17,"2 16","595 616",15,"86.67%","93.33%","NV2t004692001.1"
"2205","Cluster_2764","3prime_UTR::chr12:4432822-4433822(-)",162,-21.17,"2 16","972 993",15,"86.67%","93.33%","NV2t005889001.1"
"2206","Cluster_2764","3prime_UTR::chr12:6596394-6597394(-)",154,-20.77,"2 16","18 41",17,"76.47%","82.35%","NV2t006065001.1"
"2207","Cluster_2764","3prime_UTR::chr12:8344126-8345126(+)",167,-22.84,"2 20","338 356",18,"88.89%","88.89%","NV2t006252001.1"
"2208","Cluster_2764","3prime_UTR::chr12:8344126-8345126(+)",167,-22.84,"2 20","338 356",18,"88.89%","88.89%","NV2t006252002.1"
"2209","Cluster_2764","3prime_UTR::chr12:8344126-8345126(+)",167,-22.84,"2 20","338 356",18,"88.89%","88.89%","NV2t006252003.1"
"2216","Cluster_2764","3prime_UTR::chr13:3255005-3256005(-)",162,-21.17,"2 16","847 868",15,"86.67%","93.33%","NV2t007160001.1"
"2217","Cluster_2764","3prime_UTR::chr13:3255005-3256005(-)",162,-21.17,"2 16","847 868",15,"86.67%","93.33%","NV2t007160002.1"
"2220","Cluster_2764","3prime_UTR::chr13:6515446-6516128(+)",158,-20.83,"2 20","378 399",19,"73.68%","78.95%","NV2t007485001.1"
"2221","Cluster_2764","3prime_UTR::chr14:11146681-11147681(-)",163,-21.06,"2 20","640 659",19,"84.21%","84.21%","NV2t009283001.1"
"2222","Cluster_2764","3prime_UTR::chr15:11654359-11655359(+)",162,-21.17,"2 16","518 539",15,"86.67%","93.33%","NV2t010596001.1"
"2223","Cluster_2764","3prime_UTR::chr15:2759844-2760844(-)",150,-22.85,"2 20","935 958",21,"61.90%","76.19%","NV2t009725001.1"
"2224","Cluster_2764","3prime_UTR::chr15:5276292-5277292(-)",162,-23.45,"2 20","178 199",19,"78.95%","78.95%","NV2t009969001.1"
"2225","Cluster_2764","3prime_UTR::chr15:60045-60290(-)",159,-20.92,"2 18","170 189",16,"81.25%","87.50%","NV2t009438001.1"
"2226","Cluster_2764","3prime_UTR::chr15:9628000-9629000(+)",165,-22.48,"2 19","105 126",18,"72.22%","94.44%","NV2t010399001.1"
"2227","Cluster_2764","3prime_UTR::chr1:10065399-10066399(+)",169,-23.62,"2 20","379 398",18,"83.33%","88.89%","NV2t001084001.1"
"2228","Cluster_2764","3prime_UTR::chr1:14318260-14319260(+)",167,-25,"2 20","528 548",18,"72.22%","88.89%","NV2t001571001.1"
"2229","Cluster_2764","3prime_UTR::chr2:10435828-10436828(+)",167,-20.42,"2 20","310 330",18,"72.22%","88.89%","NV2t011852001.1"
"2230","Cluster_2764","3prime_UTR::chr2:21086431-21087431(-)",162,-21.05,"2 16","608 629",15,"86.67%","93.33%","NV2t013014001.1"
"2231","Cluster_2764","3prime_UTR::chr3:1088659-1089659(-)",160,-20.49,"2 20","542 562",19,"78.95%","84.21%","NV2t013164001.1"
"2232","Cluster_2764","3prime_UTR::chr3:2397014-2397653(+)",152,-21.17,"2 18","373 394",17,"70.59%","82.35%","NV2t013318001.1"
"2233","Cluster_2764","3prime_UTR::chr4:11234142-11234559(+)",160,-20.97,"2 13","47 67",11,"100.00%","100.00%","NV2t016472001.1"
"2234","Cluster_2764","3prime_UTR::chr4:11803974-11804974(+)",155,-21.27,"2 16","981 1000",14,"78.57%","85.71%","NV2t016547001.1"
"2235","Cluster_2764","3prime_UTR::chr4:11803974-11804974(+)",155,-21.27,"2 16","981 1000",14,"78.57%","85.71%","NV2t016547003.1"
"2238","Cluster_2764","3prime_UTR::chr4:15521085-15522085(-)",145,-20.13,"2 10","86 106",8,"100.00%","100.00%","NV2t017007001.1"
"2239","Cluster_2764","3prime_UTR::chr4:18071137-18072137(+)",165,-21.5,"2 19","161 183",19,"78.95%","84.21%","NV2t017304001.1"
"2240","Cluster_2764","3prime_UTR::chr4:18071137-18072137(+)",165,-21.5,"2 19","161 183",19,"78.95%","84.21%","NV2t017304002.1"
"2243","Cluster_2764","3prime_UTR::chr4:18071137-18072137(+)",165,-21.5,"2 19","227 249",19,"78.95%","84.21%","NV2t017304001.1"
"2244","Cluster_2764","3prime_UTR::chr4:18071137-18072137(+)",165,-21.5,"2 19","227 249",19,"78.95%","84.21%","NV2t017304002.1"
"2247","Cluster_2764","3prime_UTR::chr5:2158119-2159119(-)",158,-21.34,"2 19","825 845",17,"76.47%","76.47%","NV2t017567001.1"
"2248","Cluster_2764","3prime_UTR::chr6:14164222-14165222(-)",165,-21.29,"2 20","968 990",20,"75.00%","90.00%","NV2t020837001.1"
"2249","Cluster_2764","3prime_UTR::chr6:871361-872361(-)",164,-23.85,"2 17","268 288",15,"86.67%","86.67%","NV2t019377001.1"
"2250","Cluster_2764","3prime_UTR::chr7:4027494-4028494(-)",158,-26.72,"2 20","363 386",21,"66.67%","80.95%","NV2t021459001.1"
"2251","Cluster_2764","3prime_UTR::chr7:4027495-4028494(-)",158,-26.72,"2 20","363 386",21,"66.67%","80.95%","NV2t021459002.1"
"2252","Cluster_2764","3prime_UTR::chr7:8414839-8415839(-)",162,-21.17,"2 16","880 901",15,"86.67%","93.33%","NV2t021902001.1"
"2253","Cluster_2764","3prime_UTR::chr7:8414934-8415839(-)",162,-21.17,"2 16","880 901",15,"86.67%","93.33%","NV2t021902002.1"
"2254","Cluster_2764","3prime_UTR::chr7:8414935-8415839(-)",162,-21.17,"2 16","880 901",15,"86.67%","93.33%","NV2t021902003.1"
"2255","Cluster_2764","3prime_UTR::chr7:8414939-8415839(-)",162,-20.56,"2 16","880 900",15,"86.67%","93.33%","NV2t021902004.1"
"2256","Cluster_2764","3prime_UTR::chr8:10146899-10147703(+)",165,-21.42,"2 19","221 243",19,"78.95%","84.21%","NV2t023719001.1"
"2257","Cluster_2764","3prime_UTR::chr8:6393969-6394969(-)",158,-22.14,"2 16","250 271",15,"86.67%","86.67%","NV2t023311002.1"
"2258","Cluster_2764","3prime_UTR::chr8:6393969-6394969(-)",158,-22.14,"2 16","250 271",15,"86.67%","86.67%","NV2t023311001.1"
"2261","Cluster_2764","3prime_UTR::chr8:8920484-8921484(-)",155,-22.03,"2 17","199 220",16,"75.00%","87.50%","NV2t023571001.1"
"2262","Cluster_2764","3prime_UTR::chr8:9609063-9610063(+)",158,-20.21,"2 19","764 784",17,"76.47%","76.47%","NV2t023650001.1"
"2263","Cluster_2764","3prime_UTR::chr9:14897642-14898642(-)",158,-21.34,"2 19","520 540",17,"76.47%","76.47%","NV2t025731001.1"
"2264","Cluster_2764","3prime_UTR::chr9:5633061-5634061(-)",164,-22.48,"2 18","324 345",17,"82.35%","88.24%","NV2t024829001.1"
"2265","Cluster_2764","3prime_UTR::chr9:6518504-6519504(+)",171,-21.26,"2 20","423 443",18,"72.22%","94.44%","NV2t024922001.1"
"2266","Cluster_739","3prime_UTR::chr10:2102156-2103156(-)",165,-21.19,"2 18","909 929",16,"81.25%","87.50%","NV2t002558001.1"
"2267","Cluster_739","3prime_UTR::chr10:3631761-3632761(+)",147,-21.08,"2 17","467 488",16,"75.00%","75.00%","NV2t002717001.1"
"2268","Cluster_739","3prime_UTR::chr10:3631761-3632761(+)",147,-21.08,"2 17","467 488",16,"75.00%","75.00%","NV2t002717003.1"
"2269","Cluster_739","3prime_UTR::chr10:3631761-3632761(+)",147,-21.08,"2 17","467 488",16,"75.00%","75.00%","NV2t002717002.1"
"2276","Cluster_739","3prime_UTR::chr10:4257280-4258280(+)",152,-20.38,"2 20","242 260",18,"72.22%","77.78%","NV2t002786001.1"
"2277","Cluster_739","3prime_UTR::chr10:9801460-9802460(+)",149,-20.45,"2 18","269 289",16,"68.75%","75.00%","NV2t003401001.1"
"2278","Cluster_739","3prime_UTR::chr10:9801460-9802460(+)",149,-20.45,"2 18","269 289",16,"68.75%","75.00%","NV2t003401002.1"
"2281","Cluster_739","3prime_UTR::chr11:10222007-10223007(-)",147,-24,"2 17","148 169",16,"68.75%","81.25%","NV2t004995001.1"
"2282","Cluster_739","3prime_UTR::chr11:11236498-11237498(+)",149,-21.02,"2 20","615 639",22,"68.18%","72.73%","NV2t005104001.1"
"2283","Cluster_739","3prime_UTR::chr11:2431767-2432767(-)",165,-21.64,"2 19","178 199",18,"83.33%","83.33%","NV2t004231001.1"
"2284","Cluster_739","3prime_UTR::chr12:10237860-10238860(+)",150,-23.27,"2 20","85 106",19,"63.16%","78.95%","NV2t006433001.1"
"2285","Cluster_739","3prime_UTR::chr12:12214627-12215627(-)",154,-25.58,"2 19","180 200",17,"70.59%","76.47%","NV2t006638001.1"
"2286","Cluster_739","3prime_UTR::chr12:5651277-5652277(-)",153,-22.74,"2 19","369 391",19,"73.68%","73.68%","NV2t005979001.1"
"2287","Cluster_739","3prime_UTR::chr12:7081700-7082212(-)",146,-21.01,"2 15","112 132",13,"69.23%","84.62%","NV2t006124001.1"
"2288","Cluster_739","3prime_UTR::chr12:7340218-7341218(-)",167,-25.89,"2 16","916 936",14,"92.86%","92.86%","NV2t006152001.1"
"2289","Cluster_739","3prime_UTR::chr12:8780530-8781530(+)",158,-20.97,"2 20","235 257",20,"75.00%","75.00%","NV2t006289001.1"
"2290","Cluster_739","3prime_UTR::chr12:9976084-9977084(-)",152,-21.36,"2 20","754 772",18,"72.22%","77.78%","NV2t006414001.1"
"2291","Cluster_739","3prime_UTR::chr13:10401231-10402231(-)",142,-21.13,"2 20","257 278",19,"63.16%","68.42%","NV2t007916001.1"
"2292","Cluster_739","3prime_UTR::chr13:12121464-12122464(+)",157,-23.78,"2 20","802 824",20,"75.00%","80.00%","NV2t008089001.1"
"2293","Cluster_739","3prime_UTR::chr13:12121464-12122464(+)",157,-23.78,"2 20","802 824",20,"75.00%","80.00%","NV2t008089002.1"
"2294","Cluster_739","3prime_UTR::chr13:12121464-12122464(+)",157,-23.78,"2 20","802 824",20,"75.00%","80.00%","NV2t008089003.1"
"2301","Cluster_739","3prime_UTR::chr13:3243717-3244717(-)",146,-21.51,"2 20","254 271",18,"72.22%","77.78%","NV2t007159001.1"
"2302","Cluster_739","3prime_UTR::chr13:5571242-5572242(+)",156,-20.04,"2 14","598 619",13,"92.31%","92.31%","NV2t007391001.1"
"2303","Cluster_739","3prime_UTR::chr13:9905105-9906105(+)",155,-24.91,"2 20","661 681",18,"66.67%","77.78%","NV2t007841001.1"
"2304","Cluster_739","3prime_UTR::chr14:13072556-13073556(-)",157,-23.27,"2 19","713 734",18,"77.78%","77.78%","NV2t009426001.1"
"2305","Cluster_739","3prime_UTR::chr14:1515788-1516283(+)",152,-20.87,"2 16","189 207",14,"85.71%","85.71%","NV2t008370001.1"
"2306","Cluster_739","3prime_UTR::chr14:1515788-1516283(+)",152,-20.87,"2 16","189 207",14,"85.71%","85.71%","NV2t008370002.1"
"2307","Cluster_739","3prime_UTR::chr14:1515788-1516283(+)",152,-20.87,"2 16","189 207",14,"85.71%","85.71%","NV2t008370003.1"
"2314","Cluster_739","3prime_UTR::chr15:10011679-10012112(-)",153,-20.63,"2 18","269 289",16,"68.75%","81.25%","NV2t010452001.1"
"2315","Cluster_739","3prime_UTR::chr15:2970949-2971836(+)",155,-21.05,"2 17","349 373",19,"73.68%","78.95%","NV2t009747001.1"
"2316","Cluster_739","3prime_UTR::chr15:367548-368548(+)",152,-20.07,"2 15","732 751",13,"84.62%","92.31%","NV2t009479001.1"
"2317","Cluster_739","3prime_UTR::chr15:374472-375472(+)",156,-21.32,"2 18","700 721",17,"76.47%","82.35%","NV2t009480001.1"
"2318","Cluster_739","3prime_UTR::chr15:6713570-6714570(-)",157,-20.51,"2 20","816 835",18,"77.78%","77.78%","NV2t010107001.1"
"2319","Cluster_739","3prime_UTR::chr1:11536871-11537871(-)",141,-20.43,"2 18","870 890",16,"62.50%","68.75%","NV2t001265001.1"
"2320","Cluster_739","3prime_UTR::chr1:19764249-19765249(+)",170,-31.55,"2 20","960 982",20,"80.00%","85.00%","NV2t002177002.1"
"2321","Cluster_739","3prime_UTR::chr1:19764249-19765249(+)",170,-31.55,"2 20","960 982",20,"80.00%","85.00%","NV2t002177001.1"
"2324","Cluster_739","3prime_UTR::chr1:6548585-6549585(+)",147,-20.49,"2 18","967 992",21,"71.43%","71.43%","NV2t000697001.1"
"2325","Cluster_739","3prime_UTR::chr2:11563784-11564316(+)",151,-21.87,"2 18","123 142",16,"75.00%","81.25%","NV2t011983001.1"
"2326","Cluster_739","3prime_UTR::chr2:12708333-12709333(-)",158,-23.69,"2 16","97 119",16,"81.25%","87.50%","NV2t012117001.1"
"2327","Cluster_739","3prime_UTR::chr2:13858676-13858950(-)",144,-20.22,"2 20","88 106",18,"66.67%","72.22%","NV2t012213001.1"
"2328","Cluster_739","3prime_UTR::chr2:14660016-14661016(-)",149,-21.06,"2 20","455 480",23,"69.57%","69.57%","NV2t012302001.1"
"2329","Cluster_739","3prime_UTR::chr2:15601389-15602389(+)",151,-20.01,"2 12","899 919",10,"90.00%","100.00%","NV2t012414001.1"
"2330","Cluster_739","3prime_UTR::chr2:20939198-20940198(-)",158,-20.73,"2 20","203 225",20,"75.00%","75.00%","NV2t012999001.1"
"2331","Cluster_739","3prime_UTR::chr2:6331745-6332745(-)",145,-20.78,"2 15","814 835",14,"78.57%","78.57%","NV2t011354001.1"
"2332","Cluster_739","3prime_UTR::chr2:8198499-8199063(+)",157,-23.43,"2 17","53 71",15,"86.67%","86.67%","NV2t011566001.1"
"2333","Cluster_739","3prime_UTR::chr2:8198499-8199063(+)",157,-23.43,"2 17","53 71",15,"86.67%","86.67%","NV2t011566002.1"
"2334","Cluster_739","3prime_UTR::chr2:8198499-8199063(+)",157,-23.43,"2 17","53 71",15,"86.67%","86.67%","NV2t011566003.1"
"2335","Cluster_739","3prime_UTR::chr2:8198499-8199063(+)",157,-23.43,"2 17","53 71",15,"86.67%","86.67%","NV2t011566005.1"
"2336","Cluster_739","3prime_UTR::chr2:8198499-8199063(+)",157,-23.43,"2 17","53 71",15,"86.67%","86.67%","NV2t011566006.1"
"2357","Cluster_739","3prime_UTR::chr3:1082890-1083890(+)",155,-23.88,"2 20","102 121",19,"78.95%","78.95%","NV2t013162001.1"
"2358","Cluster_739","3prime_UTR::chr3:1082890-1083890(+)",155,-23.88,"2 20","102 121",19,"78.95%","78.95%","NV2t013162003.1"
"2359","Cluster_739","3prime_UTR::chr3:1082890-1083890(+)",155,-23.88,"2 20","102 121",19,"78.95%","78.95%","NV2t013162004.1"
"2366","Cluster_739","3prime_UTR::chr3:10965142-10966142(-)",153,-22.74,"2 19","43 65",19,"73.68%","73.68%","NV2t014303001.1"
"2367","Cluster_739","3prime_UTR::chr3:14189801-14190801(-)",151,-23.47,"2 18","331 350",16,"75.00%","81.25%","NV2t014641001.1"
"2368","Cluster_739","3prime_UTR::chr3:20080004-20081004(+)",152,-20.67,"2 17","244 262",15,"86.67%","86.67%","NV2t015273001.1"
"2369","Cluster_739","3prime_UTR::chr3:2674467-2675467(+)",159,-23.91,"2 16","805 825",14,"85.71%","85.71%","NV2t013342001.1"
"2370","Cluster_739","3prime_UTR::chr3:9024257-9025257(+)",148,-21.05,"2 19","129 148",17,"70.59%","76.47%","NV2t014066001.1"
"2371","Cluster_739","3prime_UTR::chr4:11442782-11443415(+)",149,-21.53,"2 20","616 633",19,"78.95%","78.95%","NV2t016497001.1"
"2372","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864001.1"
"2373","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864002.1"
"2374","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864003.1"
"2375","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864004.1"
"2376","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864005.1"
"2377","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864006.1"
"2378","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864007.1"
"2379","Cluster_739","3prime_UTR::chr4:14346437-14347437(+)",149,-20.64,"2 17","20 40",16,"81.25%","81.25%","NV2t016864008.1"
"2436","Cluster_739","3prime_UTR::chr4:5107709-5108709(-)",156,-20.17,"2 17","763 783",15,"80.00%","80.00%","NV2t015797001.1"
"2437","Cluster_739","3prime_UTR::chr4:5392371-5392931(-)",152,-21.24,"2 17","197 217",15,"73.33%","80.00%","NV2t015824001.1"
"2438","Cluster_739","3prime_UTR::chr4:6820920-6821578(-)",153,-21.63,"2 18","308 328",16,"75.00%","75.00%","NV2t015984001.1"
"2439","Cluster_739","3prime_UTR::chr4:6852424-6853424(-)",152,-20.38,"2 20","907 925",18,"72.22%","77.78%","NV2t015988001.1"
"2440","Cluster_739","3prime_UTR::chr4:6852427-6853424(-)",152,-20.38,"2 20","907 925",18,"72.22%","77.78%","NV2t015988002.1"
"2441","Cluster_739","3prime_UTR::chr5:16259094-16260094(-)",154,-20.84,"2 20","958 979",19,"68.42%","78.95%","NV2t019197001.1"
"2442","Cluster_739","3prime_UTR::chr5:949754-950754(-)",165,-22.36,"2 18","62 82",16,"81.25%","87.50%","NV2t017436001.1"
"2443","Cluster_739","3prime_UTR::chr6:12872383-12873383(-)",165,-24.4,"2 18","578 598",16,"81.25%","87.50%","NV2t020654001.1"
"2444","Cluster_739","3prime_UTR::chr6:13075632-13076632(+)",147,-22.73,"2 20","682 702",18,"61.11%","72.22%","NV2t020684001.1"
"2445","Cluster_739","3prime_UTR::chr6:14300369-14301369(-)",160,-25.43,"2 18","332 353",17,"82.35%","82.35%","NV2t020853001.1"
"2446","Cluster_739","3prime_UTR::chr6:16849721-16850721(+)",152,-25.46,"2 20","263 285",21,"71.43%","76.19%","NV2t021137001.1"
"2447","Cluster_739","3prime_UTR::chr6:4172047-4173047(+)",152,-25.8,"2 20","257 275",18,"72.22%","77.78%","NV2t019719001.1"
"2448","Cluster_739","3prime_UTR::chr6:4172047-4173047(+)",152,-25.8,"2 20","257 275",18,"72.22%","77.78%","NV2t019719002.1"
"2449","Cluster_739","3prime_UTR::chr6:4172047-4173047(+)",152,-25.8,"2 20","257 275",18,"72.22%","77.78%","NV2t019719003.1"
"2450","Cluster_739","3prime_UTR::chr6:4172047-4173047(+)",152,-25.8,"2 20","257 275",18,"72.22%","77.78%","NV2t019719004.1"
"2463","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",149,-21.08,"2 20","583 605",20,"70.00%","75.00%","NV2t019736001.1"
"2464","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",149,-21.32,"2 20","779 801",20,"70.00%","75.00%","NV2t019736001.1"
"2465","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",149,-21.86,"2 20","709 731",20,"70.00%","75.00%","NV2t019736001.1"
"2466","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",149,-26.21,"2 20","812 836",22,"68.18%","72.73%","NV2t019736001.1"
"2467","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",149,-26.79,"2 20","742 766",22,"68.18%","72.73%","NV2t019736001.1"
"2468","Cluster_739","3prime_UTR::chr6:4332096-4333096(+)",154,-21.71,"2 20","548 570",20,"70.00%","75.00%","NV2t019736001.1"
"2469","Cluster_739","3prime_UTR::chr6:5439199-5439604(-)",165,-24.91,"2 20","278 300",20,"80.00%","85.00%","NV2t019847001.1"
"2470","Cluster_739","3prime_UTR::chr6:5439199-5439604(-)",165,-24.91,"2 20","278 300",20,"80.00%","85.00%","NV2t019847002.1"
"2473","Cluster_739","3prime_UTR::chr6:8001104-8002104(-)",153,-22.74,"2 19","835 857",19,"73.68%","73.68%","NV2t020115001.1"
"2474","Cluster_739","3prime_UTR::chr6:8441019-8442019(-)",150,-21.8,"2 11","280 300",9,"100.00%","100.00%","NV2t020159001.1"
"2475","Cluster_739","3prime_UTR::chr7:10915699-10916699(+)",151,-24.4,"2 20","876 901",23,"73.91%","78.26%","NV2t022203001.1"
"2476","Cluster_739","3prime_UTR::chr7:11426056-11427056(-)",146,-21.68,"2 11","845 865",9,"88.89%","100.00%","NV2t022255001.1"
"2477","Cluster_739","3prime_UTR::chr7:15372839-15373607(+)",157,-22.23,"2 20","617 636",18,"77.78%","77.78%","NV2t022675001.1"
"2478","Cluster_739","3prime_UTR::chr7:15372839-15373607(+)",157,-22.23,"2 20","617 636",18,"77.78%","77.78%","NV2t022675002.1"
"2481","Cluster_739","3prime_UTR::chr7:3044448-3045448(-)",152,-22.78,"2 19","251 270",17,"70.59%","82.35%","NV2t021370001.1"
"2482","Cluster_739","3prime_UTR::chr7:3107761-3108761(-)",157,-20.31,"2 18","357 377",16,"75.00%","81.25%","NV2t021375001.1"
"2483","Cluster_739","3prime_UTR::chr7:6977579-6978579(-)",162,-20.27,"2 15","1 20",13,"84.62%","100.00%","NV2t021761001.1"
"2484","Cluster_739","3prime_UTR::chr7:8653742-8654465(-)",156,-23.92,"2 20","295 313",18,"72.22%","83.33%","NV2t021933001.1"
"2485","Cluster_739","3prime_UTR::chr7:9744286-9745286(+)",149,-20.45,"2 18","311 331",16,"68.75%","75.00%","NV2t022059001.1"
"2486","Cluster_739","3prime_UTR::chr7:9744286-9745286(+)",149,-20.45,"2 18","311 331",16,"68.75%","75.00%","NV2t022059002.1"
"2489","Cluster_739","3prime_UTR::chr7:9762819-9763819(-)",167,-25.88,"2 16","363 383",14,"92.86%","92.86%","NV2t022062001.1"
"2490","Cluster_739","3prime_UTR::chr8:10072654-10073351(+)",153,-21.61,"2 17","297 315",15,"80.00%","86.67%","NV2t023709001.1"
"2491","Cluster_739","3prime_UTR::chr8:10072654-10073351(+)",153,-21.61,"2 17","297 315",15,"80.00%","86.67%","NV2t023709002.1"
"2492","Cluster_739","3prime_UTR::chr8:10072654-10073351(+)",153,-21.61,"2 17","297 315",15,"80.00%","86.67%","NV2t023709003.1"
"2499","Cluster_739","3prime_UTR::chr8:10405950-10406749(+)",154,-22.74,"2 20","24 45",19,"68.42%","78.95%","NV2t023739001.1"
"2500","Cluster_739","3prime_UTR::chr8:10405950-10406749(+)",154,-22.74,"2 20","24 45",19,"68.42%","78.95%","NV2t023739002.1"
"2503","Cluster_739","3prime_UTR::chr8:10635434-10636434(-)",158,-21.91,"2 20","529 550",19,"73.68%","78.95%","NV2t023764001.1"
"2504","Cluster_739","3prime_UTR::chr8:2535834-2536834(-)",154,-24.58,"2 18","706 726",17,"82.35%","82.35%","NV2t022979001.1"
"2505","Cluster_739","3prime_UTR::chr8:9735655-9736655(-)",146,-20.32,"2 18","803 823",17,"76.47%","76.47%","NV2t023672001.1"
"2506","Cluster_739","3prime_UTR::chr9:1244351-1245351(+)",148,-22.62,"2 20","315 335",19,"68.42%","78.95%","NV2t024427001.1"
"2507","Cluster_739","3prime_UTR::chr9:611583-612583(-)",146,-20.96,"2 11","67 87",9,"88.89%","100.00%","NV2t024375001.1"
"2508","Cluster_739","3prime_UTR::chr9:611583-612583(-)",151,-23.59,"2 16","125 145",14,"71.43%","85.71%","NV2t024375001.1"
"2509","Cluster_739","3prime_UTR::chr9:611584-612583(-)",146,-20.96,"2 11","67 87",9,"88.89%","100.00%","NV2t024375002.1"
"2510","Cluster_739","3prime_UTR::chr9:611584-612583(-)",151,-23.59,"2 16","125 145",14,"71.43%","85.71%","NV2t024375002.1"
